name,ratings,prices,aminities,location,description,City
Royal Maadi Hotel,5.0,"EGP 2,513",,"11th, Road 18th, Sarayat El-Maadi, Cairo 11511 Egypt","I spent 3 nights at the Royal Maadi Hotel (previously known as Residence Hotel). The service was the best, better than any 5 star- literally. Any issues, they come right away, the housekeeping was extremely helpful and on top of everything with personalized service, the concierge very helpful, and the reception very polite and courteous. When my daughter got stain on the walls the manager was very courteous and accommodating. They also brought for me flowers and fruit per my family's request.  I took a 3 bedroom suite which was an apartment. Each bedroom had a queen size bed. There was also a dining area, salon area, kitchen, and bathroom. The style was a bit outdated but the availability and convenience of everything made up for it. There was microwave, fridge, toaster, oven, kitchenware, ironing board, tv, and desks.   I appreciated the cleanliness- everything was covered in plastic and sanitized.   Breakfast was very basic with boiled egg, jam, bread, cheese, OJ, tea/nescafe.   Delivery is easy through talabat app where I ordered things from the pharmacy and other restaurants. The hotel is keen about safety so no delivery persons come to the room, instead the concierge will carry up the item and you give him the money. I made sure to leave a tip for both him and the person delivering.  There are also a few restaurants and cafes downstairs although I didn't try any. One is particularly famous in Maadi for breakfast called Ovio (?).  The location is quiet, removed from the hustle and bustle of Cairo, and a view of trees and greenery specific to Maadi. I loved the balcony to relax in.   I totally recommend this hotel for short or extended stay. Special thanks to Mr. Sayed the manager, Ms. Asmaa the receptionist, Ms. Heba the housekeeper, Mr. Nour/Nouh the concierge. Excellent service and help from them.…",Cairo
Maxim Hotel,4.0,"EGP 1,618",",Free High Speed Internet (WiFi),Room service","5 El Senaah St. Off Abbas El Akkad St. Nasr City, Cairo 11511 Egypt","Central location, close to everything, but on a quiet street. The staff was very helpful and accommodating. They are renovating the hotel, so some of the rooms are brand new and spacious. Good breakfast. Has wifi. Recommended!",Cairo
Jewel Green Mountain Hotel,3.0,"EGP 1,680",,"19 Green Mountain Buildings, Nasr Road Nasr City, Next to Queen Service Company, Cairo 11511 Egypt","Not only is the hotel bad, it's the whole customer experience, hotel facilities are horrible, food is unbelievable, staff, room, everything calls you to escape the hotel. Internet wifi does not work all the time.  Breakfast restaurant welcomes you with an awful smell. The room is unbelievable, The water in the shower is just a small drops of water. And believe me, you don’t want to sniff bathroom’s aroma. !!  The bed mattress is very old and curved which causes unbearable back pain.",Cairo
Sun Hotel,4.0,EGP 744,",Airport transportation,Baggage storage","2 Talaat Harb Street Tahrir Square, Cairo 11511 Egypt","I stayed for 7 nights at Sun Hotel. The place looks much better than you could expect after the photos on tripadvisor. Rooms are simple, but clean. I took a cheaper option - with no A/C and shared bathroom and it was more than ok. Bathrooms are being cleaned few times a day, the water is warm. Some of the rooms have a great view to Tahrir Square - ask, if they are available. The biggest advantage of the hotel is the location - walking distance (5 min.) from the Egyptian Museum, close to the Nile, next to the metro station. The staff can speak english and are really helpful.",Cairo
Sofitel Cairo Nile El Gezirah,4.5,"EGP 7,915",",Valet parking,Free internet,Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Casino and Gambling,Entertainment staff,Kids stay free,Paid private parking on-site,Wifi,Hot bath,Pool / beach towels,Infinity pool,Pool with view,Outdoor pool,Heated pool,Yoga classes,Fitness / spa changing rooms,Fitness classes,Sauna,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary welcome drink,Happy hour,Kid-friendly buffet,Kids' meals,Outdoor dining area,Snack bar,Special diet menus,Wine / champagne,Swimup bar,Poolside bar,Evening entertainment,Patio,Nightclub / DJ,Babysitting,Kids pool,Airport transportation,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Photo copier / fax In business centre,Spa,Body wrap,Couples massage,Facial treatments,Foot massage,Full body massage,Hammam,Head massage,Makeup services,Manicure,Massage,Neck massage,Pedicure,Salon,Steam room,24-hour security,Baggage storage,Concierge,Currency exchange,Executive lounge access,Gift shop,Newspaper,Outdoor furniture,Shops,Sun deck,Sun loungers / beach chairs,Sun umbrellas,ATM on site,Butler service,Doorperson,Umbrella,24-hour check-in,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Blackout curtains,Bathrobes,Air conditioning,Additional bathroom,Desk,Minibar,Cable / satellite TV,Bath / shower,Housekeeping,Interconnected rooms available,Private balcony,Room service,Seating area,Telephone,Wardrobe / wardrobe,Bottled water,Clothes rack,Iron,Private bathrooms,Wake-up service / alarm clock,Refrigerator,Electric kettle,Flatscreen TV,Hair dryer,City view,Landmark view,Bridal suite,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","3 El Thawra Council St Zamalek, Cairo Egypt","On the southern tip of Gezirah Island, the hotel is a corner of paradise in central Cairo, minutes from Cairo’s business districts. Discover a haven of peace during a vacation in Egypt, and a comfortable base to rest after a successful day of business. Relax by the pool, pamper yourself in Sofitel SPA, wine and dine in our international restaurants and bars. Surrender to luxury and come for a day, a weekend, a week…or more. A stroll along the hotel’s lush riverside promenade takes you to a host of acclaimed restaurants and bars. You can take your time, enjoying the cool shade of exotic palms and breathing in the scent of hibiscus. You’ll hear the gentle sound of water lapping as you rest on a Nile-side terrace with a cool drink, and dine on international cuisine. It’s especially beautiful at dusk, when the sun sets over Cairo’s skyline and vibrant nightlife. Escape the city for a day at our secluded Cairo hotel, which feels like an exclusive Egyptian resort set in lush gardens. Take advantage of Sofitel SPA and Sofitel FIT, float in an infinity pool overlooking the Nile, unwind in a bubbling whirlpool bath… whatever you desire. Day membership includes discounts to the restaurants and bars which line the Nile-side promenade, promising refreshment and fun for families, couples and friends.",Cairo
Talisman Hotel,4.0,"EGP 2,834",",Free High Speed Internet (WiFi),Wifi,Free breakfast,Airport transportation,Concierge,Non-smoking hotel,Dry cleaning,Laundry service,Restaurant,Breakfast buffet,Shuttle bus service,Air conditioning,Room service,Safe,Minibar,Bath / shower,Non-smoking rooms","39 Talaat Harb Downtown, Cairo 11511 Egypt","Talisman Hotel de Charme is an excellent choice for travellers visiting Cairo, offering a charming environment alongside many helpful amenities designed to enhance your stay.While staying at Talisman Hotel, visitors can check out Mosque of Al-Azhar (0.5 mi) and Zamalek (Gezira Island) (1.0 mi), some of Cairo's top attractions.Guest rooms offer amenities such as a flat screen TV, a minibar, and air conditioning, and guests can go online with free wifi offered by the hotel.Talisman Hotel de Charme features room service and a concierge, to help make your stay more enjoyable. The property also boasts free breakfast.While visiting Cairo, you may want to try some crab at one of the nearby restaurants, such as Saigon Restaurant & Lounge.Cairo is also known for some great historic sites, including Saqqara (Sakkara) Pyramids, Mohamed Ali Mosque, and Citadel (Al-Qalaa), which are not too far from Talisman Hotel Cairo.Enjoy your stay in Cairo!",Cairo
Nile Boutique,3.0,"EGP 2,009",",Paid public parking on-site,Free High Speed Internet (WiFi),Restaurant,Children Activities (Kid / Family Friendly),Airport transportation,Business Centre with Internet Access,Salon,Baggage storage,Breakfast in the room,Snack bar,Special diet menus,Vending machine,Shuttle bus service,Car hire,Chapel / shrine,Concierge,Convenience store,Currency exchange,Gift shop,Newspaper,Shared kitchen,Shared lounge / TV area,Shops,Sun terrace,ATM on site,24-hour front desk,Private check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Air conditioning,Housekeeping,Room service,Safe,Iron,Family rooms","160 Nile Street, Agouza, Cairo 11511 Egypt","Everyone needs a place to lay their weary head. For travellers visiting Cairo, Nile Boutique is an excellent choice for rest and rejuvenation. Well-known for its family-friendly environment and proximity to great restaurants, Nile Boutique makes it easy to enjoy the best of Cairo.The rooms offer air conditioning, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.Nile Boutique features 24 hour front desk, a concierge, and room service. In addition, as a valued Nile Boutique guest, you can enjoy an on-site restaurant that is available on-site. Guests arriving by vehicle have access to paid public parking available on-site.Nearby landmarks such as 360 EgypTours (0.5 mi) and Sun Temples of Abu Ghurab (1.8 mi) make Nile Boutique a great place to stay when visiting Cairo.If you’re looking for a French restaurant, consider a visit to Le Bistro, which is not far from Nile Boutique.Nile Boutique is sure to make your visit to Cairo one worth remembering.",Cairo
Beirut Hotel,3.0,"EGP 1,526",",Free public parking nearby,Free High Speed Internet (WiFi),Fitness Centre with Gym / Workout Room,Free breakfast,Nightclub / DJ,Babysitting,Children Activities (Kid / Family Friendly),Airport transportation,Internet,Bar / lounge,Restaurant,Business Centre with Internet Access,Meeting rooms,Gift shop,Non-smoking hotel,Shops,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Room service,Safe,Non-smoking rooms,Family rooms","56 Beirut St. Heliopolis, Cairo 11511 Egypt","Finding an ideal budget friendly hotel in Cairo does not have to be difficult. Welcome to Beirut Hotel, a nice option for travellers like you.Rooms at Beirut Hotel offer air conditioning providing exceptional comfort and convenience, and guests can go online with free internet access.24 hour front desk, room service, and a gift shop are some of the conveniences offered at this hotel. A fitness center and free breakfast will also help to make your stay even more special. If you are driving to Beirut Hotel, there is free public parking available nearby.Close to some of Cairo's most popular landmarks, such as St. Mark's Coptic Orthodox Church (0.3 mi) and Egyptian Air Force Museum (1.2 mi), Beirut Hotel is a great destination for tourists.While in Cairo, you may want to check out some of the restaurants that are a short walk away from Beirut Hotel, including Tivoli Dome (0.9 mi), Sachi Restaurant (0.6 mi), and Pepenero (0.6 mi).During your visit, be sure to check out popular attractions like Saqqara (Sakkara) Pyramids (0.6 mi), Heliopolis (0.4 mi), and Baron Palace (0.1 mi), which are all within walking distance of the hotel.Beirut Hotel puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable.",Cairo
Grand Palace Hotel,3.5,"EGP 1,340",",Restaurant,Children Activities (Kid / Family Friendly)","14 Shamplion St. ,Downtown, Cairo 11511 Egypt",This place is dirty AF. 5 star reviews must be paid for. Bed sheets dirty with hair and blood 🩸 stains. Dirty walls. Couldn’t even hook my fire stick up 2 the pathetic tv. Wi-Fi is trash 🗑.  Most ppl staying here look like locals who may not have much money. Didn’t even bother with breakfast since the room was dirty. Staff entered my room to fix some broken lights right when trying to eat dinner. Got bit up by something that left nasty marks. Book airbnb instead for ur stay and tours.,Cairo
Isis Hotel 2,4.5,EGP 848,",Free parking,Free High Speed Internet (WiFi),Free breakfast,Airport transportation,Baggage storage,Convenience store,24-hour front desk,Ironing service,Car park,Wifi,Breakfast in the room,Shuttle bus service,Car hire,Currency exchange,Air conditioning,Room service,Safe,Wake-up service / alarm clock,Minibar,Bath / shower,Suites,Family rooms","10 Mohamed Helmy Ibrahim from Shampollion St Downtown, Cairo 13333 Egypt","Isis Hotel 2 just opened last January, 2013.",Cairo
"Staybridge Suites Cairo - Citystars, an IHG Hotel",4.5,"EGP 4,832",",Parking,Free High Speed Internet (WiFi),Fitness Centre with Gym / Workout Room,Free breakfast,Kids stay free,Babysitting,Car hire,Business Centre with Internet Access,Wifi,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Meeting rooms,Baggage storage,Concierge,Convenience store,Currency exchange,Non-smoking hotel,Shops,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Air conditioning,Housekeeping,Kitchenette,Microwave,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms","Emtedad Makram Obied Street Heliopolis, Cairo 11737 Egypt","Modern serviced apartments for extended stays in dynamic Cairo Citystars. Offering the comfort and convenience of a home away from home, Staybridge Suites® Cairo Citystars has everything you need for independent living in the exciting commercial hub of Heliopolis. With direct access to Stars Centre shopping mall, and just a seven-minute drive from Cairo International Airport and Cairo International Convention and Exhibition Centre, our 140 fully furnished studios and suites place travelers where they need to be. The buzzing streets of downtown Cairo are half an hour away, with the Great Pyramids a little further. Business travelers on extended stays in Cairo can settle into a spacious studio or suite with up to three bedrooms. Full kitchens and living areas let you cook, work and entertain in style, and Wi-Fi is complimentary throughout. A free buffet breakfast sets you up for the day, and an Evening Social invites you to mingle with fellow guests over dinner three nights a week.",Cairo
Invitation Hotel,3.5,EGP 670,",Free High Speed Internet (WiFi),Wifi,Restaurant,Airport transportation,Concierge,Non-smoking hotel,Laundry service,Air conditioning,Room service,Non-smoking rooms","11 Ramsis Street Abdelmonem Riyad Sq, Cairo 11511 Egypt","See why so many travellers make Invitation Hotel their hotel of choice when visiting Cairo. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travellers like you.Guest rooms offer amenities such as air conditioning, and guests can go online with free wifi offered by the hotel.Invitation Hotel features a concierge and room service, to help make your stay more enjoyable. The property also boasts an on-site restaurant.Given the close proximity of popular landmarks, such as St. Mark's Coptic Orthodox Church (0.5 mi) and Obelisk of Ramses II (1.6 mi), guests of Invitation Hotel can easily experience some of Cairo's most well known attractions.Cairo has plenty of cafes. So when you’re here, be sure to check out popular spots like Bosco Cafe and Restaurant, Fresco, and Cafe Med, which are serving up some great dishes.Cairo is also known for some great architectural buildings, including Khan Al-Khalili, Citadel (Al-Qalaa), and Hanging Church (El Muallaqa, Sitt Mariam, St Mary), which are not too far from Invitation Hotel.We’re sure you’ll enjoy your stay at Invitation Hotel as you experience all of the things Cairo has to offer.",Cairo
Jewel Dokki Hotel,4.0,"EGP 2,044",,"11 El Batal Ahmed Abd El-Aziz, Mohandessin, Cairo 99999 Egypt","Un très agréable endroit , à première vue j’imaginais pas trouver un tel confort. C’est un hôtel nouvellement créé, il a ouvert ses portes en Juillet 2020 , il appartient à l’Etat   On était très bien accueillis moi et ma petite famille. Ils nous ont donné une suite composée de 2 chambres chacune avec télé et climatisation  il y’a aussi une kitchenette et une douche  La literie est confortable et l’hôtel dispose d’un restaurant qui offre une variété de plats  Le prix est très intéressant  L’emplacement est aussi intéressant   Je recommande vivement cet hôtel",Cairo
Prime Select Point 90 Mall,5.0,"EGP 2,248",,"Chark lel Taamin Buildings Fifth Settlement, Cairo 11511 Egypt","The flat was well furnished, very simple and cozy design also the team was very helpful and gentle, this is not my first visit to prime , they're always improving themselves,  thank you guys , best regards.",Cairo
Monte Cairo Suites,3.0,"EGP 1,225",",Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Restaurant,Babysitting,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Street parking,Wifi,Outdoor pool,Sauna,Breakfast available,Breakfast in the room,Airport transportation,Car hire,Banquet room,Meeting rooms,Concierge,Dry cleaning,Laundry service,Ironing service,Air conditioning,Room service,Telephone,Kitchenette,Microwave,Refrigerator,Bath / shower,Family rooms,Smoking rooms available","88 Mokatam Street, Cairo 11511 Egypt","This is a 21 Serviced Apartments - 1, 2 and 3 bedrooms Apartments in a condo called Monte Cairo up in Mokattam Hills, 15 minutes by car from down town Cairo, in front of the famous Citadel of Cairo. It is a family business and is operated by 20 Staff (House Keeping, Reception, Security, Accountant, and PR) It is a very cosy and friendly atmosphere and the staff is trying to really make you feel home.",Cairo
New Panorama Hotel,5.0,"EGP 1,066",,"42 Talaat Harb 6th Floor, Down Town, Cairo 11511 Egypt","I stayed in this hotel twice during my Egypt tour. The hotel is located in the Talaat Harb area (city center) of Cairo city and within 1 km of the of the Cairo museum (old one at Tahrir square). Khane-Kahlil and Al-Azhar mosque areas are not too far. The owner and the staffs (Ms Wafa and Mr. Amun) of the hotel were very friendly.  Rooms and the building were ole and very basic, bathroom had hot water. Clean room/bathroom. Breakfast was provided.",Cairo
"InterContinental Citystars Cairo, an IHG Hotel",4.5,"EGP 6,177",",Valet parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Casino and Gambling,Nightclub / DJ,Kids stay free,Wifi,Hot bath,Outdoor pool,Heated pool,Fitness / spa changing rooms,Fitness classes,Sauna,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Kid-friendly buffet,Swimup bar,Poolside bar,Babysitting,Kids club,Airport transportation,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Massage,Salon,Steam room,24-hour security,Baggage storage,Concierge,Currency exchange,Gift shop,Shops,ATM on site,Butler service,Doorperson,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Shoeshine,Allergy-free room,Blackout curtains,Air conditioning,Additional bathroom,Housekeeping,Interconnected rooms available,Minibar,Flatscreen TV,Private balcony,Room service,Safe,VIP room facilities,Iron,Refrigerator,Bridal suite,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Omar Ibn El Khattab Street Heliopolis, Cairo 11737 Egypt","Explore Cairo's heritage amidst modern luxuries and stay at the five-star InterContinental Citystars Cairo hotel in Cairo's Heliopolis, next to Stars Centre Mall. Relax in grand rooms with beautiful furnishings and views. Indulge at our 10 exquisite restaurants and bars. Need event space? Our private meeting rooms and Egypt's largest ballroom will satisfy your requirements. Our concierge gladly arranges private tours of the nearby Cairo Citadel, the Pyramids, and soon, The Grand Egyptian Museum.",Cairo
Nile Sky Suites Hotel,4.0,"EGP 1,722",",Children Activities (Kid / Family Friendly)","137 Abdulaziz AL Saud Street, Cairo 11451 Egypt",Rooms are big with a great view. Friendly staff. I stayed there twice. Breakfast box was ready at 5 am as I had two early departures. Wifi is a bit slow. For this room rate you can't get a better view. Also good location on the river and close to Tahrir Square.,Cairo
Sakan 275,4.5,"EGP 1,610",,"275 Zezinia Compound - Building, Cairo 11511 Egypt","I stayed in Sakan 275 for a whole month , this place looks like home in every single detail great hospitality  The stuff are great too.  specially Ahmed Hussein, he is a great host .  Thank you guys .  ♥️",Cairo
Jewel Sports City and Aqua Park,2.5,"EGP 2,463",",Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Water park,Children Activities (Kid / Family Friendly),Kids club,Wifi,Hot bath,Outdoor pool,Restaurant,Breakfast buffet,Spa,Laundry service,Air conditioning,Room service,Suites","Al Zahraa Nassr City, Cairo 11511 Egypt","In New Cairo at Al Zahraa , Nasr City district, just 4 Km away from Cairo International Airport, TOLIP Sports City Resort & Spa has luxurious rooms with a magnificent terrace. It features an outdoor swimming pool, Aqua Park, Health club & Spa , 6 restaurants and bars, wide variety of sport activities, cinema and seven fully equipped conference and banquet halls",Cairo
Colour Holidays,2.0,EGP 492,",Free parking,Free High Speed Internet (WiFi),Coffee shop,Airport transportation,Baggage storage,Chapel / shrine,24-hour front desk,Express check-in / check-out,Street parking,Restaurant,Car hire,Convenience store,Outdoor fireplace,Outdoor furniture,Picnic area,Shared lounge / TV area,Shops,Dry cleaning,Ironing service,Soundproof rooms,Fireplace,Housekeeping,Room service,Safe,Extra long beds,Complimentary toiletries,Hair dryer,Seating area,Bottled water,Family rooms","26 Shibeen Street, Cairo Egypt","Welcome to Colour Holidays, your Cairo “home away from home.” Colour Holidays aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.While staying at Colour Holidays, visitors can check out Mosque of Syeda Zainab (2.5 mi) and Khan Al-Khalili (2.9 mi), some of Cairo's top attractions.The rooms offer a fireplace, extra long beds, and a seating area, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.Colour Holidays features 24 hour front desk, room service, and baggage storage. In addition, as a valued Colour Holidays guest, you can enjoy an on-site restaurant that is available on-site. Guests arriving by vehicle have access to free parking.Travellers looking to enjoy some ribs can head to The Tap Maadi. Otherwise, you may want to check out an Asian restaurant such as Le Peking Zamalek, Sabai Sabai Thailand Restaurant, or The Karvin Hotel.If you are interested in exploring Cairo, check out one of the art museums, such as Gayer-Anderson Museum (Bayt al-Kiritliya), The Coptic Museum, and Museum of Islamic Arts.Colour Holidays puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable.",Cairo
Tolip Inn Maadi,2.5,"EGP 1,600",",Street parking,Pool,Fitness Centre with Gym / Workout Room,Poolside bar,Children Activities (Kid / Family Friendly),Meeting rooms,Spa,Chapel / shrine,Hot bath,Pool / beach towels,Outdoor pool,Restaurant,Breakfast in the room,Non-smoking hotel,Outdoor furniture,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Shoeshine,Air conditioning,Housekeeping,Room service,Safe,VIP room facilities","Street 250, Ezbet Fahmy Olympic Centre / Maadi, Cairo 11511 Egypt","Welcome to Tolip Inn Maadi, your Cairo “home away from home.” Tolip Inn Maadi aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.Given the close proximity of popular landmarks, such as 360 EgypTours (2.0 mi) and Sun Temples of Abu Ghurab (2.2 mi), guests of Tolip Inn Maadi can easily experience some of Cairo's most well known attractions.Rooms at Tolip Inn Maadi provide air conditioning.In addition, while staying at Tolip Inn Maadi guests have access to 24 hour front desk, room service, and a chapel. You can also enjoy a pool and an on-site restaurant. Need a place to park? Street parking is available at Tolip Inn Maadi.Travellers looking for a place to eat close to Tolip Inn Maadi can head to Dona onesta (1.2 mi), Sizzler (0.8 mi), or Fuego Grill And Sushi Bar (0.8 mi), all of which are within walking distance.Looking to explore? Then look no further than Citadel (Al-Qalaa), Step Pyramid of Djoser, and Hanging Church (El Muallaqa, Sitt Mariam, St Mary), which are some popular Cairo architectural buildings – all conveniently located a short distance from the hotel.Tolip Inn Maadi puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable.",Cairo
"Holiday Inn Cairo - Citystars, an IHG Hotel",4.5,"EGP 3,589",",Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Kids stay free,Airport transportation,Business Centre with Internet Access,Valet parking,Wifi,Rooftop pool,Outdoor pool,Heated pool,Fitness / spa changing rooms,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Poolside bar,Car hire,Taxi service,Conference facilities,Banquet room,Meeting rooms,Salon,24-hour security,BBQ facilities,Baggage storage,Concierge,Currency exchange,Shops,ATM on site,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Housekeeping,Room service,Safe,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Ali Rashed Street Heliopolis, Cairo 11757 Egypt","A modern, family-friendly hotel in Cairo's dynamic Citystars Heliopolis In the heart of Citystars business and leisure complex and just 10 minutes from Cairo International Airport, the Holiday Inn® Cairo Citystars hotel is an ideal base for exploring the modern and historic attractions of Egypt's capital. Next to the hotel, Stars Centre Mall is home to over 640 of shops and high-tech amusements including Snow City and Magic Galaxy, Egypt's largest indoor theme park. Downtown Cairo is less than half an hour away. The hotel's family-friendly atmosphere makes everyone feel at home, from the rooftop garden with its adults' and children's swimming pools, to the Star Corner Café in the lobby. Open 24-hours, Windows Restaurant tempts diners with heaped international buffets and live cooking stations, and Indira Restaurant serves some of the best Indian food in Cairo. Business travelers appreciate the fast, free Wi-Fi, business center and 24-hour room service. Need to hold a meeting?",Cairo
Garden Season Hotel,2.5,"EGP 1,995",,"8 Ibrahim Naguib Garden City, Cairo 11511 Egypt","I don’t recommend that place at all… they didn’t honor any booking was made on booking.com after I arrived with my family and my little kids they said that my booking is exist but they don’t have any available rooms because my booking was made on booking.com, it wasn’t only me, there were two more families sitting in the reception facing the same issue. Worst hotel in Egypt . Don’t ever book there or waste your time with them.",Cairo
Tolip Gardens Hotel,2.5,"EGP 3,144",,"Suez Road, Cairo 11511 Egypt","Five Stars Hotel Located in Cairo, Egypt. Tolip Hotel Gardens resides near the Cairo Suez Road, right in the heart of the Gardenia Compound. The hotel stands a mere 10 minutes away from the Cairo International Airport.",Cairo
New City Suites & Apartments,3.0,"EGP 1,485",",Free parking,Free High Speed Internet (WiFi),Fitness Centre with Gym / Workout Room,Bar / lounge,Golf course,Children Activities (Kid / Family Friendly),Airport transportation,Business Centre with Internet Access,Street parking,Wifi,Restaurant,Breakfast in the room,Snack bar,Special diet menus,Shuttle bus service,Car hire,BBQ facilities,Non-smoking hotel,Dry cleaning,Laundry service,Ironing service,Air conditioning,Housekeeping,Bottled water,Iron,Kitchenette,Refrigerator,City view,Landmark view,Bridal suite,Non-smoking rooms,Suites,Family rooms","39 Chark Insurance Compound, Cairo 11511 Egypt",Beating heart of new cairo. Facing the American university. Only real aparthotel in the 5th Settlement-newcairo. Awarded excellence award by Egyptian tourism board of independent hotels.,Cairo
Nitocrisse Hotel,5.0,EGP 892,",Free High Speed Internet (WiFi),Wifi,Free breakfast,Baggage storage,Shared lounge / TV area,Private check-in / check-out,Laundry service,Ironing service,Restaurant,Breakfast in the room,Allergy-free room,Air conditioning,Housekeeping,Room service,Clothes rack,Wake-up service / alarm clock,Kitchenette,Suites,Family rooms","171 Mohamed Farid St Downtown, Cairo 11511 Egypt","Nitocrisse Hotel is located down town Cairo. The location places you in the heart of Cairo. All the touristic attractions are in the vicinity or effortlessly within reach from the Hotel. The Egyptian museum is a 10-minute walk, Islamic Cairo is the same distance, and the railway station is two kilometers far. The Tahrir square where you can pick any transportation means to all touristic sites is also a 10-minute Walk.Our small 45-room hotel is located on the 5th and 6th floors with four efficiently operating lifts. The hotel was established in 1955 and since then we have been trying to offer a service typical of a small family business. Our residents normally get quickly familiar with our friendly personnel who are keen on offering the best they could with respect to cleanliness and room service. We also have our homey kitchen and chef trained and experienced in Egyptian, oriental recipes together with well-known French and Italian dishes. Our dishes are competent price-wise compared to many of the nearby classical restaurants. For those who might not be interested in eating in the hotel, there are plenty of varied choices ranging between classical restaurants and more economic coffee-shops and chains, many of which are at a short walking distance-between 3 to 5 minutes . Amenities include restaurant, room service, 24 hour front Desk, lift/elevator, Air conditioned rooms, TV, laundry service...etc.",Cairo
Cairo Plaza Hotel,3.0,EGP 849,",Free parking,Free High Speed Internet (WiFi),Wifi,Free breakfast,Airport transportation,Room service,Kitchenette","6 Bank Misr Street Off Sherif St., Front of the Central Bank of Egypt, 3rd Floor, Cairo 11511 Egypt","Located in Cairo and with Tahrir Square reachable within an 18-minute walk, Cairo Plaza Hotel has a tour desk, rooms, a shared lounge, free WiFi throughout the property and a terrace. The property is around a 20-minute walk from Khan Al Khalili, 2.1 km from Al-Azhar Mosque and 2.7 km from The Egyptian Museum. The property provides a 24-hour front desk, a shared kitchen and currency exchange for gu",Cairo
