Triumph Luxury Hotel,5.0,"EGP 5,092",,"Block 19 In Front Of Katameya Heights, Cairo 11511 Egypt","Contemporary designs, elegant interiors, and perfect location! Triumph Luxury Hotel is ideal for families, couples & business travelers alike. With its prime location in one of New Cairo’s best districts, the 5th settlement, the hotel is just a few minutes away from the business district, top shopping venues, and some of the best nightspots in town. The hotel also lies in close proximity to Cairo International Airport. Triumph Luxury Hotel offers you the ultimate hospitality experience you can wish for, in a warm & friendly manner"
Cairo World Trade Center Hotel & Residences,4.0,,,"1191 Courniche El Nile Street, Cairo 11511 Egypt","On the River Nile and part of the World Trade Centre complex, the Cairo World Trade Centre Residence is a 10 minute walk from the business district, Egyptian museum, famous Tahrir square, 30-45 minutes from Cairo International Airport. The hotel is 200 yards from the 15th of May bridge. Refined luxury and service await you. 104 breathtaking tower suites, ideally located at the east bank of the River Nile, combined downtown convenience . To reach the Cairo World Trade Centre Residence from Cairo International Airport take Orouba Road and then 6th of October Bridge. Take the 15th of May Bridge exit and from there the Cornich El Nile exit (the 3rd right after you get off the bridge). Depending on traffic, expect the 12-mile drive to take 30-45 minutes."
Four Seasons Hotel Cairo at Nile Plaza,4.5,"EGP 18,191",,"1089 Corniche El Nil Maglis El Shaab, Garden City, Cairo 11511 Egypt","In the heart of Cairo on the banks of the River Nile, Four Seasons Hotel Cairo at Nile Plaza opens the door to discovering Egypt’s 5,000-year-old ancient mysteries, minutes away from the majestic pyramids, Egyptian museum and the 1,000-year-old market. Being the heartbeat of the Nile, Four Seasons provides a sense of discovery and excitement with views of vibrant Cairo, nine stellar dining experiences, and the most authentic spa in the city. Opulent bright rooms offer the perfect blend of comfort, space and style with triple-glazed windows to ensure quietness, deep soaking tubs, Wi-Fi, and views of the Nile or the 12th-century citadel."
Grand Agor,4.5,,,"15 Shareef St In front of the National Bank of Egypt, Cairo 11511 Egypt","See why so many travellers make Grand Agor their small hotel of choice when visiting Cairo. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travellers like you.You’ll enjoy relaxing rooms that offer air conditioning, and you can stay connected during your stay as Grand Agor offers guests free wifi.The small hotel features 24 hour front desk, a concierge, and baggage storage. Plus, Grand Agor offers an on-site restaurant, providing a pleasant respite from your busy day. For guests with a vehicle, street parking is available.While in Cairo, you may want to check out some of the restaurants that are a short walk away from Grand Agor, including The Tap Maadi (0.4 mi) and Rosto (0.5 mi).Plus, during your trip, don’t forget to check out some of the popular architectural buildings, such as Khan Al-Khalili, Citadel (Al-Qalaa), and Chaar-Hachamaim Synagogue.We’re sure you’ll enjoy your stay at Grand Agor as you experience all of the things Cairo has to offer."
Tolip El Galaa Hotel Cairo,3.5,"EGP 1,875",,"40 El Orouba Street Heliopolis, Cairo 11511 Egypt","Everyone needs a place to lay their weary head. For travellers visiting Cairo, Tolip El Galaa Hotel Cairo is an excellent choice for rest and rejuvenation. Well-known for its family-friendly environment and proximity to great restaurants and attractions, Tolip El Galaa Hotel Cairo makes it easy to enjoy the best of Cairo.Guest rooms offer air conditioning, and Tolip El Galaa Hotel Cairo makes getting online easy as free wifi is available.You can also take advantage of some of the amenities offered by the hotel, including 24 hour front desk, room service, and a concierge. In addition, guests can enjoy a pool and an on-site restaurant during their visit. As an added convenience, there is free parking available to guests.Given the close proximity of popular landmarks, such as St. Mark's Coptic Orthodox Church (1.3 mi) and Saqqara (Sakkara) Pyramids (1.3 mi), guests of Tolip El Galaa Hotel Cairo can easily experience some of Cairo's most well known attractions.If you like barbeque restaurants, Tolip El Galaa Hotel Cairo is conveniently located near Abou Shakra, Studio Masr, and Qasr Abou Atallah For BBQ.Best of all, Tolip El Galaa Hotel Cairo makes it easy to experience many great Cairo attractions like Manial Palace Museum, Museum of Islamic Arts, and Abdeen Palace Museum, which are some popular history museums.Whether you’re travelling for business, pleasure or both, Tolip El Galaa Hotel Cairo is sure to make your visit to Cairo one worth remembering."
"InterContinental Citystars Cairo, an IHG Hotel",4.5,,,"Omar Ibn El Khattab Street Heliopolis, Cairo 11737 Egypt","Explore Cairo's heritage amidst modern luxuries and stay at the five-star InterContinental Citystars Cairo hotel in Cairo's Heliopolis, next to Stars Centre Mall. Relax in grand rooms with beautiful furnishings and views. Indulge at our 10 exquisite restaurants and bars. Need event space? Our private meeting rooms and Egypt's largest ballroom will satisfy your requirements. Our concierge gladly arranges private tours of the nearby Cairo Citadel, the Pyramids, and soon, The Grand Egyptian Museum."
Swiss Inn Hotel,4.0,,,"7 El Hegaz Street Gezeera Met Okba, El Agouza, Mısır, Cairo Egypt","3 star hotel in the heart of Cairo Egypt, 30 min to the pyramids. 47 air conditioned rooms with power shower in private bathroom. Restaurant, bar, laundry, free wireless internet and conference room. Free airport pick up. also we have 3 private restaurants Deals-Rouge-Almaz"
Arabella Residence,4.5,"EGP 1,893",,"201 Gamal Abdel Nasser, Cairo 11511 Egypt","Set 500m from Arabella Plaza, 10 minutes from Cairo Festival City Mall, this Aparthotel and Suites offers free WiFi. The property is located 1.3 km (2 min) from German University in Cairo, 9 km (10 min)from American University in Cairo. At the hotel every room comes with a seating area, a dining area and a bathroom with a hot tub in some rooms . Every room includes air conditioning and heating system"
Havana Hotel Cairo,4.0,"EGP 1,516",,"26 Syria St Mohandseen, Cairo 11511 Egypt","3 star hotel in the heart of Cairo Egypt, 30 min to the pyramids. 25 air conditioned rooms with power shower in private bathroom. Restaurant, bar, coffee are available 24 hours, laundry, free wireless internet and conference room. Free airport pick up."
President Hotel,3.0,"EGP 2,946",,"22 Taha Hussein Str Zamalek District, Cairo Egypt",Central Hotel occupying the first & top 4 floors of an apartment building in residential area near embassies.
The Gabriel Hotel,4.0,"EGP 2,840",,"Autostrad Road, Sun City Mall, Masaken Sheraton, Cairo 99999 Egypt","Situated in one of Cairo's affluent districts- Heliopolis, The Gabriel's design is inspired by classical era and is decorated with warm colours. It offers modern accommodation with free Wi-Fi, an outdoor pool and a retail arcade.The rooms and suites at The Gabriel feature luxurious furnishings and are fitted with Egyptian cotton bedding. Each has a seating area with a flat-screen TV, Bose sound system and a wardrobe. The bathroom is fitted with designer amenities.Salt Restaurant and Bar is a gourmet restaurant that serves Mediterranean cuisine prepared with finest fresh local and Mediterranean ingredients combined with spices and herbs. Room service is available 24 hours.The Gabriel is attached to SunCity Mall, home of many international and local retail brands,variety of food and beverage outlets, a bowling center, multi language Cinemas and many more activities for the entire family. The famous Baron Palace is only 3 km away while Cairo International Airport is 5 km drive away. Private parking is possible on site."
"Holiday Inn Cairo - Citystars, an IHG Hotel",4.5,,,"Ali Rashed Street Heliopolis, Cairo 11757 Egypt","A modern, family-friendly hotel in Cairo's dynamic Citystars Heliopolis In the heart of Citystars business and leisure complex and just 10 minutes from Cairo International Airport, the Holiday Inn® Cairo Citystars hotel is an ideal base for exploring the modern and historic attractions of Egypt's capital. Next to the hotel, Stars Centre Mall is home to over 640 of shops and high-tech amusements including Snow City and Magic Galaxy, Egypt's largest indoor theme park. Downtown Cairo is less than half an hour away. The hotel's family-friendly atmosphere makes everyone feel at home, from the rooftop garden with its adults' and children's swimming pools, to the Star Corner Café in the lobby. Open 24-hours, Windows Restaurant tempts diners with heaped international buffets and live cooking stations, and Indira Restaurant serves some of the best Indian food in Cairo. Business travelers appreciate the fast, free Wi-Fi, business center and 24-hour room service. Need to hold a meeting?"
Lotus Hotel,3.5,,,"12 Talat Harb down town City Centre, Cairo 11511 Egypt","HOTEL located at down town City Centre. Walking distance to Egyptian Museum, Metro Station, Nile River, Shopping & all kinds of entertainments."
Traveler's House Hotel,4.5,,,"43 Sherief Street 4Th Floor, Cairo 11511 Egypt","Newly opened. Finally after looking for the best central point in Cairo for all travelers we found this strategic location to establish travelers house, the hostel is situated in the heart of downtown. Therefore we are so close to everywhere - 8 minutes walk to Egyptian museum, 2 minutes walk to subway (Nasser, Attaba and Orabi metro stations), 10 minutes walk to the main bus station (Turguman station), 11 minutes walk to the train station (Ramses station), 17 minutes walk to the oldest and most famous market (Khan el-Khalili bazaar), 30 minutes drive from Cairo International airport. Located around the hostel collection of Egyptian and international banks, restaurants and coffee shops (24 hours service)..Travelers House has large rooms with high ceilings and high quality furniture and equipped with air-conditioning which make your stay pleasant and comfortable. The fresh towels and the linen are available 24 hours for free, 24 hour hot water in the private bathrooms inside the rooms and the shared bathrooms."
Nile View Jewel Hotel,3.5,"EGP 2,344",,"Nile Cornaish, Maadi Front of Star Towers, Cairo 11511 Egypt","Nile View - Zamalek is an excellent choice for travellers visiting Cairo, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.Free wifi is offered to guests, and rooms at Nile View - Zamalek offer a minibar, air conditioning, and a seating area.During your stay, take advantage of some of the amenities offered, including 24 hour front desk, room service, and a coffee shop. Guests of Nile View - Zamalek are also welcome to enjoy a rooftop pool and an on-site restaurant. For travellers arriving by car, free parking is available.Nearby landmarks such as Mosque of Al-Azhar (1.5 mi) and Mosque of Ibn Tulun (1.8 mi) make Nile View - Zamalek a great place to stay when visiting Cairo.While staying in Cairo, you can check out a popular wine bar like UnderGround, which is serving up some great dishes.Plus, during your trip, don't forget to check out Cairo Tower (0.5 mi), Zamalek (Gezira Island) (0.5 mi), and Manial Palace Museum (0.8 mi), some attractions that are a short walk from Nile View - Zamalek.Enjoy your stay in Cairo!"
Safari Hotel,4.0,,,"4 Souq Eltawfiqia St, 5th Floor, Cairo 11511 Egypt","Welcome to Safari Hotel, the oldest Japanese Hotel in Cairo. Safari Hotel was originally established in 1992 and it was dedicated mainly for Japanese guests (travelers & pack backers). We are Located in the middle of Cairo Downtown, a 10 minute walk to the Egyptian Museum and 5 minute walk to Nasser metro station, which connects you to the rest of Cairo."
New Star Zamalek Hotel,4.0,"EGP 1,055",,"34 B Yehia Ibrahim St. Zamalek, Cairo Egypt","The only good think in this hotel is location and room size.. the hotel and building is very old, bed is not comfortable, sheets and pillows were dirty, floor was broken. Toilets were broken. Noise always coming from the air condition.. price is overrated to the hotel condition.. not recommended.."
"InterContinental Cairo Semiramis, an IHG Hotel",4.5,,,"Corniche El Nil, Cairo 11511 Egypt","On the historic Semiramis hotel site, guests can enjoy modern luxury by the river Nile. Semiramis InterContinental Cairo is 23 KM from Cairo International airport with a premium location in the heart of the city center next to the Egyptian Museum and Khan el Khalili. The Hotel features a 26 sq m2 rooftop pool, fine dining with exquisite cuisine, conference facilities, a state of the art spa, a shopping arcade, and the Nile Terrace offering stunning views of the sunset over the Nile."
Maadi Hotel,4.5,,,"19 Misr. Helwan Road Maadi Entrance, Cairo Egypt","Maadi Hotel is a contemporary hotel housed in one of the tallest towers in Maadi business district located about 19 miles from Cairo International Airport. Hotel offers 143 well-appointed selections of rooms and suites for business and leisure stay equally. Hotel is located in heart of the city just off Cornish El Nile – Maadi , in the hub of the business and shopping districts of Maadi. Hotel is within easy access to the Great Pyramids Of Giza & the Egyptian Museum of Cairo. Hotel features a designer outdoor pool with high-tech lounge chairs, and free Wi-Fi throughout the property. MAADI HOTEL’s guests can train at the well-equipped fitness center, or enjoy a sauna or a Steam. After a dip in the heated pool, the hot-tub is the perfect spot to relax. MAADI HOTEL offers contemporary meeting & banquet rooms which can host from 10 – 300 guests all under one roof. La Pablion restaurant offers an elegant atmosphere and international cuisine with theme nights hosted on selected days. Providing light meals and a range of pastries, the lounge cafe is open throughout the day and located at lobby level. A 24-hour room service, on site a gift shop add to the amenities offered to valued guests Cairo is also known for some great art museums, including Gayer-Anderson Museum (Bayt al-Kiritliya), The Coptic Museum, and Museum of Islamic Arts, which are not too far from Maadi Hotel. Maadi Hotel puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable."
Victory Of Downtown Hotel,4.0,"EGP 1,260",,"56 Kasr Al Nile, Cairo 11511 Egypt","We had a decent stay at Victory. The location was excellent, very walkable to all the sites. The service was amazing. We were caught in a rain storm and the man at reception carried our luggage out and tried for a very very long time to get a taxi when nothing was available. He helped get us towels and allowed us space to change when we had checked out of our room earlier. A good discounted hotel option with excellent service. "
Le Riad Hotel de Charme,4.5,"EGP 8,791",,"114 Muiz Li Din Allah Street, Cairo Egypt",Unique and exclusive charming hotel in the heart of local live Islamic Cairo. 30 minutes from the airport and 5 minutes walking distance from the souks of Khan el Khalili. Only 16 suites inspirited by the cultural heritage of Egypt and decorated with different styles and colors. Le Riad with its comfortable lounge and amazing rooftop restaurant provides you all the luxury and privacy of a second home in area full of live music and street local arts.
Valencia Hotel,4.0,,,"Talaat Harb St 1 Sekt Elfadl, Cairo 11511 Egypt","I can't tell you anything about the hotel because they did not have a room when we had a reservation.  They wanted to move us to another hotel for the first night, saying there was an ""emergency"".  We moved to another hotel based on not wanting to move luggage more than necessary.  The people were indifferent about the inconvenience and the next people attempting to check  in were told they would not get a room, even with a reservation, just like us.    I read the reviews about people not getting rooms and figured that was a fluke but it's not.  It could happen to you too!"
Golden Hotel,4.0,,,"13, Talaat Harb Street, Cairo 00000 Egypt","The Golden Hotel has a new egyptian - french - swiss management since August 2011. It's located just a fiew minutes walk from the Egyptian Museum, the Nile and the Saddat Metro Station, in down town Cairo. The hotel is fully equiped with air conditioning, offers free wifi access, fresh renovated, high ceiling rooms with flat screen TV, fridges and en suite bathrooms. Towels are provided and changed daily. Guests can enjoy a continental breakfast, and we provid room service. At the tour desk we organize for you any tour in Cairo or trips around Egypt."
Fairmont Nile City,4.5,,,"Nile City Towers - 2005 B, Corniche El Nil Ramlet Beaulac, Cairo 2466 Egypt","A melting pot of history and diversity, the city of Cairo is ideal for both business and leisure. Like the city itself, Fairmont Nile City offers a delightful series of contrasts, combining advanced technology and modern design with local flavors and flair. With sweeping panoramas of the river Nile and the Pyramids in the distance, Cairo’s beauty and history are always in sight from your luxury accommodation. During your stay, embark on culinary adventures at the city’s finest restaurants, enjoy the fresh air at our rooftop poolside restaurant and pamper yourself at Willow Stream Spa. Part of the prestigious Nile City complex, this luxury hotel is the perfect location for business events. The space consists of 845 square meters (9,100 square feet) plus 450 square meters (4,800 square feet) of outdoor space dedicated to meetings and conventions, comprising of 10 meeting rooms including a ballroom. The space also offers spectacular river Nile views."
Al Masah Hotel And Spa,5.0,"EGP 1,982",,"Abdel Aziz El Shennawy Street Nasr City, Cairo 11371 Egypt","Magnifique hôtel au Caire, accessible, propre, personnels hyper agréable et à l'écoute. Le personnel à la réception été génial et ont tous fait pour rendre notre séjour encore plus agréable. Je remercie particulièrement madame Noha Ahmed pour sa gentillesse et son aide malgré toute mes demandes :)"
Berlin Hotel,4.0,,,"2 El Shawarby St 4th Floor Off Kasr El Nil St Down Town, Cairo 11511 Egypt","Berlin Hotel is a small, simple hotel in Cairo downtownWe are currently expanding tooRooms has private shower cubicles with hot water available 24/7,rooms has also air conditions and beds are so comfortable.-Worth mentioning that all the bes are very comfortable,and are equiped with ' Jansen ' german brand of fancy comfortable matresses,made of large springs,cotton,and foam,plus an extra upper matress too,and the beds are designed to be easily combunable,so two if combined can form like a large bed-For guests who has their labtop or mobile phones equiped with Wi-Fi connection,they can use our high speed WI-FI connection copletely free of charge-Cheap internet access for guests who uses the hotel pc,-Cheap airport pick-ups and airport drop-offs are available-Excursions to Saquara,Memphis and Dahshour are available too.We are keen to keep friendly,informative and very helpful staff ,also worth mentioning that the hotel arranges private arabic language classes ,and B.dance courses"
Hotel Longchamps,4.5,,,"21 Ismail Muhammad Zamalek, Cairo Egypt","Dear Valuable Guests , You have the choice of four category of rooms in my humble premises : Standard - Superior - Executive , least not last Economy rooms . Free Nestle Mineral Water as well as Nesspresso Coffee are available in alone standing dispencers and machines in both lobbies . Please note Hot Water might take some time to reach your rooms into your showers or/ and bathrooms , as I have three Solar System Pannels on my Roof Top. Thank you for your understanding ! Please note my rich Buffet Brfeakfast starts as of 7 am. Should you wish to have your earlier Breakfast than usual hours, let us know well in advance . Be assured we will do our best to be there earlier for you. Gluten Free bread is no more available on my Buffet Menu . Should you wish to have that specific kind of Bread , let me know well in a dvance. Due to the Construction Site of the Underground on Zamalek Island, please note I have turned most of my Windows in my rooms facing the street into noiseless rooms. We were informed by June 30th, 2022 the construction site will be clreaed up . Customer Service is not a Department ; it is an Attitude !!! Sincerley Your Hebba Bakri"
"Staybridge Suites Cairo - Citystars, an IHG Hotel",4.5,,,"Emtedad Makram Obied Street Heliopolis, Cairo 11737 Egypt","Modern serviced apartments for extended stays in dynamic Cairo Citystars. Offering the comfort and convenience of a home away from home, Staybridge Suites® Cairo Citystars has everything you need for independent living in the exciting commercial hub of Heliopolis. With direct access to Stars Centre shopping mall, and just a seven-minute drive from Cairo International Airport and Cairo International Convention and Exhibition Centre, our 140 fully furnished studios and suites place travelers where they need to be. The buzzing streets of downtown Cairo are half an hour away, with the Great Pyramids a little further. Business travelers on extended stays in Cairo can settle into a spacious studio or suite with up to three bedrooms. Full kitchens and living areas let you cook, work and entertain in style, and Wi-Fi is complimentary throughout. A free buffet breakfast sets you up for the day, and an Evening Social invites you to mingle with fellow guests over dinner three nights a week."
New Star Zamalek Hotel,4.0,"EGP 1,055",,"34 B Yehia Ibrahim St. Zamalek, Cairo Egypt","The only good think in this hotel is location and room size.. the hotel and building is very old, bed is not comfortable, sheets and pillows were dirty, floor was broken. Toilets were broken. Noise always coming from the air condition.. price is overrated to the hotel condition.. not recommended.."
Sofitel Cairo Nile El Gezirah,4.5,,,"3 El Thawra Council St Zamalek, Cairo Egypt","On the southern tip of Gezirah Island, the hotel is a corner of paradise in central Cairo, minutes from Cairo’s business districts. Discover a haven of peace during a vacation in Egypt, and a comfortable base to rest after a successful day of business. Relax by the pool, pamper yourself in Sofitel SPA, wine and dine in our international restaurants and bars. Surrender to luxury and come for a day, a weekend, a week…or more. A stroll along the hotel’s lush riverside promenade takes you to a host of acclaimed restaurants and bars. You can take your time, enjoying the cool shade of exotic palms and breathing in the scent of hibiscus. You’ll hear the gentle sound of water lapping as you rest on a Nile-side terrace with a cool drink, and dine on international cuisine. It’s especially beautiful at dusk, when the sun sets over Cairo’s skyline and vibrant nightlife. Escape the city for a day at our secluded Cairo hotel, which feels like an exclusive Egyptian resort set in lush gardens. Take advantage of Sofitel SPA and Sofitel FIT, float in an infinity pool overlooking the Nile, unwind in a bubbling whirlpool bath… whatever you desire. Day membership includes discounts to the restaurants and bars which line the Nile-side promenade, promising refreshment and fun for families, couples and friends."
African House Hotel,3.5,,,"15 Emad Eldin street, Cairo 11511 Egypt","Finding an ideal budget friendly hotel in Cairo does not have to be difficult. Welcome to African House Hotel, a nice option for travellers like you.Nearby landmarks such as 360 EgypTours (0.9 mi) and Sun Temples of Abu Ghurab (1.3 mi) make African House Hotel a great place to stay when visiting Cairo.The hotel features room service, and you can stay connected during your stay as African House Hotel offers guests free wifi.If you are looking for a good steakhouse, you may want to check out Sizzler, BARBACOA Mexican Grill, or steakout while staying at African House Hotel.Cairo is also known for some great art museums, including Gayer-Anderson Museum (Bayt al-Kiritliya), The Coptic Museum, and Museum of Islamic Arts, which are not too far from African House Hotel.African House Hotel looks forward to welcoming you on your visit to Cairo."
Cecilia Hotel,4.0,,,"47 El-Falaky street Downtown, Cairo 11511 Egypt","Welcome to the Cecilia Hotel – newly opened in 2009. We are located in downtown – the heart of Cairo, near by the most important monuments in the city. We offer 10 rooms (single, double, triple) with shared or private bathroom, all rooms have air-conditioning; more of rooms have balcony. You can enjoy the time sitting in our terrace. In all rooms and common areas we offer free Wi-Fi. Our friendly stuff is here 24 hours to help you manage your time and answer all your questions. If you stay with us more than 3 nights we will give you free airport pick up as our gift."
Panorama Ramsis Hotel,3.5,,,"Al Fagalah, 10 Saif Al Din Mahrani Ramsis Square, Cairo 3111 Egypt","This hotel is NOT the one advertised. It is disgustingly dirty, broken down and in the middle of the ghetto. It's a total scam to be avoided at all costs. The pictures are all lies to con you. Believe a man who has been to over 50 countries and crawled through some horrible experiences, this place is unfit. Broken beds full of hair, bugs crawling around and all in a neighborhood full of homeless and street walkers. Needs to be removed from ALL booking sites."
Azar Boutique Hotel,4.0,"EGP 1,286",,"9 Adly Street Downtown, Cairo 11511 Egypt","Azar Hotel is centrally Located in Historic Center ( Cairo Downtown ) , this hotel is within a 10-minute walk of National Egyptian Museum, Restaurants, Banks, few steps from main street talaat Harb in Downtown Azar Hotel rooms are air-conditioned and include an LCD TV with a satellite and cable channels, tea/coffee facilities and a sitting area , private balcony with City View The stylish bathrooms include a shower and modern amenities, WiFi in public areas is free. Azar Hotel Ofer soft drinks all day free ( coffee/tea / mineral water / juse drink) Azar Hotel is in a great location in central Cairo, The rooms have views overlooking the Cairo city We speak : English , Spanish and Japanese Languages Azar Hotel está céntricamente ubicado en Historico Central (Cairo Central ), este hotel se encuentra a 10 minutos a pie de Museo Egipcio del Cairo (La plaza Tahrir ), y hay mucho Restaurants, Banks, Centro Comercial a pocos pasos de la calle principal Talaat Harb en el centro."
Meramees Hostel,4.0,,,"32 Sabri Abou Alam Street 5th Floor, Cairo 11511 Egypt","Miego, the person in charge, was the best part of the whole experience at this hotel. The room was clean and lovely. I was in a private room with a private bathroom, but the shower never worked. My room happened to be next to the ""public"" showers and those showers were great, so i just used those with no issue. They did accommodate me very well regarding said bathroom but slightly inconvenient since i was showering twice a day due to the temperature (109F/42C)."
"Staybridge Suites Cairo - Citystars, an IHG Hotel",4.5,,,"Emtedad Makram Obied Street Heliopolis, Cairo 11737 Egypt","Modern serviced apartments for extended stays in dynamic Cairo Citystars. Offering the comfort and convenience of a home away from home, Staybridge Suites® Cairo Citystars has everything you need for independent living in the exciting commercial hub of Heliopolis. With direct access to Stars Centre shopping mall, and just a seven-minute drive from Cairo International Airport and Cairo International Convention and Exhibition Centre, our 140 fully furnished studios and suites place travelers where they need to be. The buzzing streets of downtown Cairo are half an hour away, with the Great Pyramids a little further. Business travelers on extended stays in Cairo can settle into a spacious studio or suite with up to three bedrooms. Full kitchens and living areas let you cook, work and entertain in style, and Wi-Fi is complimentary throughout. A free buffet breakfast sets you up for the day, and an Evening Social invites you to mingle with fellow guests over dinner three nights a week."
Golden Palace Hotel,4.0,"EGP 1,638",,"40 Talaat Harb Downtown, Cairo 11511 Egypt","I stayed at the Golden Palace hotel 3x during my trip through Egypt. The entire staff was amazingly warm, responsive, and kind. I really appreciate everyone’s helpfulness during my stay (Andrew, Marco, Nareman, Mahmoud, Badr) for making my experience in Cairo a positive one. Thank you for the memories and I hope to return again!"
Cairo Inn,3.5,,,"6 Talat Harb Square, Cairo 11511 Egypt","Cairo Inn is a beautiful, newly renovated inn only minutes from the Egyptian museum and main bus and train stations. We are located in one of the main squares in downtown Cairo – surrounded by restaurants, coffee shops and shopping opportunities. Our staff and in-house travel agency will make sure you have a great holiday.Relax on the balcony and enjoy the bustling square below. All rooms with a/c. Laundry, luggage storage, Wifi and satellite TV available."
Wake UP! Cairo Hostel,4.5,,,"33 A Ramses Street, Cairo 11511 Egypt","Wonderful staff, comfortable beds, hot shower, clean, affordable price, rooftop view and good location. The staff helped us with public transportation to the pyramids, covid exams, printing documents and airport questions. Grateful for their kindness. The staff felt like good friends, they made us feel at home. We met a couple other backpackers during breakfast. It’s a nicer vibe compared to the big hostels where everything is spaced out and people/workers don’t talk to people as much. Thank you so much for everything! It was lovely chatting with you guys."
Golden Carven Hotel,3.5,,,"11 Mohamed Ebeid St El-Sabaa Emarat Square, Heliopolis, Cairo 99999 Egypt","See why so many travellers make Golden Carven Hotel their small hotel of choice when visiting Cairo. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travellers like you.While staying at Golden Carven Hotel, visitors can check out St. Mark's Coptic Orthodox Church (2.9 mi) and Obelisk of Ramses II (3.0 mi), some of Cairo's top attractions.The rooms offer air conditioning, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.Golden Carven Hotel features 24 hour front desk, shops, and baggage storage. Guests arriving by vehicle have access to secured parking.While in Cairo be sure to experience nearby Italian restaurants such as Pepenero, O.Liv.O Pizzeria & Bar, or The Pasta Bar.Best of all, Golden Carven Hotel makes it easy to experience many great Cairo attractions like Saqqara (Sakkara) Pyramids, Mohamed Ali Mosque, and Citadel (Al-Qalaa), which are some popular historic sites.At Golden Carven Hotel, your comfort and satisfaction come first, and they look forward to welcoming you to Cairo."
Glorious Hotel,3.5,"EGP 1,589",,"Ibn Al Hakam Square, Cairo 11511 Egypt","Finding an ideal family-friendly hotel in Cairo does not have to be difficult. Welcome to Glorious Hotel, a nice option for travellers like you.You’ll enjoy relaxing rooms that offer air conditioning, bringing comfort and convenience to your visit.For those interested in checking out popular landmarks while visiting Cairo, Glorious Hotel is located a short distance from El-Ghuri Wakala (2.1 mi) and Al-Hakim Mosque (2.2 mi).Travellers looking to enjoy some falafel can head to Naguib Mahfouz Cafe or El Fishawi. Otherwise, you may want to check out a seafood restaurant such as The Smokery Heliopolis, Ibn Hamido Fish, or Estacoza Sea Food.Plus, during your trip, don’t forget to check out some of the popular historic sites, such as Saqqara (Sakkara) Pyramids, Mohamed Ali Mosque, and Citadel (Al-Qalaa).Glorious Hotel puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable."
"InterContinental Citystars Cairo, an IHG Hotel",4.5,,,"Omar Ibn El Khattab Street Heliopolis, Cairo 11737 Egypt","Explore Cairo's heritage amidst modern luxuries and stay at the five-star InterContinental Citystars Cairo hotel in Cairo's Heliopolis, next to Stars Centre Mall. Relax in grand rooms with beautiful furnishings and views. Indulge at our 10 exquisite restaurants and bars. Need event space? Our private meeting rooms and Egypt's largest ballroom will satisfy your requirements. Our concierge gladly arranges private tours of the nearby Cairo Citadel, the Pyramids, and soon, The Grand Egyptian Museum."
Ismailia House Hotel,3.5,,,"1 El Tahrir Sq. Downtown, Cairo 11511 Egypt","I love this little hotel. I often stayed there as a single woman in Cairo, and they always took good care of me! I have spent hundreds of days there over the last 30 years. I spent a lot of 2020 here, as my apartment was being renovated. The staff made me feel it was my second home.  The hotel is thoroughly cleaned every day. It was redecorated in the last couple years. The building is 1920s style, with high ceilings, balconies with great views of the city, ceiling fans, and lots of charm. The old, original elevator works well--it might take some getting used to, but it is regularly maintained, so you can count on it. If it ever does not work once, the owner gets it checked right away, because he won't be able to stay in business without it. If you find the stairways dirty or the airshaft dirty--these things are typical in Egypt and not something the hotel can do anything about, since they own the eighth floor, but not the building.  The owner, Ashraf, is very kind and accommodating to your needs, as well as an excellent source of information about any where you need to go, how to renew your visa, how to open a bank account, and whatever else you need. The staff are respectful and very honest.   Breakfast is bread, cheese and jam, plus an egg! Most budget places in Egypt don't include an egg. Cold drinks, water, tea and coffee are available at cheap prices. If you want to order a full Egyptian breakfast, it is excellent and not very expensive. Plus with the app ""Talabat,"" you can order from hundreds of area restaurants, if you don't feel like going out. Reception staff can help you order.  There are two suites with AC and a bathroom inside. The other rooms can some with a bathroo or you share the bathrooms, but many are available and cleaned multiple times a day. The bathtubs are clean, but old. It's time to redo the porcelain on them. But they work well and are clean.  You can hang out in the reception area to meet other travelers. They are mostly students, budget travelers an occasional businessman from Saudi. If you want any tour, Ashraf can arrange it, as well as transportation wherever you want, including the airport. He is very honest, which is sometimes not easy to find in Egypt.  The location is the best! Busses and a Metro stop are right in front of you, while taxis are plentiful and not expensive. There are new Uber busses or Svwl busses or cars you can book on apps for fair prices.  The balcony views of Tahrir Square, the Egyptian Museum or the old American University of Cairo campus are fantastic.  Bring earplugs, because Cairo never sleeps, so everywhere is noisy all night.…"
