name,ratings,prices,aminities,location,description
Embrace Hotel,4.5,"EGP 1,968",",Free parking,Free High Speed Internet (WiFi),Pool,Yoga classes,Bar / lounge,Bicycle rental,Horseback riding,Books, DVDs, music for children,Restaurant,Breakfast in the room,Snack bar,Special diet menus,Children Activities (Kid / Family Friendly),Airport transportation,Shuttle bus service,Baggage storage,Concierge,Non-smoking hotel,Outdoor furniture,Sun loungers / beach chairs,Sun terrace,24-hour front desk,Express check-in / check-out,Private check-in / check-out,Dry cleaning,Laundry service,Ironing service,Air conditioning,Desk,Housekeeping,Room service,Minibar,Refrigerator,Bath / shower,Complimentary toiletries,Clothes rack,Iron,Wake-up service / alarm clock,Family rooms","Gezira El Bairat West Bank, Luxor 85111 Egypt","This hotel has really delightful styling and lovely gardens complete with pool and plenty of seating. We only ate breakfast at the hotel, but there was a good selection, taken in those lovely gardens. Our room was large and quite stylish with a good bathroom. Best of all, our room looked over the cultivation toward the Theban Mountain. At sunrise this was magical as the skies were filled with hot air balloons."
Nile Valley Hotel & Restaurant,4.5,"EGP 1,366",",Free parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Bicycle rental,Boating,Kids stay free,Kids pool,Wifi,Pool / beach towels,Outdoor pool,Shallow end in pool,Coffee shop,Restaurant,Swimup bar,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary welcome drink,Kids' meals,Outdoor dining area,Special diet menus,Poolside bar,Rooftop bar,Golf course,Horseback riding,Table tennis,Walking tours,Highchairs available,Airport transportation,Taxi service,Photo copier / fax In business centre,Rooftop terrace,24-hour security,Baggage storage,Concierge,Currency exchange,Gift shop,Sun loungers / beach chairs,Sun umbrellas,ATM on site,First aid kit,24-hour check-in,24-hour front desk,Laundry service,Blackout curtains,Air conditioning,Interconnected rooms available,Private balcony,Room service,Refrigerator,Cable / satellite TV,Walk-in shower,Telephone,Wardrobe / wardrobe,Private bathrooms,Wake-up service / alarm clock,Bath / shower,Complimentary toiletries,Pool view,Bridal suite,Suites,Family rooms","Ferry Boat Landing Gesirat El Bairat, West Bank, Luxor 85511 Egypt","Friendly family hotel centrally located 2 minutes from the local ferry on the west bank,at the street that leads to the attractions such as the colossi of Memnon and the Kings Valley. The hotel has 26 rooms all equipped with bathroom, AC, TV and telephone.Swimming pool with sun beds. Roof terrace restaurant with views of the Nile and Temple serving local and International dishes, beer and wine.Free wifi for hotel guests, pick-up service, travel desk, washing and ironing service, internet cafe, lift, 24 hrs. front desk."
Cleopatra Hotel Luxor,4.5,EGP 628,",Free High Speed Internet (WiFi),Wifi,Restaurant,Breakfast available,Pets Allowed ( Dog / Pet Friendly ),Taxi service,Rooftop terrace,Concierge,Air conditioning,Private balcony,Refrigerator,Non-smoking rooms,Family rooms,Smoking rooms available","Aljazeera West Bank جزيرة البعيرات البر الغربي, Luxor 85951 Egypt","Featuring a rooftop restaurant offering panoramic views of Luxor, this hotel features air-conditioned rooms with a balcony. Cleopatra is located 4 km from Hatshepsut Temple on west bank of the Nile. A continental breakfast is served at Cleopatra’s restaurant. Guests can relax on oversized cushioned lounge chairs and enjoy views of the Valley and the Tombs of Nobles."
Nile Castle,5.0,EGP 630,",Room service","West Bank Albairat, Luxor Egypt","So far the most clean place that we have stayed in Egypt and this is not a fake review, trust me. Bed sheets were super clean (not so usual), we could see Nile river from our balcony. We got there by can and there wasn't problem or extra charge to park in front of the building. Fresh falafel in the breakfast was so nice! We bought 2 tour with Mohammed (owner), 30euros each and I think that was fair enough. He received us with a welcoming drink that was fresh and nice. The rooftop view is breathless. Hot water didn’t stop and pressure was okay. Bed are confortable.  In can get a boat in front of Nile Castle to cross to Luxor city centre. All the boys were kind with us. If you wanna a place that is not noise, with great food and nice view, this is the place. Thanks Mohammed to help us after we left as well (Road police probles 😅), drive from and to Hurgada was an adventure.…"
Shady Hotel Luxor,4.0,EGP 731,,"TV Street next to Vodafone, Luxor 85951 Egypt","Shady Hotel is located in downtown Luxor, close to shops and markets. Woffer comfortable, air-conditioned rooms with satellite television, telephone, private bathroom and balcony. The hotel has a beautiful swimming pool where you can relax and order from the bar and restaurant. From our rooftop you can enjoy spectacular views of the mountains on the West Bank and the Nile. Luxor Temple is five minutes walk from the hotel as is the Nile."
Aracan Eatabe Luxor Hotel,4.0,"EGP 1,880",",Wifi,Pool,Free breakfast,Billiards,Kids pool,Airport transportation,Business Centre with Internet Access,Conference facilities,Pool / beach towels,Outdoor pool,Poolside bar,Restaurant,Breakfast buffet,Breakfast in the room,Taxi service,Banquet room,Meeting rooms,Baggage storage,Concierge,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Air conditioning,Private balcony,Room service,Safe,VIP room facilities,Flatscreen TV,Non-smoking rooms,Family rooms","Cornish El Nil, Luxor 99999 Egypt","Right in the centre of town, overlooking the Nile river, the Mercure Luxor is tucked away amidst shady gardens alongside a crescent moon shaped pool. Our spacious and naturally bright rooms, some of which have facilities for guests with limited mobility, all lookout over the Nile or the gardens. You will be in the perfect place for visiting the fabulous sites of Luxor and Karnak and can be sure of a wonderful holiday with a pleasant combination of leisure and exploration."
Nile Den Luxor,5.0,EGP 303,",Free public parking nearby,Parking,Free internet,Wifi,Pool,Bicycle rental,Bicycles available,Airport transportation,Adult pool,Outdoor pool,Boating,Bicycle tours,Car hire,Taxi service,Mountain view,Landmark view,Pool view,Family rooms","Ramla Street Gezirat Albairat - West Bank, Luxor 85111 Egypt","So thankful we found Nile Den! We almost didn't have a place to stay! I originally booked a different property down the street from The Nile Den. But that place overbooked and when I showed up at 9pm, they told me there was no room available (even though I paid for the unit ahead of time and even called ahead to confirm the booking). Nassar the owner of Nile Den saw this happened and introduced us to his property. He didn't hard-sell us, he let us take a look at the property first to see if we liked it. He gave us a great rate at a fair market price. He was so kind and helpful -- seeing that I was exhausted after a day of traveling and the screw up at the other property, he just wanted to make sure that we settled in and just relaxed instead of chasing us down for paperwork or money. So thankful. The units are very new and in a great location to visit the west bank and very close to the ferries for the east bank. Nassar can also help you to any local help such as tour guides etc. The property is located in a peaceful area and has great amenities. Highly recommend!…"
Gaddis Hotel Suites and Apartments,3.5,"EGP 1,256",",Free internet,Pool,Bar / lounge,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Business Centre with Internet Access,Conference facilities,Wifi,Outdoor pool,Restaurant,Breakfast available,Breakfast buffet,Meeting rooms,Laundry service,Air conditioning,Private balcony,Room service,Refrigerator,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Khalid Ibn El Walid Street, Luxor Egypt","Gaddis Hotel, Suites and Apartments is a family business run by Gaddis Family members who are very experienced in tourism industry for more than 110 years. Hotel now consists of Rooms, Junior Suites, Family Rooms, Interconnecting Rooms and Apartments. Free WI-FI in all rooms and outlets. Great variety on food and beverage in all outlets, great services 24/7. Daily cleaning, sheets and towels changing, buffet breakfast included for all room rates, variety for half board guests. Big screen movies and football matches. Clean swimming pool, sun umbrellas, sun beds, clean towels by pool all day."
Desert Paradise Lodge,5.0,"EGP 1,099",",Free parking,Free High Speed Internet (WiFi),Pool,Restaurant,Airport transportation,BBQ facilities,Baggage storage,24-hour front desk,Wifi,Outdoor pool,Car hire,Concierge,Dry cleaning,Laundry service,Ironing service,Air conditioning,Room service,Safe,Minibar,Family rooms","Qabawi Qurna, Luxor Egypt","Desert Paradise Lodge is the ideal starting point to explore and experience Egypt on your own, away from the crowds and the noise of Luxor. In the immediate vicinity you will find unspoiled countryside, and experience the local culture."
Happy Land Hotel,4.5,EGP 404,",Free public parking nearby,Free High Speed Internet (WiFi),Hot bath,Free breakfast,Bicycle tours,Children Activities (Kid / Family Friendly),Airport transportation,Rooftop terrace,Street parking,Wifi,Breakfast available,Special diet menus,Baggage storage,Currency exchange,Mosquito net,Shared kitchen,Shared lounge / TV area,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Safe,Clothes rack,Wake-up service / alarm clock,Non-smoking rooms","El Kamar St of elmadina St. luxor, Luxor 22222 Egypt","The Happy Land, a backpackers’ favorite, offers clean rooms and spotless bathrooms, as well as very friendly service, a copious breakfast with fruit and fresh juices and cornflakes. in the rooftop terrace. also drinks and fresh juices are available all day as well as traditional tea and coffee. & free Jacuzzi bath. Bikes can be rente, and free wi-fi . also we have laundry facilities . also we can help you to get ISIC cards. Competition among Luxor’s budget hotels is fierce, and the Happy Land comes out well almost every time. It doesn’t need to send touts to the station! We do our best to make you relaxed and happy in the happy land hotel. P.S/ we have free pickup from anywhere arrive in luxor"
Grand Hotel,4.0,EGP 236,",Restaurant,Children Activities (Kid / Family Friendly)","Mohamed Farid Street, Luxor 11111 Egypt","New Grand Hotel is very popular with backpackers and anyone who likes a friendly hotel. The hotel is recommended in many guide books. Free pick-up from train station, Free Wi-Fi, Free luggage storage, Free shower, roof terrace, air conditioning and use of hotel facilities after check-out"
Hilton Luxor Resort & Spa,5.0,"EGP 4,457",",Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Babysitting,Highchairs available,Free shuttle or taxi services,Valet parking,Wifi,Hot bath,Pool / beach towels,Infinity pool,Pool with view,Outdoor pool,Heated pool,Yoga classes,Fitness / spa changing rooms,Fitness classes,Personal trainer,Sauna,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Happy hour,Outdoor dining area,Special diet menus,Swimup bar,Poolside bar,Airport transportation,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Body wrap,Couples massage,Facial treatments,Foot bath,Foot massage,Full body massage,Hand massage,Head massage,Manicure,Massage,Neck massage,Pedicure,Salon,Steam room,Waxing services,24-hour security,Baggage storage,Concierge,Currency exchange,Gift shop,Newspaper,Shops,Sun loungers / beach chairs,Sun umbrellas,ATM on site,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Allergy-free room,Blackout curtains,Air conditioning,Housekeeping,Interconnected rooms available,Minibar,Flatscreen TV,Walk-in shower,Bathrobes,Private balcony,Room service,Safe,Telephone,VIP room facilities,Iron,Wake-up service / alarm clock,Electric kettle,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","New Karnak, Luxor Egypt","If you desire to visit Luxor, you will find Hilton Luxor Resort & Spa the ideal base from which to explore the rich and ancient culture of the Nile Valley. Situated on the east bank, you can enjoy glorious, unobstructed views of the river Nile from our unique, water's edge location, with the largest waterfront on the Nile. Luxor is the site of ancient Thebes, and has a legendary reputation as the world’s finest open air museum, with an unparalleled range of historic monuments. The Temple of Karnak and Valley of Kings are on our doorstep. Our newly renovated resort & spa offers the ultimate in luxury, unparalleled in Luxor. Lounge in one of our five stylish bars, perhaps smoking a shisha pipe while gazing at the Nile. Sample the finest in Egyptian, Eastern and international cuisine in one of our three restaurants Rosetta, Olives and Silk road. Hilton Luxor boasts a World Class Spa covering an area of 1,150 m², including a beautiful garden, a 160 m2 Spa Infinity Pool, and 12 individual treatment rooms. Our palatial Karnak ballroom is the most contemporary and cutting-edge Nile Valley venue for corporate events and celebrations.You will find the attention to service as immaculate as the hotel’s contemporary Arabic design, At Hilton Luxor our highly trained and dedicated staff will make you feel like a Pharaoh during your Egypt holiday."
Pyramisa Hotel Luxor,3.5,"EGP 1,033",",Free High Speed Internet (WiFi),Pool,Free breakfast,Banquet room,Meeting rooms,24-hour check-in,24-hour front desk,Dry cleaning,Wifi,Outdoor pool,Bar / lounge,Restaurant,Breakfast buffet,Poolside bar,Express check-in / check-out,Laundry service,Blackout curtains,Air conditioning,Desk,Housekeeping,Private balcony,Electric kettle,Flatscreen TV,Hair dryer,Room service,Safe,Telephone,Bottled water,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Khaled Ibn El Walid St, Luxor Egypt","The biggest 4 star hotel directly on the Nile in the heart of Luxor. Most of the large 350 rooms and 100 family suites enjoy panoramic views of the Nile, gardens and 2 large swimming pools. In addition to a heated swimming-pool, resort facilities include Italian, Chinese and oriental restaurants, bar, lounge, children playground and a gym."
Rezeiky Camp & Hotel Luxor,4.5,EGP 628,",Free parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Billiards,Children Activities (Kid / Family Friendly),Kids pool,Pets Allowed ( Dog / Pet Friendly ),Paid private parking on-site,Car park,Wifi,Paid wifi,Pool / beach towels,Pool with view,Outdoor pool,Bar / lounge,Restaurant,Breakfast available,Snack bar,Kids' outdoor play equipment,Airport transportation,Conference facilities,Banquet room,Meeting rooms,BBQ facilities,Baggage storage,Concierge,Convenience store,Currency exchange,Non-smoking hotel,Outdoor furniture,Shops,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,ATM on site,24-hour front desk,Express check-in / check-out,Laundry service,Ironing service,Air conditioning,Housekeeping,Room service,Seating area,Bottled water,Iron,Non-smoking rooms,Family rooms,Smoking rooms available","Karnak Temple Street, Luxor Egypt","Rezeiky Hotel and Campsite is situated in the heart of Luxor City, 6 km from the airport. It offers modern accommodations with stunning views of 2 outdoors swimming pool and large lush garden. The 50 spacious standard, deluxe and family rooms are air conditioned and feature satellite TV. It also includes free WiFi in all areas and free continental breakfast for all in-house guests. Homemade Egyptian food can be prepared by the cooks at Rezeiky Hotel and Campsite Luxor. Guests can also take a 15-minute walk to the center of Luxor with its restaurants. The property has a kids club and children's swimming pool. The Hotel and Campsite is conveniently located between Luxor Temple and Karnak Temple within a short walk of Luxor's shopping district. The property is a 2 minute walk from the Nile River and 15 meters from Sphinx Avenue."
Thebes Hotel,4.5,"EGP 1,230",",Free parking,Public wifi,Pool,Free breakfast,Bicycle rental,Airport transportation,Meeting rooms,Rooftop terrace,Pool / beach towels,Rooftop pool,Pool with view,Outdoor pool,Bar / lounge,Breakfast available,Rooftop bar,Baggage storage,Concierge,Outdoor furniture,Sun deck,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,Dry cleaning,Laundry service,Ironing service,Air conditioning,Desk,Housekeeping,Interconnected rooms available,Private bathrooms,Tile / marble floor,Electric kettle,Suites,Family rooms,Smoking rooms available","West Bank, Luxor 85111 Egypt","Thebes hotel is located in Luxor, within 1 km of Colossi of Memnon. Boasting a 24-hour front desk, featuring free WiFi. This property also provides guests with a restaurant and a bar at the rooftop. The rooms are fitted with a terrace. Rooms come complete with a private bathroom equipped with a bath or shower, hair dryer, free toiletries, while some units at Thebes hotel also offer a seating area. The units at the accommodation include air conditioning, minibar and a desk. Thebes hotel offers an outdoor pool, heated in winter. Continental & vegetarian breakfast. Cycling is among the activities that guests can enjoy near the hotel. Medinet Habu Temple is at walking distance from Thebes hotel. Valley of the Kings, Deir el Bahari, Rameseum just a few km from Thebes hotel. Ferry to Luxor Eastbank at 2 km, to visit Karnak & Luxor temples. Luxor International Airport is at 28 km. Airport transfer can be organised."
Al Baeirat Hotel,4.5,"EGP 1,253",",Free parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Gift shop,Dry cleaning,Wifi,Restaurant,Laundry service,Air conditioning,Housekeeping,Room service,Minibar,Refrigerator,Non-smoking rooms,Family rooms","West Bank, Luxor Egypt","On the banks of the Nile Hotel Al Baeirat is situated within a banana plantation. Like a little village it blends into the neighbourhood and is built of country-specific architecture with domed structure which is traditionally made of clay. Off the beaten track you can enjoy the silence and the egyptian style in a private and friendly atmosphere. For relaxation we are offering the whole family a wonderful swimming pool directly on the banks of the Nile. From our patio which is overlooking the Nile we are serving egyptian titbits. While sipping your coffee or drinking a cool beer you can let your eyes wander to the town of Luxor on the opposite shore and at night watch the bright lights of the incoming cruise liners. In the neighbourhood you will find numerous temple complexes, the Valley of the Kings and many more sights."
Susanna Hotel,3.5,"EGP 1,394",",Free public parking nearby,Free High Speed Internet (WiFi),Pool,Restaurant,Airport transportation,Rooftop terrace,Baggage storage,24-hour front desk,Wifi,Rooftop pool,Outdoor pool,Car hire,Non-smoking hotel,Sun terrace,ATM on site,Express check-in / check-out,Laundry service,Ironing service,Soundproof rooms,Air conditioning,Private balcony,Room service,Safe,Minibar,Refrigerator,Bath / shower,Telephone,Wake-up service / alarm clock,Non-smoking rooms","52, Mabad El Karnak, Luxor 002095 Egypt","Looking for a place to stay in Luxor? Then look no further than Susanna Hotel, a hotel that brings the best of Luxor to your doorstep.As your “home away from home,” the hotel rooms offer a refrigerator, a minibar, and air conditioning, and getting online is easy, with free wifi available.Guests have access to 24 hour front desk, a rooftop terrace, and room service while staying at Susanna Hotel. In addition, Susanna Hotel offers a pool and free breakfast, which will help make your Luxor trip additionally gratifying. And, as an added convenience, there is free public parking available nearby.While staying at Susanna Hotel, visitors can check out Temple of Seti I (1.9 mi) and Howard Carter House (2.2 mi), some of Luxor's top attractions.While in Luxor, you may want to check out some of the restaurants that are a short walk away from Susanna Hotel, including Al-Sahaby Lane Restaurant (1.1 mi), Gerda's Garden (1.1 mi), and YuShanFang Royal Chinese Restaurant (0.1 mi).Looking to explore? Then look no further than Temple of Karnak (0.4 mi), Luxor Museum (0.7 mi), and Karnak Open Air Museum (0.4 mi), which are some popular Luxor attractions – all conveniently located within walking distance of the hotel.We’re sure you’ll enjoy your stay at Susanna Hotel as you experience everything Luxor has to offer."
El Fayrouz,4.5,"EGP 1,027",",Free public parking nearby,Wifi,Restaurant,Bicycle rental,Children Activities (Kid / Family Friendly),Airport transportation,Rooftop terrace,Baggage storage,Paid wifi,Breakfast in the room,Shuttle bus service,Concierge,Non-smoking hotel,24-hour front desk,Air conditioning,Desk,Housekeeping,Private balcony,Wake-up service / alarm clock,Bath / shower,Non-smoking rooms,Family rooms","Gezira el Bairat, Luxor Egypt","Finding an ideal family-friendly hotel in Luxor does not have to be difficult. Welcome to El Fayrouz, a nice option for travellers like you.Paid wifi is offered to guests, and rooms at El Fayrouz offer air conditioning and a desk.During your stay, take advantage of some of the amenities offered, including 24 hour front desk, a rooftop terrace, and a concierge. Guests of El Fayrouz are also welcome to enjoy an on-site restaurant. For travellers arriving by car, there is free public parking available nearby.While staying at El Fayrouz, visitors can check out Temple of Medinat Habu (2.1 mi) and ACE- Animal Care in Egypt (2.3 mi), some of Luxor's top attractions.If you like Mediterranean restaurants, El Fayrouz is conveniently located near The Lantern Room Restaurant, Al-Sahaby Lane Restaurant, and Tutankhamon.Looking to explore? Then look no further than Luxor Temple (0.6 mi), which is a popular Luxor attraction – and it is conveniently located within walking distance of the hotel.El Fayrouz puts the best of Luxor at your fingertips, making your stay both relaxing and enjoyable."
Iberotel Luxor,4.0,"EGP 1,860",",Free internet,Outdoor pool,Bar / lounge,Airport transportation,Business Centre with Internet Access,Banquet room,Baggage storage,Concierge,Public wifi,Paid internet,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Swimup bar,Poolside bar,Taxi service,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Housekeeping,Private balcony,Room service,Safe,Telephone,Minibar,Cable / satellite TV,VIP room facilities,Wake-up service / alarm clock,Non-smoking rooms","Khaled Ibn El Walid Street, Luxor Egypt","Iberotel Luxor has an excellent location direclty overlooking the banks of the Nile & is ideal for romantic getaways, honeymoons or those fascinated by the marvels and mysteries of ancient Egypt. Centrally located in Luxor, it's just ten minutes walking from the Temple of Luxor. This four-star property offers spectacular views of the river, the west bank & the distant hills of Thebes from its rooms & from the verdant garden terrace. Near the hotel, the ferry crossing to the west bank will allow you to visit the Valley of the Kings, Valley of the Queens, Hatshepsut Temple and the Memnon Colossus while the Temple of Karnak is just three km away. The hotel is the winner of Tripadvisor Certificate of Excellence for 2012 & 2011, the winner of E-cristal certificate for 2012,Iso -14001 for 2012, Travelife Gold Award winner for 2011 & 2010 & the Cristal Certificate of Excellence 2010."
El Nakhil Hotel,4.5,EGP 854,",Free parking,Free High Speed Internet (WiFi),Wifi,Free breakfast,Restaurant,Airport transportation,Rooftop terrace,Laundry service,Air conditioning,Private balcony,Room service,Non-smoking rooms","Gezira El Bairat, Luxor 85111 Egypt","Hotel & Restaurant at the edge of the village Geziret el Bairat at the west bank of Luxor. 11 comfortable rooms partly with dome, with private bath room, balcony and air condition. German-Egyptian management. The restaurant offers delicious national and international dishes. Alcoholic and non alcoholic drinks are available. From the roof terrace view above the fields around, to the Nile and Luxor Temple. A little botanic garden for relaxing. Accessible to Wheelchairs."
Enjoy Luxor,4.5,EGP 341,,"West Bank, Luxor 85111 Egypt","Foi a melhor hospedagem na Egito, logo após finalizarmos o Cruzeiro pelo rio Nilo. Ambiente muito agradável, quartos enormes e extremamente limpos! O nosso quarto tinha uma linda varanda, cozinha, jacuzzi e ótimo Wi-Fi. O staff é realmente ótimo, foram muito prestativos e atenciosos com a minha família. Ajudaram muito a minha mãe, que é idosa.  Não deixe de conhecer o restaurante que tem logo na esquina. A melhor comida que comemos no Egito.  Com certeza o melhor custo benefício em Luxor!"
Al Salam Camp,4.5,EGP 228,",Bicycle rental,Children Activities (Kid / Family Friendly),Currency exchange,Shared lounge / TV area,Dry cleaning,Laundry service,Family rooms","Tourist Port Road/Nile Corniche West Bank, Luxor Egypt",Very friendly people. You hear the amazing sounds of nature in this place situated in the middle of beautiful farms. We swim in the Nile everyday being directly on the Nile. Lovely place lovely people
Luxor Guest House,4.5,EGP 927,",Air conditioning,Bath / shower","Ramla Street - Gezirat Albairat - West Bank, Luxor 85111 Egypt","Luxor guesthouse on the west bank of Nile in luxor,a property owned by Mr Ahmad Galal, is cosy place with reasonable rates and with good view of Nile . They have a good restaurant on the top which serves food and juices at reasonable rates. The staff are very helpful, guesthouse is neat and has a swimming pool. Mr Ahmad is a helpful person in organising tours . We stayed 2 nights there and had a pleasant stay there. It can also be booked through Airbnb. "
Habu Hotel Ecolodge,5.0,"EGP 1,256",,"Madinat Habu Al Bairat, Luxor, Egypt, Luxor 85958 Egypt","We are one of the best hotel locations in Egypt. Habu Hotel Ecolodge is Luxor's first ecolodge-a stunning restoration of one of the West Bank's oldest historic hotels We have created seventeen ensuite eco-rooms. The Tabekh Dining Room and Panorama Terrace specialisies in Upper Egyptian Cuisine. We are the only hotel in Luxor that supports Islamic mysticism, culture and arts- We create a monthly Sufi Arena of musicians, folk song and dance. We are ten steps to heaven- the royal palace and the ancient site of The Medinet Habu. We support eco-tourism conscious tours and retreats, bike hire, hikes, horse riding and tuk-tuk journeys into a magnificent, secret Ancient Egypt."
Hilton Luxor Resort & Spa,5.0,"EGP 4,457",",Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Babysitting,Highchairs available,Free shuttle or taxi services,Valet parking,Wifi,Hot bath,Pool / beach towels,Infinity pool,Pool with view,Outdoor pool,Heated pool,Yoga classes,Fitness / spa changing rooms,Fitness classes,Personal trainer,Sauna,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Happy hour,Outdoor dining area,Special diet menus,Swimup bar,Poolside bar,Airport transportation,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Body wrap,Couples massage,Facial treatments,Foot bath,Foot massage,Full body massage,Hand massage,Head massage,Manicure,Massage,Neck massage,Pedicure,Salon,Steam room,Waxing services,24-hour security,Baggage storage,Concierge,Currency exchange,Gift shop,Newspaper,Shops,Sun loungers / beach chairs,Sun umbrellas,ATM on site,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Allergy-free room,Blackout curtains,Air conditioning,Housekeeping,Interconnected rooms available,Minibar,Flatscreen TV,Walk-in shower,Bathrobes,Private balcony,Room service,Safe,Telephone,VIP room facilities,Iron,Wake-up service / alarm clock,Electric kettle,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","New Karnak, Luxor Egypt","If you desire to visit Luxor, you will find Hilton Luxor Resort & Spa the ideal base from which to explore the rich and ancient culture of the Nile Valley. Situated on the east bank, you can enjoy glorious, unobstructed views of the river Nile from our unique, water's edge location, with the largest waterfront on the Nile. Luxor is the site of ancient Thebes, and has a legendary reputation as the world’s finest open air museum, with an unparalleled range of historic monuments. The Temple of Karnak and Valley of Kings are on our doorstep. Our newly renovated resort & spa offers the ultimate in luxury, unparalleled in Luxor. Lounge in one of our five stylish bars, perhaps smoking a shisha pipe while gazing at the Nile. Sample the finest in Egyptian, Eastern and international cuisine in one of our three restaurants Rosetta, Olives and Silk road. Hilton Luxor boasts a World Class Spa covering an area of 1,150 m², including a beautiful garden, a 160 m2 Spa Infinity Pool, and 12 individual treatment rooms. Our palatial Karnak ballroom is the most contemporary and cutting-edge Nile Valley venue for corporate events and celebrations.You will find the attention to service as immaculate as the hotel’s contemporary Arabic design, At Hilton Luxor our highly trained and dedicated staff will make you feel like a Pharaoh during your Egypt holiday."
Scorpion House,5.0,"EGP 1,230",",Free High Speed Internet (WiFi),Wifi,Airport transportation,Shuttle bus service,Air conditioning,Refrigerator,Bath / shower","West Bank, Luxor 00295 Egypt","See why so many travellers make Scorpion House their guest house of choice when visiting Luxor. Providing an ideal mix of value, comfort and convenience, it offers a romantic setting with an array of amenities designed for travellers like you.While staying at Scorpion House, visitors can check out Avenue of Sphinxes (0.4 mi) and Luxor Sound and Light Show (1.2 mi), some of Luxor's top attractions.You’ll enjoy relaxing rooms that offer air conditioning and a refrigerator, and you can stay connected during your stay as Scorpion House offers guests free wifi.While in Luxor be sure to experience local falafel favourites at Al-Sahaby Lane Restaurant, Snack Time, or El Zaeem Restaurant.If you are interested in exploring Luxor, check out one of the ancient ruins, such as Valley of the Kings, Temple of Karnak, and Luxor Temple.At Scorpion House, your comfort and satisfaction come first, and they look forward to welcoming you to Luxor."
Jamaica hotel luxor,5.0,EGP 477,,"Mohaned Farid 15 Al Shahid Abd Al Bari, Luxor 85951 Egypt","Omar is a wonderful person, he has helped us with everything we needed. He treated us with love and honesty. A great man who made our Luxor experience so much better.  The hostel for the price is a nice place, clean and with a rooftop that allows you to be resting and disconnecting from the noise of Luxor."
Flats in Luxor,5.0,EGP 564,",Free parking,Free High Speed Internet (WiFi),Pool,Breakfast in the room,Bicycle rental,Children's television networks,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Street parking,Wifi,Paid wifi,BBQ facilities,Sun terrace,Dry cleaning,Ironing service,Air conditioning,Housekeeping,Room service,Iron,Kitchenette,Family rooms","Al Gezera Village West Bank, Luxor Egypt","Luxury accommodation with great views and facilities, self-catering or in-house restaurant. All linen provided and Satellite TV. Meet and greet. Minimum 3 nights. Anglo/Egyptian owners. Established 2003. Huge choice of locations and facilitiesEast Bank 3 bedroom 2 bathroom and 1 bedroom 1 bathroom. Located in central Luxor tourist town with on-site security staff.West Bank quiet, safe rural settings with on-site staff within view of historic sites, 5 locations.Al Gezera 3 bedroom 2 bathroom on main road with swimming pool, jacuzzi, garden, roof terrace with panoramic views of Nile and Theban Hill. Huge private balconies. Chef available. Free Wi-Fi. All bedrooms have air-conditioning Goubli 3 bedroom 2 bathroom quiet rural location with swimming pool, childrens splash pool, garden, roof terrace with panoramic views of Nile and Theban Hill. "
