name,ratings,prices,aminities,location,description,City
Grand Pyramids Hotel,3.5,EGP 950,"Family rooms,Suites,Non-smoking rooms,Hair dryer,Wake-up service / alarm clock,Telephone,Safe,Complimentary toiletries,Bath / shower,Refrigerator,Room service,Private balcony,Housekeeping,Desk,Air conditioning,Self-serve laundry,Laundry service,Dry cleaning,Express check-in / check-out,24-hour front desk,24-hour check-in,ATM on site,Shops,Non-smoking hotel,Gift shop,Concierge,Baggage storage,24-hour security,Salon,Massage,Meeting rooms,Banquet room,Breakfast buffet,Restaurant,Coffee shop,Outdoor pool,Hot bath,Paid wifi,Spa,Conference facilities,Business Centre with Internet Access,Free breakfast,Fitness Centre with Gym / Workout Room,Pool,Wifi,Parking,","53 Studio Misr Road Mariottia Pyramids, Giza Egypt","Grand Pyramids Hotel is an excellent choice for travellers visiting Giza, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.Close to some of Giza's most popular landmarks, such as Meidum Pyramid (1.2 mi) and Khafre's Pyramid (1.5 mi), Grand Pyramids Hotel is a great destination for tourists.The rooms offer air conditioning, a refrigerator, and a minibar, and getting online is possible, as paid internet access is available, allowing you to rest and refresh with ease.Grand Pyramids Cairo features 24 hour front desk, 24 hour check-in, and room service. In addition, as a valued Grand Pyramids Hotel guest, you can enjoy a pool and free breakfast that are available on-site. Guests arriving by vehicle have access to parking.If you like seafood restaurants, Grand Pyramids Hotel is conveniently located near Alexandria Fish, King Fish, and Mermaid.Plus, during your trip, don’t forget to check out some of the popular history museums, such as The Grand Egyptian Museum, Egypt Travel Gate Day Tours, and Taha Hussein Museum.Enjoy your stay in Giza!",Giza
Marvel Stone Hotel,4.0,"EGP 1,504","Smoking rooms available,Family rooms,Suites,Non-smoking rooms,Landmark view,Tile / marble floor,Private bathrooms,Wardrobe / wardrobe,Telephone,Sofa,Housekeeping,Dining area,Air conditioning,Soundproof rooms,Ironing service,24-hour front desk,Rooftop bar,Breakfast available,Bar / lounge,Wifi,24-hour check-in,Rooftop terrace,Airport transportation,Billiards,Horseback riding,Free breakfast,Free High Speed Internet (WiFi),Street parking,","6 Gerier street, El Haram, Giza Egypt","Marvel Stone Hotel Located across the street from the Entrance of Giza pyramids & sphinx, which offers a spectacular views of the 3 great pyramids & sphinx from it's Rooms & roof top All Accommodation at Marvel stone hotel are well furnished and have a spacious private bathroom, air conditioning, a seating area, LCD TV and satellite, mini fridge and safety box.",Giza
Giza Pyramids View Inn,4.5,"EGP 2,390","Non-smoking rooms,Bath / shower,Kitchenette,Room service,Air conditioning,Car hire,Airport transportation,Free breakfast,Wifi,Free High Speed Internet (WiFi),Free parking,","11 Sphinx street Front of the Sphinx Entrance Gate @ The Sound and Light show square, Giza 12557 Egypt","Free airport pick up on arrival. We look forward to welcoming you as our guest. Come enjoy your stay with our family and be a part of it , at the historical area of the pyramids of Giza the Only Hotel with Balcony Facing the 3 pyramids and The Great sphinx, pyramids, Giza, the nearest location to the pyramids of Giza, only 300 feet from The pyramids and front of The Entrance Gate and Roof top sitting with The Best View, all rooms with air condition and (hot & cold water), balcony overlooking the Sphinx. The rooms, furnished with an elegant and luxurious wooden ceilings and marble floors, offer the most modern standards. Each room has quality fittings, air conditioning, TV color satellite, ISDN fast internet connection, direct dial telephone. All rooms are equipped with emergency lighting.",Giza
Pyramids Eyes Hotel,3.0,"EGP 1,705","Air conditioning,Free breakfast,Wifi,Free High Speed Internet (WiFi),","1 King Faisal Street, Giza 12511 Egypt","Uncomfortable rooms with no windows and no room service facilities. The bathroom was so dirty and smelly. The rooms require  maintenance and lack basic facilities. Unfriendly staff at reception, staff serving breakfast are more favourable towards white tourists handing them banana's and bowls of falafel from the kitchen and leave the rest of the containers empty for other tourists which was disgraceful to see! Staff on terrace keep a watch on how much you eat and stand there observing everyone which is uncomfortable. Overall, good hotel location and view of the pyramid from terrace but rooms are not worth the money. Would not recommend this hotel to travellers looking for a comfortable stay in Cairo!!",Giza
Amarante Pyramids Hotel,3.0,"EGP 1,002","Family rooms,Refrigerator,Minibar,Iron,Safe,Room service,Housekeeping,Air conditioning,Ironing service,Laundry service,Dry cleaning,24-hour front desk,Shops,Non-smoking hotel,Newspaper,Gift shop,Concierge,Baggage storage,Meeting rooms,Car hire,Special diet menus,Breakfast in the room,Breakfast buffet,Restaurant,Outdoor pool,Pool / beach towels,Public wifi,Airport transportation,Children Activities (Kid / Family Friendly),Babysitting,Nightclub / DJ,Bar / lounge,Pool,Free internet,Paid private parking nearby,","29 Abou Hazem St, Giza Egypt","Looking for a place to stay in Giza? Then look no further than Amarante Pyramids Hotel, a family-friendly hotel that brings the best of Giza to your doorstep.Guest rooms offer amenities such as a refrigerator, a minibar, and air conditioning, and guests can go online with free wifi offered by the hotel.Amarante Pyramids Hotel features 24 hour front desk, a concierge, and room service, to help make your stay more enjoyable. The property also boasts a pool and an on-site restaurant. If you are driving to Amarante Pyramids Hotel, there is paid private parking available nearby.Nearby landmarks such as Pharaonic Village (2.0 mi) and The Egyptian Renaissance Sculpture (2.2 mi) make Amarante Pyramids Hotel a great place to stay when visiting Giza.Travellers looking for Italian restaurants can head to Mealosophy or Car Cafe Club.Giza is also known for some great historic sites, including Pyramids of Giza, Great Sphinx, and Khafre's Pyramid, which are not too far from Amarante Pyramids Hotel.We’re sure you’ll enjoy your stay at Amarante Pyramids Hotel as you experience everything Giza has to offer.",Giza
Gawharet Al Ahram Hotel,3.0,EGP 983,"Smoking rooms available,Family rooms,Suites,Non-smoking rooms,Refrigerator,VIP room facilities,Safe,Room service,Housekeeping,Air conditioning,Ironing service,Self-serve laundry,Laundry service,Private check-in / check-out,Express check-in / check-out,24-hour front desk,ATM on site,Shops,Outdoor fireplace,Non-smoking hotel,Gift shop,Convenience store,Concierge,Baggage storage,Salon,Massage,Spa,Meeting rooms,Banquet room,Conference facilities,Business Centre with Internet Access,Car hire,Shuttle bus service,Special diet menus,Snack bar,Breakfast buffet,Breakfast available,Restaurant,Indoor pool,Pool / beach towels,Wifi,Car park,Airport transportation,Children Activities (Kid / Family Friendly),Babysitting,Bar / lounge,Sauna,Pool,Free High Speed Internet (WiFi),Paid public parking nearby,","103 Alharam Street, Giza Egypt","Opened in 2002,renovated on 2014, the hotel is located at Pyramids' Avenue one of the most tourist areas, near the pyramids and the sphinx only one K/m,also hotel located in shopping area where you can found a variety from malls-coffee shop-restaurants-public transportation's. Gawharet Al Ahhram hotel offers 8 suites and 92 rooms full equipped. All of them with air-conditioning, satellite TV, internet service, direct-dial international telephone, room service 24 hours, minibar, complete bathroom, and laundry service-FREE WIFI in rooms and lobby. The hotel has lobby bar, indoor swimming pool, cash point, exchange money NBE bank, gift shop, rent car, beauty club, safe deposit box, fax and photocopy service. Also the hotel has two Restaurants, where you can taste a large, high quality and excellent international cuisine,Health Club. Hotel has a shuttle bus for pick-up and transfers (surcharge) 24/7 all the week",Giza
Magic Pyramids Inn,2.5,"EGP 1,060",,"21 Gamal Abd El Nasir Street From Abou Al Hool Al Seiahi Street, Giza 12555 Egypt","If you want to remember your pyramid experience as a complete disaster there is no better way than booking a hotel room here.  Very dishonest. Will change or cancel your booking at the last moment. Will ask you to go to another of their hotel. Noise by the front desk staff will keep you all night.  After staying here you will hardly remember anything of the pyramids or the Sphinx, only the disastrous stay here.",Giza
Hyatt Regency Cairo West,5.0,"EGP 5,932","Smoking rooms available,Suites,Non-smoking rooms,Pool view,Private bathrooms,Iron,Wardrobe / wardrobe,Telephone,Electric kettle,Safe,Room service,Interconnected rooms available,Housekeeping,Air conditioning,Soundproof rooms,Allergy-free room,Ironing service,Laundry service,Dry cleaning,24-hour front desk,24-hour check-in,Doorperson,ATM on site,Shared lounge / TV area,Currency exchange,Concierge,Baggage storage,24-hour security,Massage,Spa,Meeting rooms,Banquet room,Airport transportation,Kids pool,Kids club,Children Activities (Kid / Family Friendly),Indoor play area for children,Wine / champagne,Outdoor dining area,Complimentary Instant Coffee,Breakfast buffet,Breakfast available,Restaurant,Sauna,Babysitting,Kids stay free,Billiards,Bar / lounge,Fitness Centre with Gym / Workout Room,Pool,Free High Speed Internet (WiFi),Paid private parking on-site,","KM 22 Cairo-Alexandria Desert RD Pyramids Heights Business Park, Giza 8655 Egypt","Perfect hotel, Lovely place, Healthy food. #1 hotel for me  Pool with heated water  Huge room in terms of space Hygiene and very clean Variety on everything food, drink, music  Really from my side, it’s hotel # 1 on Giza region ",Giza
Pyramids Valley,4.0,"EGP 1,761","Smoking rooms available,Non-smoking rooms,Refrigerator,Iron,Bottled water,Safe,Air conditioning,Shoeshine,Ironing service,Laundry service,Dry cleaning,Sun terrace,Outdoor furniture,Gift shop,Currency exchange,Car hire,Breakfast in the room,Breakfast available,Restaurant,Bar / lounge,Wifi,24-hour front desk,Baggage storage,Rooftop terrace,Airport transportation,Children Activities (Kid / Family Friendly),Free breakfast,Free High Speed Internet (WiFi),Street parking,","ALharam 25 Abo Alhool Street Nazlet El-Semman, Giza 12557 Egypt","If you’re looking for a family-friendly small hotel in Giza, look no further than Pyramids Valley.Free wifi is offered to guests, and rooms at Pyramids Valley offer air conditioning.During your stay, take advantage of some of the amenities offered, including 24 hour front desk, room service, and baggage storage. Guests of Pyramids Valley are also welcome to enjoy an on-site restaurant. For travellers arriving by car, free parking is available.During your visit, be sure to check out one of the nearby restaurants that are within walking distance of Pyramids Valley, such as 139 Lounge Bar & Terrace (0.8 mi), Felfela (1.0 mi), or Restaurant El Dar Darak (0.2 mi).If you’re looking for something to do, Pyramids of Giza (0.4 mi), Great Pyramid of Cheops (Khufu) (0.4 mi), and Great Sphinx (0.2 mi) are a nice way to spend some time, and they are all within walking distance of Pyramids Valley.The staff at Pyramids Valley looks forward to serving you during your upcoming visit.",Giza
Atlantis Pyramids Inn,4.5,,"Bath / shower,Private check-in / check-out,Airport transportation,Free High Speed Internet (WiFi),Street parking,","4 Abo Alhool Street Nazlet El-Semman, Giza 12557 Egypt","Me and my friends came here after a friend suggested the place. First of all, the view is breathtaking - i mean - like front row view of the pyramids and just few meters away from the entrance! Fantastic Then, the hosts are amazing too, you feel like being in family, everyone super kind and happy to support in every need that you may have. Recommended +++",Giza
Zayed Hotel,4.0,"EGP 2,357","Family rooms,Suites,Non-smoking rooms,Bridal suite,City view,Hair dryer,Flatscreen TV,Clothes rack,Bottled water,Telephone,Seating area,Bath / shower,Cable / satellite TV,Minibar,Safe,Room service,Housekeeping,Air conditioning,Blackout curtains,Laundry service,Dry cleaning,Express check-in / check-out,24-hour front desk,24-hour check-in,Shared lounge / TV area,Non-smoking hotel,Newspaper,Baggage storage,Photo copier / fax In business centre,Meeting rooms,Rooftop bar,Wine / champagne,Outdoor dining area,Breakfast in the room,Breakfast buffet,Breakfast available,Restaurant,Coffee shop,Bar / lounge,Wifi,Rooftop terrace,Conference facilities,Business Centre with Internet Access,Shuttle bus service,Nightclub / DJ,Free breakfast,Free High Speed Internet (WiFi),Free parking,","Nr 42 Abu El Mohassen El Shazly Square, Mohandeseen, Giza 12411 Egypt","Zayed Hotel is located in Mohandeseen Suburb, one of the most decent and high Standard areas about 15 minutes driving from Tahrir Square where the Egyptian Museum is located. This modern hotel is strategically located also about 20 minutes driving from Giza in a very quiet location overlooking green gardens and city center, the hotel is surrounded by a very popular shopping area, come & book now.",Giza
Desert Moon,4.5,"EGP 2,131","Suites,Non-smoking rooms,Refrigerator,Minibar,Kitchenette,Room service,Air conditioning,Airport transportation,Children Activities (Kid / Family Friendly),Restaurant,Bar / lounge,Free breakfast,Wifi,Free High Speed Internet (WiFi),Free parking,","Hadaik Al Ahram 201 W, Giza 12611 Egypt","Finding an ideal romantic hotel in Cairo does not have to be difficult. Welcome to Desert Moon, a nice option for travelers like you. Rooms at Desert Moon offer a flat screen TV, air conditioning, and a minibar providing exceptional comfort and convenience, and guests can go online with free wifi. A new entrance to the pyramids is in walking distance just across the street and the new Grand Museum is only 5km away. Desert Moon looks forward to welcoming you on your visit to Cairo.",Giza
Life Pyramids Inn,5.0,,"Bottled water,Safe,Soundproof rooms,Private check-in / check-out,Airport transportation,Free High Speed Internet (WiFi),","5 Safi El-Din Street, Giza 12557 Egypt","If I could award the Life Pyramids Inn 2 one hundred stars I would. The accommodation is spotless with comfortable beds and a good strong shower. Our host and owner, Mohammed, was welcoming and so incredibly helpful with tips and advice on everything you could possibly need. This is a wonderful gem of a hotel which is family run. Mohammed’s mother cleans the room every day and cooks up the most delicious Egyptian breakfasts. Sam, Mohammeds brother, is a delightful host too and always quick to hand out bottled water.  And as for the view from the terrace…breathtaking! You have a clear unobstructed view of the great pyramids which is literally minutes away. I could never tire of this view and actually felt very emotional when I caught my first glimpse. Every day Mohammed checks in with you to make sure you are having the best possible experience. He is funny, friendly and we all got along famously. Mohammed has a fiend and driver called Deesha who we used nearly every day. His English, like Mohammed’s, is very good and he also has a great sense of humour - he’s also a safe and excellent driver which is essential in Egypt!  I have always wanted to see the pyramids so as a birthday treat, my husband obliged. On the night in question, Mohammed, Sam and his mother presented me with the most delicious birthday cake which he later shared with all the other guests. This is so typical of this lovely family. As seasoned travellers this holiday is one that stands out the most. The rich ancient history, the views, museums and mosque (Mohammed Ali Pasha) visit to the fabulous Khan el-Kalili market, the list goes on. But what made the difference was staying with Mohammed and his family and friend.…",Giza
Giza Pyramids View Guest House,5.0,EGP 629,"Room service,Restaurant,Business Centre with Internet Access,Airport transportation,Bar / lounge,Free breakfast,Wifi,Free High Speed Internet (WiFi),Electric vehicle charging station,Free parking,","Mohd. Afify Off Abd El Aziz El Basel St Building Number 4, 12th Floor, Giza 12511 Egypt",Giza pyramids View Guest House is an Egyptian Guest House with the full view of the Giza Plateau. Come and enjoy fantastic views of the pyramids! We would like to invite you to experience Egyptian hospitality while gazing at the Giza Plateau and Great Pyramids of Egypt.,Giza
Khan Duidar Inn,4.5,,"Smoking rooms available,Family rooms,Suites,Non-smoking rooms,Landmark view,City view,Mountain view,Hair dryer,Complimentary toiletries,Bath / shower,Kitchenware,Electric kettle,Stovetop,Refrigerator,Oven,Microwave,Dishwasher,Kitchenette,Wake-up service / alarm clock,Tile / marble floor,Private bathrooms,Laptop safe,Iron,Clothes rack,Bottled water,Telephone,Separate dining area,Seating area,Safe,Room service,Housekeeping,Bathrobes,Air purifier,Bidet,Flatscreen TV,Coffee / tea maker,Dining area,Desk,Air conditioning,Soundproof rooms,Blackout curtains,Shoeshine,Ironing service,Washing machine,Laundry service,Dry cleaning,Clothes dryer,Private check-in / check-out,24-hour front desk,24-hour check-in,Umbrella,First aid kit,Doorperson,Sun terrace,Sun deck,Shared kitchen,Outdoor furniture,Gift shop,Executive lounge access,Currency exchange,Concierge,Chapel / shrine,Baggage storage,BBQ facilities,Taxi service,Car hire,Kids' outdoor play equipment,Children Activities (Kid / Family Friendly),Indoor play area for children,Children's playground,Outdoor dining area,Kids' meals,Complimentary welcome drink,Complimentary tea,Complimentary Instant Coffee,Breakfast in the room,Breakfast available,Restaurant,Coffee shop,Wifi,Car park,24-hour security,Rooftop terrace,Airport transportation,Books, DVDs, music for children,Kids stay free,Free breakfast,Free High Speed Internet (WiFi),Free parking,","Nazlet El-Semman Al Haram, Giza 12557 Egypt","Khan Duidar Inn offers guests an amazing accommodation service with a wonderful Pyramids view rooftop. Khan Duidar Inn Located a 15-minute walk from the Giza Pyramids and the Sphinx, Khan Duidar inn offers wonderful views of the 3 Pyramids, Mena House Golf Garden, and Grand Egyptian Museum from our spacious rooftop terrace and all its rooms. It features free WiFi in all areas and is a 30-minute drive from Sakkara, Dahshur, and Memphis Pyramids. A complimentary free airport pickup is available for guests hows Staying a minimum of 02 Nights. Featuring Ultra Modern décor, all accommodations at Khan Duidar inn are fitted with wooden furniture. Each room is air-conditioned and includes a seating area and a private bathroom. Khan Duidar inn Offer to Guests a complimentary authentic Egyptian breakfast. Complimentary tea, coffee, and mineral water are also offered 24 hours a day. Egypt Excursions and Other Local activities can be arranged or Helping by the tour desk if You Would Like. The Old Egyptian Museum is 30 minutes away by car and Cairo International Airport is 25 mi away.",Giza
Sphinx Palace Pyramids View,5.0,EGP 815,"Family rooms,Non-smoking rooms,Landmark view,City view,Mountain view,Bath / shower,Kitchenware,Electric kettle,Refrigerator,Oven,Dishwasher,Wake-up service / alarm clock,Tile / marble floor,Private bathrooms,Bottled water,Wardrobe / wardrobe,Sofa,Separate living room,Walk-in shower,Cable / satellite TV,Kitchenette,Coffee / tea maker,Seating area,Room service,Housekeeping,Air conditioning,Laundry service,Dry cleaning,Private check-in / check-out,Express check-in / check-out,Sun umbrellas,Sun terrace,Shared lounge / TV area,Shared kitchen,Picnic area,Mosquito net,Gift shop,Currency exchange,Baggage storage,Taxi service,Car hire,Breakfast available,Wifi,24-hour check-in,24-hour security,Rooftop terrace,Airport transportation,Pets Allowed ( Dog / Pet Friendly ),Free breakfast,Free High Speed Internet (WiFi),Free parking,","Abou Al Hool Al Seiahi, Giza 12557 Egypt","Located 300 metres from Great Sphinx, 1.1 km from Giza Pyramids. We offer clean and safe accommodation with free WiFi, air conditioning and a stunning view from the rooftop of the Pyramids and Sphinx. Also we offer tailored tours and trips to all important sites around Egypt.",Giza
Aracan Pyramids Hotel,3.5,"EGP 1,191","Family rooms,Non-smoking rooms,Hair dryer,Complimentary toiletries,Clothes rack,VIP room facilities,Telephone,Seating area,Bath / shower,Flatscreen TV,Refrigerator,Minibar,Safe,Room service,Housekeeping,Air conditioning,Ironing service,Self-serve laundry,Laundry service,Dry cleaning,24-hour front desk,Shops,Non-smoking hotel,Concierge,Baggage storage,BBQ facilities,Meeting rooms,Car hire,Shuttle bus service,Breakfast buffet,Restaurant,Coffee shop,Outdoor pool,Hot bath,Wifi,Street parking,Paid public parking nearby,Banquet room,Business Centre with Internet Access,Airport transportation,Children Activities (Kid / Family Friendly),Bar / lounge,Pool,Free High Speed Internet (WiFi),Free parking,","198 Pyramids St, Oula Al Haram, Giza 12111 Egypt","On the land of pharaohs where they built the pyramids and only 10 minutes away, Horizon Pyramids Hotel is there brand new and built proudly aside to this wonder, in which most of the rooms have a pyramids view. And only 20 minutes away from down town, you can visit the most magnificent sightseeing in Cairo. Not only that, it’s just 7 KM away from the world famous Egyptian Museum with its innumerable ancient artifacts and, of course, the ‘must see’ incomparable Tutankhamun death mask and other relics. Horizon Pyramids Hotel is a hotel that can offer you a new perspective on your destination and on the way you can see all things around you",Giza
Horus Guest House Pyramids View,4.5,"EGP 1,135","Non-smoking rooms,Landmark view,City view,Hair dryer,Bath / shower,Sofa bed,Flatscreen TV,Tile / marble floor,Private bathrooms,Bottled water,Wardrobe / wardrobe,Telephone,Seating area,Walk-in shower,Extra long beds,Cable / satellite TV,Refrigerator,Safe,Housekeeping,Air conditioning,Blackout curtains,Laundry service,Private check-in / check-out,Express check-in / check-out,24-hour front desk,Sun terrace,Sun deck,Shops,Shared lounge / TV area,Outdoor furniture,Mosquito net,Gift shop,Concierge,Taxi service,Outdoor dining area,Complimentary welcome drink,Breakfast available,Coffee shop,Bar / lounge,Internet,Street parking,24-hour check-in,24-hour security,Rooftop terrace,Airport transportation,Patio,Free breakfast,Free High Speed Internet (WiFi),Free parking,","21 Gamal Abdelnasser St Nazlet El Samman - Al Haram - Pyramids, Giza 00202 Egypt","Welcome to Horus Guest House Pyramids View, your Giza “home away from home.” Horus Guest House Pyramids View aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.Free internet access is offered to guests, and rooms at Horus Guest House Pyramids View offer air conditioning.While in Giza, you may want to check out some of the restaurants that are a short walk away from Horus Guest House Pyramids View, including 139 Lounge Bar & Terrace (0.9 mi), Felfela (1.1 mi), and Restaurant El Dar Darak (0.2 mi).During your visit, be sure to check out popular attractions like Pyramids of Giza (0.6 mi), Great Pyramid of Cheops (Khufu) (0.6 mi), and Great Sphinx (0.3 mi), which are all within walking distance of the guest house.Horus Guest House Pyramids View puts the best of Giza at your fingertips, making your stay both relaxing and enjoyable.",Giza
Swiss Inn Nile Hotel,3.5,"EGP 1,006","Smoking rooms available,Family rooms,Suites,Non-smoking rooms,Bridal suite,Flatscreen TV,Minibar,VIP room facilities,Safe,Room service,Air conditioning,Laundry service,Dry cleaning,Express check-in / check-out,24-hour front desk,ATM on site,Sun terrace,Shops,Non-smoking hotel,Newspaper,Gift shop,Concierge,Baggage storage,BBQ facilities,Rooftop terrace,Meeting rooms,Banquet room,Car hire,Shuttle bus service,Poolside bar,Special diet menus,Snack bar,Breakfast in the room,Breakfast buffet,Breakfast available,Restaurant,Bar / lounge,Outdoor pool,Rooftop pool,Wifi,Secured parking,Conference facilities,Business Centre with Internet Access,Airport transportation,Children Activities (Kid / Family Friendly),Free breakfast,Pool,Free High Speed Internet (WiFi),Paid private parking nearby,","110, El Bahr El Aazem Street Corniche El Nile, Giza 21017 Egypt","Welcome to Swiss Inn Nile Hotel, your Giza “home away from home.” Swiss Inn Nile Hotel aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.Given the close proximity to The Egyptian Renaissance Sculpture (1.9 mi), guests of Swiss Inn Nile Hotel can easily experience one of Giza's most popular landmarks.Rooms at Swiss Inn Nile Hotel provide a flat screen TV, air conditioning, and a minibar, and guests can stay connected with free wifi.In addition, while staying at Swiss Inn Nile Hotel guests have access to 24 hour front desk, room service, and a rooftop terrace. You can also enjoy a rooftop pool and free breakfast. Need a place to park? Parking is available at Swiss Inn Nile Hotel.While in Giza be sure to experience nearby Mediterranean restaurants such as La Gourmandise, 300 Ice Cream, or Semsema.If you are interested in exploring Giza, check out a , such as Great Sphinx.Swiss Inn Nile Hotel puts the best of Giza at your fingertips, making your stay both relaxing and enjoyable.",Giza
3 Pyramids View Inn,5.0,,"Kitchenette,Air conditioning,Currency exchange,Concierge,Baggage storage,Rooftop terrace,Airport transportation,Internet,Free airport transportation,Children Activities (Kid / Family Friendly),Golf course,Bicycle rental,Free breakfast,Fitness Centre with Gym / Workout Room,Hot bath,Free High Speed Internet (WiFi),","3 Pyramids View Inn 7 Abou Al Hool Al Seiahi Al Haram, Giza 12557 Egypt",فندق مطل على منطقة الاهرامات يمتاز بالخدمه ٢٤/٧ وجميع الغرف مكيفه وبها تلفاز ويوجد لدينا خبير سياحى يعد لك برامج الزيارات لجميع انحاء مصر,Giza
Pyramids Park Resort,3.0,"EGP 1,905","Smoking rooms available,Suites,Non-smoking rooms,Flatscreen TV,Minibar,Safe,Room service,Air conditioning,Laundry service,Dry cleaning,24-hour front desk,Currency exchange,Meeting rooms,Poolside bar,Breakfast buffet,Breakfast available,Restaurant,Bar / lounge,Outdoor pool,Paid wifi,Concierge,Baggage storage,Banquet room,Conference facilities,Airport transportation,Free breakfast,Pool,Wifi,","Cairo - Alexandria Desert Road, Giza 12411 Egypt","Pyramids Park Resort Cairo 476 rooms and suites is considered a heaven in a unique landscape of greenery, offering leisure and business travelers a memorable experience amidst a comfortable and relaxing 25 acres of lush gardens and exotic rare plants. location in front of the great Egyptian museum (opening 2018)close to the region s most amazing sights. The Resort is only 5 min away from the Great Pyramids of Giza and the Sphinx , and only 30 min away from the Egyptian Museum, the Citadel. A little farther but also worthwhile are Khan el-Khalili, Egypt s oldest market, the Museum of modern Egyptian art. The smart village and Dandy mall are only 16 Km 20 minutes driving , ,23 Km from Mall of Arabia 30 min driving , Mall of Egypt ( under construction ) is only 17 Km , 20 min driving and 4 KM from Pyramids road.",Giza
Isis Guest House,4.5,EGP 759,,"Abd Al Aziz Al Basel Street Afify Building 4, Giza Egypt","we had a good stay, the staff is smiling and helpful (Imad, Françoise, Ahmed and Hani). the view is great from the room on the pyramids. if you need help to visit the pyramids ask Imad he will help you. thank you for all the Isis guest house team",Giza
B&w Sahara Sky Camp,5.0,"EGP 3,513","Air conditioning,Restaurant,","Al Wahat Al Bahriya - Al Farafra Road Al Wahat Al Bahriya, Al Farafra Desert, Giza 12935 Egypt","Startlingly starry camp in the endless expanses of sand, sky, and mountains in the black desert; one of the last remaining places to experience true wilderness on earth. An eco-friendly designed hotel not fighting against the harsh environment but instead embracing it.",Giza
Helnan Dreamland Hotel,4.0,"EGP 4,837","Smoking rooms available,Family rooms,Suites,Non-smoking rooms,Minibar,VIP room facilities,Safe,Room service,Air conditioning,Ironing service,Laundry service,Dry cleaning,24-hour front desk,ATM on site,Shops,Newspaper,Gift shop,Concierge,Baggage storage,24-hour security,Massage,Spa,Meeting rooms,Banquet room,Conference facilities,Business Centre with Internet Access,Car hire,Snack bar,Breakfast buffet,Breakfast available,Restaurant,Coffee shop,Sauna,Fitness / spa changing rooms,Outdoor pool,Pool / beach towels,Hot bath,Wifi,Secured parking,Airport transportation,Children Activities (Kid / Family Friendly),Table tennis,Bar / lounge,Fitness Centre with Gym / Workout Room,Pool,Free High Speed Internet (WiFi),Paid private parking on-site,","Wahat Road 6th of October City, Giza Egypt","Everyone needs a place to lay their weary head. For travelers visiting Giza, Helnan Dreamland Hotel is an excellent choice for rest and rejuvenation. Guest rooms offer amenities such as a flat-screen TV, air conditioning, and a minibar, and guests can go online with free wifi offered by the hotel. Sheraton Dreamland Hotel features a 24-hour front desk, room service, and a concierge, to help make your stay more enjoyable. The property also boasts a pool and breakfast. If you are driving to Helnan Dreamland Hotel, secured parking is available. Should time allow, the Great Sphinx is popular that is relatively easy to get to. Whether you’re traveling for business, pleasure, or both, Helnan Dreamland Hotel is sure to make your visit to Giza one worth remembering.",Giza
Horizon Shahrazad Hotel,3.0,"EGP 2,199","Suites,Complimentary toiletries,Wake-up service / alarm clock,Clothes rack,Telephone,Bath / shower,Extra long beds,Refrigerator,Minibar,Safe,Room service,Housekeeping,Air conditioning,Ironing service,Express check-in / check-out,24-hour front desk,Shared lounge / TV area,Newspaper,Concierge,Baggage storage,Car hire,Shuttle bus service,Breakfast buffet,Restaurant,Wifi,Paid public parking nearby,Meeting rooms,Business Centre with Internet Access,Airport transportation,Children Activities (Kid / Family Friendly),Babysitting,Free breakfast,Free High Speed Internet (WiFi),Valet parking,","182 Corniche Nile St. El Agouza, Giza Egypt","Hosting a central location in Cairo, this hotel is located by the Nile bank and has an impressive view of the river and Cairo Tower. Free WiFi is available in all areas. Horizon Shahrazad Hotel provides services for your immediate convenience. You can also dine or have a drink at the hotel's bar and restaurant. Horizon Shahrazad Hotel is near a number of landmarks.",Giza
Nine Pyramids View Hotel,3.0,"EGP 1,705","Air conditioning,Restaurant,","2 st, Mohamed Hassab Salam, Mansoria, Haram, Giza 12557 Egypt",Hotel,Giza
St. George Hotel,3.0,EGP 745,"Smoking rooms available,Family rooms,Suites,Non-smoking rooms,Wake-up service / alarm clock,Iron,Clothes rack,Complimentary toiletries,Bath / shower,Refrigerator,Telephone,Room service,Housekeeping,Desk,Air conditioning,Breakfast available,Restaurant,Public wifi,Street parking,Laundry service,Dry cleaning,24-hour front desk,Baggage storage,Meeting rooms,Bar / lounge,Free High Speed Internet (WiFi),Free parking,","7 Radwan Ebn El-Tabib Street, Giza Egypt","See why so many travellers make St. George Hotel their hotel of choice when visiting Giza. Providing an ideal mix of value, comfort and convenience, it offers an array of amenities designed for travellers like you.Rooms at St. George Hotel offer a refrigerator, air conditioning, and a desk providing exceptional comfort and convenience, and guests can go online with free wifi.24 hour front desk and baggage storage are some of the conveniences offered at this hotel. A lounge will also help to make your stay even more special. If you are driving to St. George Hotel, free parking is available.Close to The Egyptian Renaissance Sculpture (2.1 mi), a popular Giza landmark, St. George Hotel is a great destination for tourists.Travellers looking to enjoy some falafel can head to Gad Restaurants. Otherwise, you may want to check out a seafood restaurant such as Hamada Fish, Abou Ghaly Seafood Restaurant, or Wadi El Nil.Best of all, St. George Hotel makes it easy to experience some great Giza attractions like Great Pyramid of Cheops (Khufu), which is a popular architectural building.We’re sure you’ll enjoy your stay at St. George Hotel as you experience all of the things Giza has to offer.",Giza
