Hotel Names,Ratings,Number of Reviews,Prices,links,location,Description
26. Oasis Hotel,4 of 5 bubbles,4 reviews,EGP 344,https://www.tripadvisor.in/Hotel_Review-g294201-d15518244-Reviews-Oasis_Hotel-Cairo_Cairo_Governorate.html,"11 Ramsis Street, Abdelmonem Riyadh Square 5th Floor downtown-Cairo, Cairo 11511 Egypt","Situated in Cairo, Cairo Governorate region, Oasis Downtown Hostel is set 1 km from Tahrir Square. Located around 1 km from The Egyptian Museum, the hostel is also 2.4 km away from Khan Al Khalili. The accommodation offers free WiFi. At the hostel, the rooms are equipped with a terrace. At Elwahaa Downtown Hostel, all rooms include air conditioning and a flat-screen TV. A continental breakfast is served each morning at the property. Speaking Arabic and German, staff are always on hand to help at the reception. Al-Azhar Mosque is 2.9 km from the accommodation. The nearest airport is Cairo International Airport, 19 km from Elwahaa Downtown Hostel."
27. Paradise Boutique Hotel,4 of 5 bubbles,78 reviews,"EGP 1,353EGP 1,270",https://www.tripadvisor.in/Hotel_Review-g294201-d12062145-Reviews-Paradise_Boutique_Hotel-Cairo_Cairo_Governorate.html,"18 B 26 of July St, Cairo 11511 Egypt","Paradise Boutique Hotel is 2 star Hotel. located in Downtown Cairo.just a short 10 minutes walk from Tahrir Square. at the most vivid spot in Cairo, where you are surrounded by the most important squares, shops, restaurants, ATM's and Banks. Paradise Boutique Hotel Guests enjoy free WiFi connection throughout the hotel. Welcome to our Hotel"
28. Cairo Paradise Hotel,4.5 of 5 bubbles,172 reviews,EGP 847,https://www.tripadvisor.in/Hotel_Review-g294201-d2413606-Reviews-Cairo_Paradise_Hotel-Cairo_Cairo_Governorate.html,"41 Sherif Street, Cairo 11511 Egypt","Situated in the heart of Cairo, we offers air-conditioned rooms with free Wi-Fi and a balcony. 24-hour front desk, which provides car rentals and a shuttle. The Egyptian Museum is a 10-minute walk away.The spacious rooms at Cairo Paradise Hotel come with a private or shared bathroom. All have a satellite TV and Satellite . Each features an individual decor and is fitted with heating and wooden floors.A continental fresh breakfast,is served daily for the guests.At the tour desk, guests can get information about things to see and do in Cairo. Nasser Metro Station and Ramses Train Station are within a 5-minute walk from the hotel."
29. Tolip Golden Plaza Hotel,3.5 of 5 bubbles,98 reviews,"EGP 2,874",https://www.tripadvisor.in/Hotel_Review-g294201-d12901747-Reviews-Tolip_Golden_Plaza_Hotel-Cairo_Cairo_Governorate.html,"Omar Ibn El Khattab Street, Masaken Al Mohandesin City Stars Area, Cairo 02544 Egypt","Tolip Golden Plaza Hotel is conveniently located in the heart of Heliopolis, the notorious elegant residential and commercial area. The hotel is set 8km from Cairo International Airport, 12 km from the down town Cairo and just few minutes away from The Cairo International Convention Centre. The hotel also enjoys easy access to some of Egypt best shopping malls; it is at a 2-minute walk from City Stars Mall and at a 10-minute drive from Cairo Festival City Mall."
30. Golden Tulip Flamenco Hotel Flamenco Cairo,3.5 of 5 bubbles,457 reviews,"EGP 4,077",https://www.tripadvisor.in/Hotel_Review-g294201-d301551-Reviews-Golden_Tulip_Flamenco_Hotel_Flamenco_Cairo-Cairo_Cairo_Governorate.html,"2 El Gezira El Wosta Street Zamalek, Cairo 11511 Egypt","Golden Tulip Flamenco is an excellent choice for travellers visiting Cairo, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.The rooms offer a flat screen TV and air conditioning, allowing you to rest and refresh with ease.Cairo Golden Tulip features room service and a concierge. In addition, as a valued Golden Tulip Flamenco guest, you can enjoy free breakfast that is available on-site.Close to some of Cairo's most popular landmarks, such as Cairo Tower (1.5 mi) and Zamalek (Gezira Island) (1.6 mi), Golden Tulip Flamenco is a great destination for tourists.Travellers looking to enjoy some shrimp can head to Kadoura Fish Restaurant, Birdcage, or Abou el-Sid. Otherwise, you may want to check out a French restaurant such as The Revolving Restaurant, Le Deck, or The Grill Restaurant & Lounge.Cairo is also home to Egyptian Geology Museum, a popular science museum that is not too far from Cairo Golden Tulip.Enjoy your stay in Cairo!"
"Holiday Inn Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,"1,087 reviews","EGP 3,727",https://www.tripadvisor.in/Hotel_Review-g294201-d817571-Reviews-Holiday_Inn_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Ali Rashed Street Heliopolis, Cairo 11757 Egypt","A modern, family-friendly hotel in Cairo's dynamic Citystars Heliopolis In the heart of Citystars business and leisure complex and just 10 minutes from Cairo International Airport, the Holiday Inn® Cairo Citystars hotel is an ideal base for exploring the modern and historic attractions of Egypt's capital. Next to the hotel, Stars Centre Mall is home to over 640 of shops and high-tech amusements including Snow City and Magic Galaxy, Egypt's largest indoor theme park. Downtown Cairo is less than half an hour away. The hotel's family-friendly atmosphere makes everyone feel at home, from the rooftop garden with its adults' and children's swimming pools, to the Star Corner Café in the lobby. Open 24-hours, Windows Restaurant tempts diners with heaped international buffets and live cooking stations, and Indira Restaurant serves some of the best Indian food in Cairo. Business travelers appreciate the fast, free Wi-Fi, business center and 24-hour room service. Need to hold a meeting?"
"InterContinental Cairo Semiramis, an IHG Hotel",4.5 of 5 bubbles,"2,840 reviews","EGP 5,893",https://www.tripadvisor.in/Hotel_Review-g294201-d299113-Reviews-InterContinental_Cairo_Semiramis_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Corniche El Nil, Cairo 11511 Egypt","On the historic Semiramis hotel site, guests can enjoy modern luxury by the river Nile. Semiramis InterContinental Cairo is 23 KM from Cairo International airport with a premium location in the heart of the city center next to the Egyptian Museum and Khan el Khalili. The Hotel features a 26 sq m2 rooftop pool, fine dining with exquisite cuisine, conference facilities, a state of the art spa, a shopping arcade, and the Nile Terrace offering stunning views of the sunset over the Nile."
"31. InterContinental Citystars Cairo, an IHG Hotel",4.5 of 5 bubbles,"2,549 reviews","EGP 6,414",https://www.tripadvisor.in/Hotel_Review-g294201-d536381-Reviews-InterContinental_Citystars_Cairo_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Omar Ibn El Khattab Street Heliopolis, Cairo 11737 Egypt","Explore Cairo's heritage amidst modern luxuries and stay at the five-star InterContinental Citystars Cairo hotel in Cairo's Heliopolis, next to Stars Centre Mall. Relax in grand rooms with beautiful furnishings and views. Indulge at our 10 exquisite restaurants and bars. Need event space? Our private meeting rooms and Egypt's largest ballroom will satisfy your requirements. Our concierge gladly arranges private tours of the nearby Cairo Citadel, the Pyramids, and soon, The Grand Egyptian Museum."
32. Renaissance Cairo Mirage City Hotel,4.5 of 5 bubbles,"1,071 reviews","EGP 6,227",https://www.tripadvisor.in/Hotel_Review-g294201-d4267134-Reviews-Renaissance_Cairo_Mirage_City_Hotel-Cairo_Cairo_Governorate.html,"Ring Road, Mirage City Heliopolis, Cairo 11511 Egypt","Welcome to Renaissance Cairo Mirage City Hotel, the latest addition to the luxurious Mirage City compound in New Cairo City, Cairo, Egypt's new business and leisure center. With 10 minutes to downtown Heliopolis with all its magnificence and glory. Renaissance Cairo Mirage City Hotel in Heliopolis is just the right mix of Cairo’s historic elegance and modern day sophistication that will make you feel at home the moment you check in."
33. Triumph Luxury Hotel,5 of 5 bubbles,587 reviews,"EGP 4,558",https://www.tripadvisor.in/Hotel_Review-g294201-d15190206-Reviews-Triumph_Luxury_Hotel-Cairo_Cairo_Governorate.html,"Block 19 In Front Of Katameya Heights, Cairo 11511 Egypt","Contemporary designs, elegant interiors, and perfect location! Triumph Luxury Hotel is ideal for families, couples & business travelers alike. With its prime location in one of New Cairo’s best districts, the 5th settlement, the hotel is just a few minutes away from the business district, top shopping venues, and some of the best nightspots in town. The hotel also lies in close proximity to Cairo International Airport. Triumph Luxury Hotel offers you the ultimate hospitality experience you can wish for, in a warm & friendly manner"
"34. Holiday Inn & Suites Cairo Maadi, an IHG Hotel",4 of 5 bubbles,754 reviews,"EGP 5,091",https://www.tripadvisor.in/Hotel_Review-g294201-d299627-Reviews-Holiday_Inn_Suites_Cairo_Maadi_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"29 Corniche El Nil, Maadi Maadi, Cairo 11511 Egypt","Overlooking the majestic Nile River and hosting panoramic views of the Great Pyramids of Giza, Holiday Inn Suites Cairo Maadi is your perfect home away from home. Whether for business or leisure, our suites are perfectly crafted with state-of-the-art facilities to accommodate your long-term staying needs."
35. Hilton Cairo Zamalek Residences,4 of 5 bubbles,973 reviews,"EGP 5,363",https://www.tripadvisor.in/Hotel_Review-g294201-d301697-Reviews-Hilton_Cairo_Zamalek_Residences-Cairo_Cairo_Governorate.html,"21 Mohamed Mazhar St. Zamalek, Cairo 11511 Egypt","Set on the picturesque and exclusive island of Zamalek on the magnificent waters of the River Nile, the Hilton Zamalek Residence Cairo is located in a tranquil spot between downtown Cairo and Giza and is only 12 miles from Cairo Airport. All of the luxurious guest rooms at this hotel in Cairo offer spectacular city or river views and feature modern amenities such as high-speed internet access and LCD TVs. Upgrade to an elegant suite for additional space, a kitchen, living and dining areas and terraces offering scenic Nile views. Hold a professional conference in one of 3 flexible meeting rooms, all of which feature the latest in audio/visual technology and make use of our business center. Dine on international and oriental cuisine overlooking the pool and the River Nile in Nile Breeze, listen to live music in the Tea Time Lounge and enjoy casual al fresco food and drink on the deck at Waves. Work out in the complimentary Fitness Center, swim lengths in the heated swimming pool, which features a Jacuzzi or indulge in a massage while the little ones have fun in the Children’s Play Area. Explore the Egyptian Museum, experience the exotic sights, sounds and smells of the vibrant Egyptian Bazaar, 'Khan El-Khalili' and marvel at the Great Sphinx and Pyramids at Giza."
Fairmont Nile City,4.5 of 5 bubbles,"5,391 reviews","EGP 4,838",https://www.tripadvisor.in/Hotel_Review-g294201-d580690-Reviews-Fairmont_Nile_City-Cairo_Cairo_Governorate.html,"Nile City Towers - 2005 B, Corniche El Nil Ramlet Beaulac, Cairo 2466 Egypt","A melting pot of history and diversity, the city of Cairo is ideal for both business and leisure. Like the city itself, Fairmont Nile City offers a delightful series of contrasts, combining advanced technology and modern design with local flavors and flair. With sweeping panoramas of the river Nile and the Pyramids in the distance, Cairo’s beauty and history are always in sight from your luxury accommodation. During your stay, embark on culinary adventures at the city’s finest restaurants, enjoy the fresh air at our rooftop poolside restaurant and pamper yourself at Willow Stream Spa. Part of the prestigious Nile City complex, this luxury hotel is the perfect location for business events. The space consists of 845 square meters (9,100 square feet) plus 450 square meters (4,800 square feet) of outdoor space dedicated to meetings and conventions, comprising of 10 meeting rooms including a ballroom. The space also offers spectacular river Nile views."
"36. Holiday Inn Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,"1,087 reviews","EGP 3,882EGP 3,727",https://www.tripadvisor.in/Hotel_Review-g294201-d817571-Reviews-Holiday_Inn_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Ali Rashed Street Heliopolis, Cairo 11757 Egypt","A modern, family-friendly hotel in Cairo's dynamic Citystars Heliopolis In the heart of Citystars business and leisure complex and just 10 minutes from Cairo International Airport, the Holiday Inn® Cairo Citystars hotel is an ideal base for exploring the modern and historic attractions of Egypt's capital. Next to the hotel, Stars Centre Mall is home to over 640 of shops and high-tech amusements including Snow City and Magic Galaxy, Egypt's largest indoor theme park. Downtown Cairo is less than half an hour away. The hotel's family-friendly atmosphere makes everyone feel at home, from the rooftop garden with its adults' and children's swimming pools, to the Star Corner Café in the lobby. Open 24-hours, Windows Restaurant tempts diners with heaped international buffets and live cooking stations, and Indira Restaurant serves some of the best Indian food in Cairo. Business travelers appreciate the fast, free Wi-Fi, business center and 24-hour room service. Need to hold a meeting?"
37. Cairo World Trade Center Hotel & Residences,4 of 5 bubbles,502 reviews,"EGP 5,274EGP 4,023",https://www.tripadvisor.in/Hotel_Review-g294201-d543043-Reviews-Cairo_World_Trade_Center_Hotel_Residences-Cairo_Cairo_Governorate.html,"1191 Courniche El Nile Street, Cairo 11511 Egypt","On the River Nile and part of the World Trade Centre complex, the Cairo World Trade Centre Residence is a 10 minute walk from the business district, Egyptian museum, famous Tahrir square, 30-45 minutes from Cairo International Airport. The hotel is 200 yards from the 15th of May bridge. Refined luxury and service await you. 104 breathtaking tower suites, ideally located at the east bank of the River Nile, combined downtown convenience . To reach the Cairo World Trade Centre Residence from Cairo International Airport take Orouba Road and then 6th of October Bridge. Take the 15th of May Bridge exit and from there the Cornich El Nile exit (the 3rd right after you get off the bridge). Depending on traffic, expect the 12-mile drive to take 30-45 minutes."
38. Conrad Cairo,4.5 of 5 bubbles,"2,673 reviews","EGP 5,652",https://www.tripadvisor.in/Hotel_Review-g294201-d302720-Reviews-Conrad_Cairo-Cairo_Cairo_Governorate.html,"1191 Nile Corniche, Cairo 11221 Egypt","Overlooking the magnificent River Nile, Conrad Cairo is set in the heart of bustling downtown. This award-winning event and business hotel offers city explorers premium rooms, elegant dining and 24-hour entertainment with a glamorous International Casino. Conrad Cairo offers spectacular River Nile views from every room. Enjoy easy access to city center businesses, as well as legendary attractions such as the Sphinx and Giza Pyramid. Extensive amenities include an on-site health club and outdoor swimming pool. Hotel boutiques, florist, beauty salon and shoe shine are also available for your convenience. Six outstanding restaurants and bars offer round the clock dining and entertainment. Visit the International Casino with a cocktail in hand and experience the glitz and glamour of Stage One bar. Our hotel is now in the TripAdvisor Hall of Fame, receiving outstanding traveler reviews and a TripAdvisor Certificate of Excellence six years in a row."
"39. The Westin Cairo Golf Resort & Spa, Katameya Dunes",4.5 of 5 bubbles,507 reviews,"EGP 6,461EGP 6,315",https://www.tripadvisor.in/Hotel_Review-g294201-d10745996-Reviews-The_Westin_Cairo_Golf_Resort_Spa_Katameya_Dunes-Cairo_Cairo_Governorate.html,"Road 90, New Cairo City Katameya Dunes, Cairo 11835 Egypt","A Heavenly Retreat of Well-Being in Cairo A sanctuary of well-being amidst bustling Cairo, The Westin Cairo Golf Resort & Spa Katameya Dunes is tucked away in this fast-emerging, upscale, integrated lifestyle enclave in New Cairo, where people escape to discover a relaxing haven, offering 177 rooms & suites inside “Katameya Dunes Compound”, the city’s high-end residential compound. At The Westin Cairo Golf Resort & Spa - Katameya Dunes, every aspect of your stay is carefully designed, from our innovative programs to our revitalizing amenities, everything we do is for a better you. Surrounded by the 27 holes, Sir Nick Faldo designed, Golf Course that is configured into two Championship Golf Courses, The lake, and The Palms. The hotel relaxing facilities set the stage for an energizing stay, inviting every guest to relax and reset. The resort provides an innovative approach to well-being where guests feel they can achieve perfect balance and surrender to the healing touch of enriching experiences so that they can reach their fullest potential. The resort invites guests to a vibrant culinary journey delivered within three dining concepts; from delicious healthy to the finest international ingredients for an unforgettable sensory food experience in the city of Cairo At The Westin Cairo Golf Resort & Spa - Katameya Dunes, our mission is to enable guests to live energizing experiences for the mind, body, and spirit. Our touchpoints and initiatives are designed from our desire to allow for a better you in Cairo. From the contemporary and spacious rooms and suites featuring the iconic Westin Heavenly Bed to the latest WestinWORKOUT fitness studio, a visit to the signature Heavenly Spa, no detail is overlooked. From the moment guests arrive, they feel Westin’s essence, but combined with multicultural flavors elevated by the engaged approach of the warm Egyptian hosts who help them enjoy their stay. All associates are inspired to instinctively and thoughtfully respond to guests’ needs on a personal level. Ultimately, the revitalized travelers and loved ones leave The Westin Cairo Golf Resort & Spa - Katameya Dunes relaxed, enriched, renewed & feeling better."
"40. The Nile Ritz-Carlton, Cairo",4.5 of 5 bubbles,"1,095 reviews","EGP 15,449EGP 14,859",https://www.tripadvisor.in/Hotel_Review-g294201-d8704648-Reviews-The_Nile_Ritz_Carlton_Cairo-Cairo_Cairo_Governorate.html,"1113 Corniche El Nil, Cairo 11221 Egypt","The Nile Ritz-Carlton, Cairo occupies the most iconic location in Cairo, Egypt along the Nile River with views of old and new Egypt. It carries a rich legacy, long-celebrated as an icon of luxury within the city. Views are unmatched, encompassing Tahrir Square and the Egyptian Museum, whilst guests are immersed in the diversity of the Egyptian culture, and treated to the service of Kings."
"Staybridge Suites Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,234 reviews,"EGP 4,825",https://www.tripadvisor.in/Hotel_Review-g294201-d1150283-Reviews-Staybridge_Suites_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Emtedad Makram Obied Street Heliopolis, Cairo 11737 Egypt","Modern serviced apartments for extended stays in dynamic Cairo Citystars.Offering the comfort and convenience of a home away from home, Staybridge Suites® Cairo Citystars has everything you need for independent living in the exciting commercial hub of Heliopolis. With direct access to Stars Centre shopping mall, and just a seven-minute drive from Cairo International Airport and Cairo International Convention and Exhibition Centre, our 140 fully furnished studios and suites place travelers where they need to be. The buzzing streets of downtown Cairo are half an hour away, with the Great Pyramids a little further.Business travelers on extended stays in Cairo can settle into a spacious studio or suite with up to three bedrooms. Full kitchens and living areas let you cook, work and entertain in style, and Wi-Fi is complimentary throughout. A free buffet breakfast sets you up for the day, and an Evening Social invites you to mingle with fellow guests over dinner three nights a week."
41. Galaxy Royal Suites Hotel,4 of 5 bubbles,33 reviews,"EGP 1,835",https://www.tripadvisor.in/Hotel_Review-g294201-d12233101-Reviews-Galaxy_Royal_Suites_Hotel-Cairo_Cairo_Governorate.html,"67 Abdulaziz Al Saud, Cairo 11511 Egypt","Galaxy Royal Suites Hotel is an excellent choice for travellers visiting Cairo, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.Free wifi is offered to guests, and rooms at Galaxy Royal Suites Hotel offer air conditioning, a refrigerator, and a minibar.During your stay, take advantage of some of the amenities offered, including 24 hour front desk, room service, and a concierge. Guests of Galaxy Royal Suites Hotel are also welcome to enjoy breakfast, located on site. For travellers arriving by car, free parking is available.Close to some of Cairo's most popular landmarks, such as Mosque of Ibn Tulun (1.7 mi) and Gayer-Anderson Museum (Bayt al-Kiritliya) (1.8 mi), Galaxy Royal Suites Hotel is a great destination for tourists.During your visit, be sure to check out a popular Cairo tempura restaurant such as Torii The Gateway To Sushi And Teppanyaki, which is a short distance from Galaxy Royal Suites Hotel.Plus, during your trip, don’t forget to check out some of the popular art galleries, such as Sami Amin, Old Egypt For Fine Art, and Picasso Art Gallery Egypt.Enjoy your stay in Cairo!"
42. The Gabriel Hotel,4 of 5 bubbles,102 reviews,"EGP 2,840",https://www.tripadvisor.in/Hotel_Review-g294201-d3412402-Reviews-The_Gabriel_Hotel-Cairo_Cairo_Governorate.html,"Autostrad Road, Sun City Mall, Masaken Sheraton, Cairo 99999 Egypt","Situated in one of Cairo's affluent districts- Heliopolis, The Gabriel's design is inspired by classical era and is decorated with warm colours. It offers modern accommodation with free Wi-Fi, an outdoor pool and a retail arcade.The rooms and suites at The Gabriel feature luxurious furnishings and are fitted with Egyptian cotton bedding. Each has a seating area with a flat-screen TV, Bose sound system and a wardrobe. The bathroom is fitted with designer amenities.Salt Restaurant and Bar is a gourmet restaurant that serves Mediterranean cuisine prepared with finest fresh local and Mediterranean ingredients combined with spices and herbs. Room service is available 24 hours.The Gabriel is attached to SunCity Mall, home of many international and local retail brands,variety of food and beverage outlets, a bowling center, multi language Cinemas and many more activities for the entire family. The famous Baron Palace is only 3 km away while Cairo International Airport is 5 km drive away. Private parking is possible on site."
43. Traveler's House Hotel,4.5 of 5 bubbles,72 reviews,EGP 534,https://www.tripadvisor.in/Hotel_Review-g294201-d1799808-Reviews-Traveler_s_House_Hotel-Cairo_Cairo_Governorate.html,"43 Sherief Street 4Th Floor, Cairo 11511 Egypt","Newly opened. Finally after looking for the best central point in Cairo for all travelers we found this strategic location to establish travelers house, the hostel is situated in the heart of downtown. Therefore we are so close to everywhere - 8 minutes walk to Egyptian museum, 2 minutes walk to subway (Nasser, Attaba and Orabi metro stations), 10 minutes walk to the main bus station (Turguman station), 11 minutes walk to the train station (Ramses station), 17 minutes walk to the oldest and most famous market (Khan el-Khalili bazaar), 30 minutes drive from Cairo International airport. Located around the hostel collection of Egyptian and international banks, restaurants and coffee shops (24 hours service)..Travelers House has large rooms with high ceilings and high quality furniture and equipped with air-conditioning which make your stay pleasant and comfortable. The fresh towels and the linen are available 24 hours for free, 24 hour hot water in the private bathrooms inside the rooms and the shared bathrooms."
44. Pension Roma,4 of 5 bubbles,185 reviews,EGP 757EGP 701,https://www.tripadvisor.in/Hotel_Review-g294201-d309020-Reviews-Pension_Roma-Cairo_Cairo_Governorate.html,"169 Muhammad Farid, Cairo 11511 Egypt","Wonderful place in the very center of the City. In a nice 1900 Italian style building, a soulful ""pensione"" furnished with taste with vintage furniture and kept with a lot of care by the same owner for 50 years and her staff, always available. Spacious rooms with high ceiling and hardwood floor, each one has its own decoration and spirit, some with balconies with columns. Many different configurations available, just ask: with AC or ceiling fan (we tried both, fan was enough even in summer), with or without shower and toilets in the the room (but the communal bathrooms are also very clean), all with at least a sink, single, double, double + single bed for families, on the street (vibrant city vibe) or on the back lane (very quiet). Very clean, comfortable and functional. Same for the communal spaces, large TV salon and dining room. Possible to order lunch and dinner too. Great vintage atmosphere, a lot of charm, an experience out of time…"
45. TOLIP Family Park Hotel,3 of 5 bubbles,53 reviews,"EGP 1,639",https://www.tripadvisor.in/Hotel_Review-g294201-d8788022-Reviews-TOLIP_Family_Park_Hotel-Cairo_Cairo_Governorate.html,"Km 26, Cairo suez rd.,Beside Family Park, Cairo 2425 Egypt","The stay was very bad Although we were more than friends, we were exposed to a disaster that did not happen in a hotel A sperm worker named Nour asks to dress in a strange way, which is really a disaster. Are hotels not good in selection or training? The girl used to treat us as if we were in my coffee. Actually, she has a bottle of water for her. She wishes for sugar. She wishes for a market price. I am really sad. All of this can be accepted, but entering the room takes many things of ours. This is a disaster. Once again at the hotel"
"InterContinental Citystars Cairo, an IHG Hotel",4.5 of 5 bubbles,"2,549 reviews","EGP 6,471",https://www.tripadvisor.in/Hotel_Review-g294201-d536381-Reviews-InterContinental_Citystars_Cairo_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Omar Ibn El Khattab Street Heliopolis, Cairo 11737 Egypt","Explore Cairo's heritage amidst modern luxuries and stay at the five-star InterContinental Citystars Cairo hotel in Cairo's Heliopolis, next to Stars Centre Mall. Relax in grand rooms with beautiful furnishings and views. Indulge at our 10 exquisite restaurants and bars. Need event space? Our private meeting rooms and Egypt's largest ballroom will satisfy your requirements. Our concierge gladly arranges private tours of the nearby Cairo Citadel, the Pyramids, and soon, The Grand Egyptian Museum."
46. Cleopatra Hotel,3.5 of 5 bubbles,81 reviews,"EGP 2,684EGP 2,168",https://www.tripadvisor.in/Hotel_Review-g294201-d13327782-Reviews-Cleopatra_Hotel-Cairo_Cairo_Governorate.html,"2 Al Bustan Street Tahrir Square, Downtown, Cairo 11511 Egypt","Situated within 200 m of Cairo Museum and Nile River, Cleopatra Hotel offers rooms in Cairo. Featuring on-site dining, this 3-star hotel has air-conditioned rooms with a private bathroom. AUC Main Campus is 300 m from the hotel and Sudan Embassy is a 9-minute walk away and has subway access. The units at the hotel are fitted with a seating area. Each room is fitted with a flat-screen TV, and selected rooms also offer a river view. All rooms will provide guests with a desk and a kettle. A buffet breakfast is served every morning at the property. Staff at the 24-hour front desk can help guests with any queries that they may have. Popular points of interest near Cleopatra Hotel include El-Ahly Sporting Club, New Cairo Opera and Azbakeya Park. The nearest airport is Cairo International Airport, 17 km from the accommodation."
47. Nile View Jewel Hotel,3.5 of 5 bubbles,75 reviews,"EGP 2,344",https://www.tripadvisor.in/Hotel_Review-g294201-d12636131-Reviews-Nile_View_Jewel_Hotel-Cairo_Cairo_Governorate.html,"Nile Cornaish, Maadi Front of Star Towers, Cairo 11511 Egypt","Nile View - Zamalek is an excellent choice for travellers visiting Cairo, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.Free wifi is offered to guests, and rooms at Nile View - Zamalek offer a minibar, air conditioning, and a seating area.During your stay, take advantage of some of the amenities offered, including 24 hour front desk, room service, and a coffee shop. Guests of Nile View - Zamalek are also welcome to enjoy a rooftop pool and an on-site restaurant. For travellers arriving by car, free parking is available.Nearby landmarks such as Mosque of Al-Azhar (1.5 mi) and Mosque of Ibn Tulun (1.8 mi) make Nile View - Zamalek a great place to stay when visiting Cairo.While staying in Cairo, you can check out a popular wine bar like UnderGround, which is serving up some great dishes.Plus, during your trip, don't forget to check out Cairo Tower (0.5 mi), Zamalek (Gezira Island) (0.5 mi), and Manial Palace Museum (0.8 mi), some attractions that are a short walk from Nile View - Zamalek.Enjoy your stay in Cairo!"
48. Safari Hotel,4 of 5 bubbles,24 reviews,EGP 120,https://www.tripadvisor.in/Hotel_Review-g294201-d1202108-Reviews-Safari_Hotel-Cairo_Cairo_Governorate.html,"4 Souq Eltawfiqia St, 5th Floor, Cairo 11511 Egypt","Welcome to Safari Hotel, the oldest Japanese Hotel in Cairo. Safari Hotel was originally established in 1992 and it was dedicated mainly for Japanese guests (travelers & pack backers). We are Located in the middle of Cairo Downtown, a 10 minute walk to the Egyptian Museum and 5 minute walk to Nasser metro station, which connects you to the rest of Cairo."
49. Nile Crystal Hotel,5 of 5 bubbles,1 review,EGP 678EGP 605,https://www.tripadvisor.in/Hotel_Review-g294201-d21505944-Reviews-Nile_Crystal_Hotel-Cairo_Cairo_Governorate.html,"13 Meret Basha, Cairo 11511 Egypt","O dono do hotel, Mohammed, foi sempre super simpático mesmo depois dos enumeros favores que lhe pedimos. Podemos tomar banho depois de uma longa viagem até ao Cairo antes da hora do check-in.  Permitiu que deixasse-mos as malas no hotel quando voltamos ao Cairo uns dias depois. E a todos os pedidos respondeu com um chá e com um ""You are welcome"". Sentimo-nos de facto bem-vindas a este espaço.  Para além de tudo isto, a localização do hotel é excelente."
50. The St. Regis Cairo,5 of 5 bubbles,496 reviews,"EGP 19,446",https://www.tripadvisor.in/Hotel_Review-g294201-d12527818-Reviews-The_St_Regis_Cairo-Cairo_Cairo_Governorate.html,"1189 Nile Corniche Downtown, Cairo 11221 Egypt","Uncompromising standards combine with thoughtfully curated amenities in 233 spacious guest rooms, 50 exclusive suites, and 79 luxury apartments. Exquisite local heritage is reflected in outstanding views of the river and authentic Old Cairo, as well as in each sanctuary’s interior."
Sofitel Cairo Nile El Gezirah,4.5 of 5 bubbles,"3,918 reviews","EGP 5,379",https://www.tripadvisor.in/Hotel_Review-g294201-d304481-Reviews-Sofitel_Cairo_Nile_El_Gezirah-Cairo_Cairo_Governorate.html,"3 El Thawra Council St Zamalek, Cairo Egypt","On the southern tip of Gezirah Island, the hotel is a corner of paradise in central Cairo, minutes from Cairo’s business districts. Discover a haven of peace during a vacation in Egypt, and a comfortable base to rest after a successful day of business. Relax by the pool, pamper yourself in Sofitel SPA, wine and dine in our international restaurants and bars. Surrender to luxury and come for a day, a weekend, a week…or more. A stroll along the hotel’s lush riverside promenade takes you to a host of acclaimed restaurants and bars. You can take your time, enjoying the cool shade of exotic palms and breathing in the scent of hibiscus. You’ll hear the gentle sound of water lapping as you rest on a Nile-side terrace with a cool drink, and dine on international cuisine. It’s especially beautiful at dusk, when the sun sets over Cairo’s skyline and vibrant nightlife. Escape the city for a day at our secluded Cairo hotel, which feels like an exclusive Egyptian resort set in lush gardens. Take advantage of Sofitel SPA and Sofitel FIT, float in an infinity pool overlooking the Nile, unwind in a bubbling whirlpool bath… whatever you desire. Day membership includes discounts to the restaurants and bars which line the Nile-side promenade, promising refreshment and fun for families, couples and friends."
