Hotel Names,Ratings,Number of Reviews,Prices,links,location,Description
41. Grand Agor,4.5 of 5 bubbles,38 reviews,"EGP 1,806EGP 1,171",https://www.tripadvisor.in/Hotel_Review-g294201-d12239092-Reviews-Grand_Agor-Cairo_Cairo_Governorate.html,"15 Shareef St In front of the National Bank of Egypt, Cairo 11511 Egypt","See why so many travellers make Grand Agor their small hotel of choice when visiting Cairo. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travellers like you.You’ll enjoy relaxing rooms that offer air conditioning, and you can stay connected during your stay as Grand Agor offers guests free wifi.The small hotel features 24 hour front desk, a concierge, and baggage storage. Plus, Grand Agor offers an on-site restaurant, providing a pleasant respite from your busy day. For guests with a vehicle, street parking is available.While in Cairo, you may want to check out some of the restaurants that are a short walk away from Grand Agor, including The Tap Maadi (0.4 mi) and Rosto (0.5 mi).Plus, during your trip, don’t forget to check out some of the popular architectural buildings, such as Khan Al-Khalili, Citadel (Al-Qalaa), and Chaar-Hachamaim Synagogue.We’re sure you’ll enjoy your stay at Grand Agor as you experience all of the things Cairo has to offer."
42. Tolip El Galaa Hotel Cairo,3.5 of 5 bubbles,84 reviews,"EGP 1,875",https://www.tripadvisor.in/Hotel_Review-g294201-d7744714-Reviews-Tolip_El_Galaa_Hotel_Cairo-Cairo_Cairo_Governorate.html,"40 El Orouba Street Heliopolis, Cairo 11511 Egypt","Everyone needs a place to lay their weary head. For travellers visiting Cairo, Tolip El Galaa Hotel Cairo is an excellent choice for rest and rejuvenation. Well-known for its family-friendly environment and proximity to great restaurants and attractions, Tolip El Galaa Hotel Cairo makes it easy to enjoy the best of Cairo.Guest rooms offer air conditioning, and Tolip El Galaa Hotel Cairo makes getting online easy as free wifi is available.You can also take advantage of some of the amenities offered by the hotel, including 24 hour front desk, room service, and a concierge. In addition, guests can enjoy a pool and an on-site restaurant during their visit. As an added convenience, there is free parking available to guests.Given the close proximity of popular landmarks, such as St. Mark's Coptic Orthodox Church (1.3 mi) and Saqqara (Sakkara) Pyramids (1.3 mi), guests of Tolip El Galaa Hotel Cairo can easily experience some of Cairo's most well known attractions.If you like barbeque restaurants, Tolip El Galaa Hotel Cairo is conveniently located near Abou Shakra, Studio Masr, and Qasr Abou Atallah For BBQ.Best of all, Tolip El Galaa Hotel Cairo makes it easy to experience many great Cairo attractions like Manial Palace Museum, Museum of Islamic Arts, and Abdeen Palace Museum, which are some popular history museums.Whether you’re travelling for business, pleasure or both, Tolip El Galaa Hotel Cairo is sure to make your visit to Cairo one worth remembering."
"43. The Nile Ritz-Carlton, Cairo",4.5 of 5 bubbles,"1,096 reviews","EGP 15,127EGP 14,548",https://www.tripadvisor.in/Hotel_Review-g294201-d8704648-Reviews-The_Nile_Ritz_Carlton_Cairo-Cairo_Cairo_Governorate.html,"1113 Corniche El Nil, Cairo 11221 Egypt","The Nile Ritz-Carlton, Cairo occupies the most iconic location in Cairo, Egypt along the Nile River with views of old and new Egypt. It carries a rich legacy, long-celebrated as an icon of luxury within the city. Views are unmatched, encompassing Tahrir Square and the Egyptian Museum, whilst guests are immersed in the diversity of the Egyptian culture, and treated to the service of Kings."
44. Villa Belle Epoque,4 of 5 bubbles,102 reviews,"EGP 5,158EGP 4,610",https://www.tripadvisor.in/Hotel_Review-g294201-d1722944-Reviews-Villa_Belle_Epoque-Cairo_Cairo_Governorate.html,"63 Street 13, Villa Maadi, Cairo 11511 Egypt","Situated in the heart of Maadi, Villa Belle Époque allows visitors to relive the comfort and elegance of a bygone era while enjoying every modern amenity."
45. Arabella Residence,4.5 of 5 bubbles,37 reviews,"EGP 1,893",https://www.tripadvisor.in/Hotel_Review-g294201-d17445007-Reviews-Arabella_Residence-Cairo_Cairo_Governorate.html,"201 Gamal Abdel Nasser, Cairo 11511 Egypt","Set 500m from Arabella Plaza, 10 minutes from Cairo Festival City Mall, this Aparthotel and Suites offers free WiFi. The property is located 1.3 km (2 min) from German University in Cairo, 9 km (10 min)from American University in Cairo. At the hotel every room comes with a seating area, a dining area and a bathroom with a hot tub in some rooms . Every room includes air conditioning and heating system"
"Staybridge Suites Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,234 reviews,"EGP 4,825",https://www.tripadvisor.in/Hotel_Review-g294201-d1150283-Reviews-Staybridge_Suites_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Emtedad Makram Obied Street Heliopolis, Cairo 11737 Egypt","Modern serviced apartments for extended stays in dynamic Cairo Citystars. Offering the comfort and convenience of a home away from home, Staybridge Suites® Cairo Citystars has everything you need for independent living in the exciting commercial hub of Heliopolis. With direct access to Stars Centre shopping mall, and just a seven-minute drive from Cairo International Airport and Cairo International Convention and Exhibition Centre, our 140 fully furnished studios and suites place travelers where they need to be. The buzzing streets of downtown Cairo are half an hour away, with the Great Pyramids a little further. Business travelers on extended stays in Cairo can settle into a spacious studio or suite with up to three bedrooms. Full kitchens and living areas let you cook, work and entertain in style, and Wi-Fi is complimentary throughout. A free buffet breakfast sets you up for the day, and an Evening Social invites you to mingle with fellow guests over dinner three nights a week."
46. Swiss Inn Hotel,4 of 5 bubbles,118 reviews,EGP 858,https://www.tripadvisor.in/Hotel_Review-g294201-d1635921-Reviews-Swiss_Inn_Hotel-Cairo_Cairo_Governorate.html,"7 El Hegaz Street Gezeera Met Okba, El Agouza, Mısır, Cairo Egypt","3 star hotel in the heart of Cairo Egypt, 30 min to the pyramids. 47 air conditioned rooms with power shower in private bathroom. Restaurant, bar, laundry, free wireless internet and conference room. Free airport pick up. also we have 3 private restaurants Deals-Rouge-Almaz"
47. Bella Casa Hostel,5 of 5 bubbles,14 reviews,EGP 311,https://www.tripadvisor.in/Hotel_Review-g294201-d19650680-Reviews-Bella_Casa_Hostel-Cairo_Cairo_Governorate.html,"2 Al Bostan Al Seidi Street Huda Shaarawy, Talaat Harb, Cairo 11511 Egypt","Wonderful hostel in a very unique location in the heart of downtown Cairo where everything is nearby we provide clean rooms with supreme service and good budget we also organise tour,pickups and tickets services"
48. President Hotel,3 of 5 bubbles,181 reviews,"EGP 2,946",https://www.tripadvisor.in/Hotel_Review-g294201-d302715-Reviews-President_Hotel-Cairo_Cairo_Governorate.html,"22 Taha Hussein Str Zamalek District, Cairo Egypt",Central Hotel occupying the first & top 4 floors of an apartment building in residential area near embassies.
49. Havana Hotel Cairo,4 of 5 bubbles,184 reviews,"EGP 1,516",https://www.tripadvisor.in/Hotel_Review-g294201-d605882-Reviews-Havana_Hotel_Cairo-Cairo_Cairo_Governorate.html,"26 Syria St Mohandseen, Cairo 11511 Egypt","3 star hotel in the heart of Cairo Egypt, 30 min to the pyramids. 25 air conditioned rooms with power shower in private bathroom. Restaurant, bar, coffee are available 24 hours, laundry, free wireless internet and conference room. Free airport pick up."
50. The Gabriel Hotel,4 of 5 bubbles,102 reviews,"EGP 2,840",https://www.tripadvisor.in/Hotel_Review-g294201-d3412402-Reviews-The_Gabriel_Hotel-Cairo_Cairo_Governorate.html,"Autostrad Road, Sun City Mall, Masaken Sheraton, Cairo 99999 Egypt","Situated in one of Cairo's affluent districts- Heliopolis, The Gabriel's design is inspired by classical era and is decorated with warm colours. It offers modern accommodation with free Wi-Fi, an outdoor pool and a retail arcade.The rooms and suites at The Gabriel feature luxurious furnishings and are fitted with Egyptian cotton bedding. Each has a seating area with a flat-screen TV, Bose sound system and a wardrobe. The bathroom is fitted with designer amenities.Salt Restaurant and Bar is a gourmet restaurant that serves Mediterranean cuisine prepared with finest fresh local and Mediterranean ingredients combined with spices and herbs. Room service is available 24 hours.The Gabriel is attached to SunCity Mall, home of many international and local retail brands,variety of food and beverage outlets, a bowling center, multi language Cinemas and many more activities for the entire family. The famous Baron Palace is only 3 km away while Cairo International Airport is 5 km drive away. Private parking is possible on site."
"InterContinental Citystars Cairo, an IHG Hotel",4.5 of 5 bubbles,"2,549 reviews","EGP 6,470",https://www.tripadvisor.in/Hotel_Review-g294201-d536381-Reviews-InterContinental_Citystars_Cairo_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Omar Ibn El Khattab Street Heliopolis, Cairo 11737 Egypt","Explore Cairo's heritage amidst modern luxuries and stay at the five-star InterContinental Citystars Cairo hotel in Cairo's Heliopolis, next to Stars Centre Mall. Relax in grand rooms with beautiful furnishings and views. Indulge at our 10 exquisite restaurants and bars. Need event space? Our private meeting rooms and Egypt's largest ballroom will satisfy your requirements. Our concierge gladly arranges private tours of the nearby Cairo Citadel, the Pyramids, and soon, The Grand Egyptian Museum."
51. Lotus Hotel,3.5 of 5 bubbles,118 reviews,EGP 409,https://www.tripadvisor.in/Hotel_Review-g294201-d497919-Reviews-Lotus_Hotel-Cairo_Cairo_Governorate.html,"12 Talat Harb down town City Centre, Cairo 11511 Egypt","HOTEL located at down town City Centre. Walking distance to Egyptian Museum, Metro Station, Nile River, Shopping & all kinds of entertainments."
52. Traveler's House Hotel,4.5 of 5 bubbles,72 reviews,EGP 534,https://www.tripadvisor.in/Hotel_Review-g294201-d1799808-Reviews-Traveler_s_House_Hotel-Cairo_Cairo_Governorate.html,"43 Sherief Street 4Th Floor, Cairo 11511 Egypt","Newly opened. Finally after looking for the best central point in Cairo for all travelers we found this strategic location to establish travelers house, the hostel is situated in the heart of downtown. Therefore we are so close to everywhere - 8 minutes walk to Egyptian museum, 2 minutes walk to subway (Nasser, Attaba and Orabi metro stations), 10 minutes walk to the main bus station (Turguman station), 11 minutes walk to the train station (Ramses station), 17 minutes walk to the oldest and most famous market (Khan el-Khalili bazaar), 30 minutes drive from Cairo International airport. Located around the hostel collection of Egyptian and international banks, restaurants and coffee shops (24 hours service)..Travelers House has large rooms with high ceilings and high quality furniture and equipped with air-conditioning which make your stay pleasant and comfortable. The fresh towels and the linen are available 24 hours for free, 24 hour hot water in the private bathrooms inside the rooms and the shared bathrooms."
53. TOLIP Family Park Hotel,3 of 5 bubbles,53 reviews,"EGP 1,639",https://www.tripadvisor.in/Hotel_Review-g294201-d8788022-Reviews-TOLIP_Family_Park_Hotel-Cairo_Cairo_Governorate.html,"Km 26, Cairo suez rd.,Beside Family Park, Cairo 2425 Egypt","The stay was very bad Although we were more than friends, we were exposed to a disaster that did not happen in a hotel A sperm worker named Nour asks to dress in a strange way, which is really a disaster. Are hotels not good in selection or training? The girl used to treat us as if we were in my coffee. Actually, she has a bottle of water for her. She wishes for sugar. She wishes for a market price. I am really sad. All of this can be accepted, but entering the room takes many things of ours. This is a disaster. Once again at the hotel"
54. Cleopatra Hotel,3.5 of 5 bubbles,81 reviews,"EGP 2,685EGP 2,168",https://www.tripadvisor.in/Hotel_Review-g294201-d13327782-Reviews-Cleopatra_Hotel-Cairo_Cairo_Governorate.html,"2 Al Bustan Street Tahrir Square, Downtown, Cairo 11511 Egypt","Situated within 200 m of Cairo Museum and Nile River, Cleopatra Hotel offers rooms in Cairo. Featuring on-site dining, this 3-star hotel has air-conditioned rooms with a private bathroom. AUC Main Campus is 300 m from the hotel and Sudan Embassy is a 9-minute walk away and has subway access. The units at the hotel are fitted with a seating area. Each room is fitted with a flat-screen TV, and selected rooms also offer a river view. All rooms will provide guests with a desk and a kettle. A buffet breakfast is served every morning at the property. Staff at the 24-hour front desk can help guests with any queries that they may have. Popular points of interest near Cleopatra Hotel include El-Ahly Sporting Club, New Cairo Opera and Azbakeya Park. The nearest airport is Cairo International Airport, 17 km from the accommodation."
55. Nile View Jewel Hotel,3.5 of 5 bubbles,75 reviews,"EGP 2,344",https://www.tripadvisor.in/Hotel_Review-g294201-d12636131-Reviews-Nile_View_Jewel_Hotel-Cairo_Cairo_Governorate.html,"Nile Cornaish, Maadi Front of Star Towers, Cairo 11511 Egypt","Nile View - Zamalek is an excellent choice for travellers visiting Cairo, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.Free wifi is offered to guests, and rooms at Nile View - Zamalek offer a minibar, air conditioning, and a seating area.During your stay, take advantage of some of the amenities offered, including 24 hour front desk, room service, and a coffee shop. Guests of Nile View - Zamalek are also welcome to enjoy a rooftop pool and an on-site restaurant. For travellers arriving by car, free parking is available.Nearby landmarks such as Mosque of Al-Azhar (1.5 mi) and Mosque of Ibn Tulun (1.8 mi) make Nile View - Zamalek a great place to stay when visiting Cairo.While staying in Cairo, you can check out a popular wine bar like UnderGround, which is serving up some great dishes.Plus, during your trip, don't forget to check out Cairo Tower (0.5 mi), Zamalek (Gezira Island) (0.5 mi), and Manial Palace Museum (0.8 mi), some attractions that are a short walk from Nile View - Zamalek.Enjoy your stay in Cairo!"
"Holiday Inn Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,"1,089 reviews","EGP 3,727",https://www.tripadvisor.in/Hotel_Review-g294201-d817571-Reviews-Holiday_Inn_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Ali Rashed Street Heliopolis, Cairo 11757 Egypt","A modern, family-friendly hotel in Cairo's dynamic Citystars Heliopolis In the heart of Citystars business and leisure complex and just 10 minutes from Cairo International Airport, the Holiday Inn® Cairo Citystars hotel is an ideal base for exploring the modern and historic attractions of Egypt's capital. Next to the hotel, Stars Centre Mall is home to over 640 of shops and high-tech amusements including Snow City and Magic Galaxy, Egypt's largest indoor theme park. Downtown Cairo is less than half an hour away. The hotel's family-friendly atmosphere makes everyone feel at home, from the rooftop garden with its adults' and children's swimming pools, to the Star Corner Café in the lobby. Open 24-hours, Windows Restaurant tempts diners with heaped international buffets and live cooking stations, and Indira Restaurant serves some of the best Indian food in Cairo. Business travelers appreciate the fast, free Wi-Fi, business center and 24-hour room service. Need to hold a meeting?"
56. Safari Hotel,4 of 5 bubbles,24 reviews,EGP 120,https://www.tripadvisor.in/Hotel_Review-g294201-d1202108-Reviews-Safari_Hotel-Cairo_Cairo_Governorate.html,"4 Souq Eltawfiqia St, 5th Floor, Cairo 11511 Egypt","Welcome to Safari Hotel, the oldest Japanese Hotel in Cairo. Safari Hotel was originally established in 1992 and it was dedicated mainly for Japanese guests (travelers & pack backers). We are Located in the middle of Cairo Downtown, a 10 minute walk to the Egyptian Museum and 5 minute walk to Nasser metro station, which connects you to the rest of Cairo."
57. Nile Crystal Hotel,5 of 5 bubbles,1 review,EGP 678EGP 605,https://www.tripadvisor.in/Hotel_Review-g294201-d21505944-Reviews-Nile_Crystal_Hotel-Cairo_Cairo_Governorate.html,"13 Meret Basha, Cairo 11511 Egypt","O dono do hotel, Mohammed, foi sempre super simpático mesmo depois dos enumeros favores que lhe pedimos. Podemos tomar banho depois de uma longa viagem até ao Cairo antes da hora do check-in.  Permitiu que deixasse-mos as malas no hotel quando voltamos ao Cairo uns dias depois. E a todos os pedidos respondeu com um chá e com um ""You are welcome"". Sentimo-nos de facto bem-vindas a este espaço.  Para além de tudo isto, a localização do hotel é excelente."
58. New Star Zamalek Hotel,4 of 5 bubbles,5 reviews,"EGP 1,055",https://www.tripadvisor.in/Hotel_Review-g294201-d3849797-Reviews-New_Star_Zamalek_Hotel-Cairo_Cairo_Governorate.html,"34 B Yehia Ibrahim St. Zamalek, Cairo Egypt","The only good think in this hotel is location and room size.. the hotel and building is very old, bed is not comfortable, sheets and pillows were dirty, floor was broken. Toilets were broken. Noise always coming from the air condition.. price is overrated to the hotel condition.. not recommended.."
59. The St. Regis Cairo,5 of 5 bubbles,497 reviews,"EGP 19,446",https://www.tripadvisor.in/Hotel_Review-g294201-d12527818-Reviews-The_St_Regis_Cairo-Cairo_Cairo_Governorate.html,"1189 Nile Corniche Downtown, Cairo 11221 Egypt","Uncompromising standards combine with thoughtfully curated amenities in 233 spacious guest rooms, 50 exclusive suites, and 79 luxury apartments. Exquisite local heritage is reflected in outstanding views of the river and authentic Old Cairo, as well as in each sanctuary’s interior."
60. Four Seasons Hotel Cairo at Nile Plaza,4.5 of 5 bubbles,"1,727 reviews","EGP 17,878",https://www.tripadvisor.in/Hotel_Review-g294201-d308077-Reviews-Four_Seasons_Hotel_Cairo_at_Nile_Plaza-Cairo_Cairo_Governorate.html,"1089 Corniche El Nil Maglis El Shaab, Garden City, Cairo 11511 Egypt","In the heart of Cairo on the banks of the River Nile, Four Seasons Hotel Cairo at Nile Plaza opens the door to discovering Egypt’s 5,000-year-old ancient mysteries, minutes away from the majestic pyramids, Egyptian museum and the 1,000-year-old market. Being the heartbeat of the Nile, Four Seasons provides a sense of discovery and excitement with views of vibrant Cairo, nine stellar dining experiences, and the most authentic spa in the city. Opulent bright rooms offer the perfect blend of comfort, space and style with triple-glazed windows to ensure quietness, deep soaking tubs, Wi-Fi, and views of the Nile or the 12th-century citadel."
"InterContinental Cairo Semiramis, an IHG Hotel",4.5 of 5 bubbles,"2,840 reviews","EGP 5,987",https://www.tripadvisor.in/Hotel_Review-g294201-d299113-Reviews-InterContinental_Cairo_Semiramis_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Corniche El Nil, Cairo 11511 Egypt","On the historic Semiramis hotel site, guests can enjoy modern luxury by the river Nile. Semiramis InterContinental Cairo is 23 KM from Cairo International airport with a premium location in the heart of the city center next to the Egyptian Museum and Khan el Khalili. The Hotel features a 26 sq m2 rooftop pool, fine dining with exquisite cuisine, conference facilities, a state of the art spa, a shopping arcade, and the Nile Terrace offering stunning views of the sunset over the Nile."
61. Maadi Hotel,4.5 of 5 bubbles,360 reviews,"EGP 2,334EGP 2,279",https://www.tripadvisor.in/Hotel_Review-g294201-d302696-Reviews-Maadi_Hotel-Cairo_Cairo_Governorate.html,"19 Misr. Helwan Road Maadi Entrance, Cairo Egypt","Maadi Hotel is a contemporary hotel housed in one of the tallest towers in Maadi business district located about 19 miles from Cairo International Airport. Hotel offers 143 well-appointed selections of rooms and suites for business and leisure stay equally. Hotel is located in heart of the city just off Cornish El Nile – Maadi , in the hub of the business and shopping districts of Maadi. Hotel is within easy access to the Great Pyramids Of Giza & the Egyptian Museum of Cairo. Hotel features a designer outdoor pool with high-tech lounge chairs, and free Wi-Fi throughout the property. MAADI HOTEL’s guests can train at the well-equipped fitness center, or enjoy a sauna or a Steam. After a dip in the heated pool, the hot-tub is the perfect spot to relax. MAADI HOTEL offers contemporary meeting & banquet rooms which can host from 10 – 300 guests all under one roof. La Pablion restaurant offers an elegant atmosphere and international cuisine with theme nights hosted on selected days. Providing light meals and a range of pastries, the lounge cafe is open throughout the day and located at lobby level. A 24-hour room service, on site a gift shop add to the amenities offered to valued guests Cairo is also known for some great art museums, including Gayer-Anderson Museum (Bayt al-Kiritliya), The Coptic Museum, and Museum of Islamic Arts, which are not too far from Maadi Hotel. Maadi Hotel puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable."
62. Freedom Hostel,4.5 of 5 bubbles,370 reviews,EGP 518,https://www.tripadvisor.in/Hotel_Review-g294201-d2412303-Reviews-Freedom_Hostel-Cairo_Cairo_Governorate.html,"6 Bank Misr St.,off Sherif St infront of the centeral bank of Egypt, 3rd floor, Cairo 11511 Egypt","About Freedom Hostel *Enjoy accommodation in style. Your travelling experience comes complete with a contemporary in-house lounge, laundry facilities and small guest kitchen. You can book travel & tours at our travel desk and keep in touch with friends & family with our internet corner, Wi-Fi and international telephone access. With our free luggage storage facilities, 24 hour reception and host of friendly staff will make your stay in Cairo a breeze. * If you've never been to Cairo before it can be quite an overwhelming and intimidating place, so why not let us make it easy for you? Less stress = more fun! No one understands the importance of having a great time while on Holiday like our staff here at Freedom Hostel. We provide the best tours and entertainment packages you'll find in this city. Forget a big, boring hotel or hostel with nothing going on - come stay with us and get a taste of Egypt that few visitors get to experience! Location Information *Our Location is one of the most easy to be reached at just 200 meters from the famous Talaat Harb Square, in front off the central bank of Egypt. *The Egyptian Museum is about 5/10 Minutes' walk. *Several Egyptian and International restaurants, cinemas and shopping malls are located nearby. Tea, coffee and shisha cafes located just few meters away. Accommodation Information *Our accommodation options include deluxe twin or double en-suited rooms, single or triple private rooms and dormitory rooms. All come with fresh white linen, a balcony, air-conditioning and a modern security system."
63. Arabesque Hotel,4 of 5 bubbles,69 reviews,EGP 784,https://www.tripadvisor.in/Hotel_Review-g294201-d631875-Reviews-Arabesque_Hotel-Cairo_Cairo_Governorate.html,"11 Ramsis Street, Cairo 11511 Egypt","Arabesque Hotel provide excellent big airy sunny rooms with bathroom inside TV / AC. The hotel itself located in the most magical spot of Cairo Egypt meters away from the museum, River and the main bus Station... Arabesque Hotel pride itself for cleanness, value, safety and staff eager to happily help our guest see you soon in Arabesque Hotel Cairo."
64. Victory Of Downtown Hotel,4 of 5 bubbles,21 reviews,"EGP 1,260",https://www.tripadvisor.in/Hotel_Review-g294201-d21503251-Reviews-Victory_Of_Downtown_Hotel-Cairo_Cairo_Governorate.html,"56 Kasr Al Nile, Cairo 11511 Egypt","We had a decent stay at Victory. The location was excellent, very walkable to all the sites. The service was amazing. We were caught in a rain storm and the man at reception carried our luggage out and tried for a very very long time to get a taxi when nothing was available. He helped get us towels and allowed us space to change when we had checked out of our room earlier. A good discounted hotel option with excellent service. "
65. Le Riad Hotel de Charme,4.5 of 5 bubbles,163 reviews,"EGP 8,791",https://www.tripadvisor.in/Hotel_Review-g294201-d1411339-Reviews-Le_Riad_Hotel_de_Charme-Cairo_Cairo_Governorate.html,"114 Muiz Li Din Allah Street, Cairo Egypt",Unique and exclusive charming hotel in the heart of local live Islamic Cairo. 30 minutes from the airport and 5 minutes walking distance from the souks of Khan el Khalili. Only 16 suites inspirited by the cultural heritage of Egypt and decorated with different styles and colors. Le Riad with its comfortable lounge and amazing rooftop restaurant provides you all the luxury and privacy of a second home in area full of live music and street local arts.
Fairmont Nile City,4.5 of 5 bubbles,"5,393 reviews","EGP 4,838",https://www.tripadvisor.in/Hotel_Review-g294201-d580690-Reviews-Fairmont_Nile_City-Cairo_Cairo_Governorate.html,"Nile City Towers - 2005 B, Corniche El Nil Ramlet Beaulac, Cairo 2466 Egypt","A melting pot of history and diversity, the city of Cairo is ideal for both business and leisure. Like the city itself, Fairmont Nile City offers a delightful series of contrasts, combining advanced technology and modern design with local flavors and flair. With sweeping panoramas of the river Nile and the Pyramids in the distance, Cairo’s beauty and history are always in sight from your luxury accommodation. During your stay, embark on culinary adventures at the city’s finest restaurants, enjoy the fresh air at our rooftop poolside restaurant and pamper yourself at Willow Stream Spa. Part of the prestigious Nile City complex, this luxury hotel is the perfect location for business events. The space consists of 845 square meters (9,100 square feet) plus 450 square meters (4,800 square feet) of outdoor space dedicated to meetings and conventions, comprising of 10 meeting rooms including a ballroom. The space also offers spectacular river Nile views."
66. Valencia Hotel,4 of 5 bubbles,148 reviews,"EGP 2,631",https://www.tripadvisor.in/Hotel_Review-g294201-d13121471-Reviews-Valencia_Hotel-Cairo_Cairo_Governorate.html,"Talaat Harb St 1 Sekt Elfadl, Cairo 11511 Egypt","I can't tell you anything about the hotel because they did not have a room when we had a reservation.  They wanted to move us to another hotel for the first night, saying there was an ""emergency"".  We moved to another hotel based on not wanting to move luggage more than necessary.  The people were indifferent about the inconvenience and the next people attempting to check  in were told they would not get a room, even with a reservation, just like us.    I read the reviews about people not getting rooms and figured that was a fluke but it's not.  It could happen to you too!"
67. Golden Hotel,4 of 5 bubbles,101 reviews,EGP 985,https://www.tripadvisor.in/Hotel_Review-g294201-d2238473-Reviews-Golden_Hotel-Cairo_Cairo_Governorate.html,"13, Talaat Harb Street, Cairo 00000 Egypt","The Golden Hotel has a new egyptian - french - swiss management since August 2011. It's located just a fiew minutes walk from the Egyptian Museum, the Nile and the Saddat Metro Station, in down town Cairo. The hotel is fully equiped with air conditioning, offers free wifi access, fresh renovated, high ceiling rooms with flat screen TV, fridges and en suite bathrooms. Towels are provided and changed daily. Guests can enjoy a continental breakfast, and we provid room service. At the tour desk we organize for you any tour in Cairo or trips around Egypt."
68. The Guard Hotel,4 of 5 bubbles,28 reviews,"EGP 2,291",https://www.tripadvisor.in/Hotel_Review-g294201-d12269862-Reviews-The_Guard_Hotel-Cairo_Cairo_Governorate.html,"El Suez Road K 4.5, Cairo 12345 Egypt","RUDE Security Officers.. this hotel has the worst security officials and officers . They Harass you so much when you enter the hotel . They check you and your bags . They make you walk through a metal detector . And then tell that you cannot go in, as this is for hotel people and hen you try to explain that you are staying at the hotel they won’t listen. After arguing and showing door card and wrist band .. they huff and puff .. say some Arabic words.   Then you get to hotel lob and again you get harassed and again walk through metal detectors.  Put your bags through X-ray machine .  This happens everyday and all the time . We have complainers at hotel reception and they apologised and said this will now happen again but it does and it makes you feel so uncomfortable.   The hotel is heavily surrounded by army officers too.   Not a place to take your family   You cannot bring any food or drinks from outiside as it is hotel policy .   This place is horrible and i will it be coming back .  AVOID please…"
69. 1920s Boutique Hotel and Restaurants,4.5 of 5 bubbles,12 reviews,"EGP 3,966",https://www.tripadvisor.in/Hotel_Review-g294201-d15467003-Reviews-1920s_Boutique_Hotel_and_Restaurants-Cairo_Cairo_Governorate.html,"58 Beirut 2 Smanod Street, Cairo 11511 Egypt","At the historic Villa of Ya'akobian in the heart of Heliopolis, lies a boutique hotel and it is one of the oldest and most authentic places built in Cairo. It was converted into the 1920's Boutique Hotel which is situated in a central and beautiful area of Korba. It incorporates a blend of the finest restaurants such as Carlo's, The Smokery, IL Divino and Ocea to name but a few and this makes it a destination that provides an outstanding and private atmosphere, that can satisfies all tastes. Just the place you need to enjoy a special “retro” taste. The Hotel combines a variety of stylish and luxurious twin & king size rooms plus one king size suite with a mix of traditional and old world charm and in room facilities."
70. Al Masah Hotel And Spa,5 of 5 bubbles,3 reviews,"EGP 1,982EGP 1,695",https://www.tripadvisor.in/Hotel_Review-g294201-d23613637-Reviews-Al_Masah_Hotel_And_Spa-Cairo_Cairo_Governorate.html,"Abdel Aziz El Shennawy Street Nasr City, Cairo 11371 Egypt","Magnifique hôtel au Caire, accessible, propre, personnels hyper agréable et à l'écoute. Le personnel à la réception été génial et ont tous fait pour rendre notre séjour encore plus agréable. Je remercie particulièrement madame Noha Ahmed pour sa gentillesse et son aide malgré toute mes demandes :)"
Sofitel Cairo Nile El Gezirah,4.5 of 5 bubbles,"3,918 reviews","EGP 5,122",https://www.tripadvisor.in/Hotel_Review-g294201-d304481-Reviews-Sofitel_Cairo_Nile_El_Gezirah-Cairo_Cairo_Governorate.html,"3 El Thawra Council St Zamalek, Cairo Egypt","On the southern tip of Gezirah Island, the hotel is a corner of paradise in central Cairo, minutes from Cairo’s business districts. Discover a haven of peace during a vacation in Egypt, and a comfortable base to rest after a successful day of business. Relax by the pool, pamper yourself in Sofitel SPA, wine and dine in our international restaurants and bars. Surrender to luxury and come for a day, a weekend, a week…or more. A stroll along the hotel’s lush riverside promenade takes you to a host of acclaimed restaurants and bars. You can take your time, enjoying the cool shade of exotic palms and breathing in the scent of hibiscus. You’ll hear the gentle sound of water lapping as you rest on a Nile-side terrace with a cool drink, and dine on international cuisine. It’s especially beautiful at dusk, when the sun sets over Cairo’s skyline and vibrant nightlife. Escape the city for a day at our secluded Cairo hotel, which feels like an exclusive Egyptian resort set in lush gardens. Take advantage of Sofitel SPA and Sofitel FIT, float in an infinity pool overlooking the Nile, unwind in a bubbling whirlpool bath… whatever you desire. Day membership includes discounts to the restaurants and bars which line the Nile-side promenade, promising refreshment and fun for families, couples and friends."
