,Unnamed: 0,Name,City,phone_no,location,Full Address,Latitude,Longitude,cuisines,rate,number of reviews
91,125,Eatery,Cairo,+20 127 800 5557,"Cairo Festival City, Village Area, Cairo 11511 Egypt","Eatery Cairo Cairo Festival City, Village Area, Cairo 11511 Egypt ",30.0328642,31.4100122,"Sushi, Italian, Pizza, International, European",4.0,163.0
92,126,Spectra Restaurant & Cafe,Cairo,+20 19491,"14 Abd El Hameed Lotfy Mohandessin, Cairo 11511 Egypt","Spectra Restaurant & Cafe Cairo 14 Abd El Hameed Lotfy Mohandessin, Cairo 11511 Egypt ",30.0519888,31.204457,"European, Italian",4.0,398.0
93,128,Mandarine Koueider,Cairo,27355010,"17 Shageret El Dor, Cairo Egypt","Mandarine Koueider Cairo 17 Shageret El Dor, Cairo Egypt ",30.0625589,31.2198991,"Egyptian, Mediterranean",4.5,72.0
94,129,Le Sud,Cairo,27373737,"3 El Thawra Council St Zamalek Inside Sofitel Gezirah, Cairo 11511 Egypt","Le Sud Cairo 3 El Thawra Council St Zamalek Inside Sofitel Gezirah, Cairo 11511 Egypt ",30.0609422,31.219709,"International, Middle Eastern",4.5,38.0
95,130,Omar’s Café Restaurant,Cairo,+20 2 27283000,"16 Saray El Gezira Street Cairo Marriott Hotel & Omar Khayyam Casino, Cairo 11211 Egypt","Omar’s Café Restaurant Cairo 16 Saray El Gezira Street Cairo Marriott Hotel & Omar Khayyam Casino, Cairo 11211 Egypt ",30.0569864,31.2251485,"Mediterranean, Egyptian",4.5,54.0
96,131,Garden Promenade Café,Cairo,+20 2 27283000,"16 Saray El Gezira Street Zamalek, Cairo 11211 Egypt","Garden Promenade Café Cairo 16 Saray El Gezira Street Zamalek, Cairo 11211 Egypt ",30.057085,31.2243238,"Bar, Cafe, International, European, Pub",4.5,68.0
97,132,Gad Restaurants,Cairo,+20 2 25145900,"125 Azhar St., Cairo 11511 Egypt","Gad Restaurants Cairo 125 Azhar St., Cairo 11511 Egypt ",30.0444196,31.2357116,"Fast Food, Middle Eastern, Egyptian",4.0,124.0
98,133,Lucille's,Cairo,23592778,"9 40 Rd., Cairo 11511 Egypt","Lucille's Cairo 9 40 Rd., Cairo 11511 Egypt ",30.0444196,31.2357116,"American, Diner",4.0,115.0
99,134,Nile Terrace,Cairo,+20 2 27988188,"Corniche El NIl InterContinental Semiramis Cairo, Cairo 11511 Egypt","Nile Terrace Cairo Corniche El NIl InterContinental Semiramis Cairo, Cairo 11511 Egypt ",30.0430147,31.2318212,"Bar, Middle Eastern, Egyptian, Arabic, Grill",4.5,97.0
100,135,Pinchos Tapas Bar & Restaurant,Cairo,+20 122 219 3134,"58 Beirut street, Cairo 11341 Egypt","Pinchos Tapas Bar & Restaurant Cairo 58 Beirut street, Cairo 11341 Egypt ",30.0927959,31.3281499,"Bar, Spanish, Mediterranean, European, Pub",4.5,31.0
101,136,Mezzeh Restaurant,Cairo,+20 2 22659600,"Cairo International Airport - Terminal 3 . Heliopolis, Cairo 11511 Egypt","Mezzeh Restaurant Cairo Cairo International Airport - Terminal 3 . Heliopolis, Cairo 11511 Egypt ",30.1140731,31.3946233,Lebanese,4.5,43.0
102,137,Roufy's,Cairo,+20 122 296 9628,"Street 231 Infront Of Stavolta Ice Cream, Cairo 11728 Egypt","Roufy's Cairo Street 231 Infront Of Stavolta Ice Cream, Cairo 11728 Egypt ",29.9618497,31.2769627,"American, Diner",5.0,19.0
103,138,Maharaja Indian Restaurant,Cairo,+20 120 644 4444,"Al Rehab Sook Tijary, Cairo 11511 Egypt","Maharaja Indian Restaurant Cairo Al Rehab Sook Tijary, Cairo 11511 Egypt ",30.0444196,31.2357116,"Indian, Asian",4.0,111.0
104,139,Ginger Restaurant,Cairo,+20 128 066 7414,"Riverwalk Mall, Mohamed Naguib Axis, Cairo 11511 Egypt","Ginger Restaurant Cairo Riverwalk Mall, Mohamed Naguib Axis, Cairo 11511 Egypt ",30.0379746,31.4751763,"Japanese, Peruvian, Sushi, Asian, Japanese Fusion",4.5,33.0
105,140,Mokito,Cairo,+20 100 022 5775,"22 Ahmed Tayseer, Al Golf, Cairo 11511 Egypt","Mokito Cairo 22 Ahmed Tayseer, Al Golf, Cairo 11511 Egypt ",30.0790754,31.3261162,"Italian, Bar, Pizza, Cafe, Pub, Neapolitan, Campania, Southern-Italian",5.0,19.0
106,141,Makino,Cairo,+20 2 27375163,"21 Mohamed Mazhar Zamalek, Cairo 11511 Egypt","Makino Cairo 21 Mohamed Mazhar Zamalek, Cairo 11511 Egypt ",30.0609422,31.219709,"Japanese, Sushi, Asian",4.5,86.0
107,142,Koshary El Tahrir,Cairo,+20 19719,"12 Youssef El Gendy St., Cairo 11511 Egypt","Koshary El Tahrir Cairo 12 Youssef El Gendy St., Cairo 11511 Egypt ",30.0444638,31.2383576,"Fast Food, Egyptian, Mediterranean",4.5,48.0
108,143,Tabla Luna,Cairo,+20 2 25198403,"41 Road 218 Digla, Cairo 11511 Egypt","Tabla Luna Cairo 41 Road 218 Digla, Cairo 11511 Egypt ",30.0444196,31.2357116,"Mexican, Peruvian, Latin, Argentinean, Venezuelan, South American, Central American",4.0,151.0
109,144,Casper & Gambini's,Cairo,+20 102 679 8284,"2005 Corniche El-Nil Zamalek, Cairo 11511 Egypt","Casper & Gambini's Cairo 2005 Corniche El-Nil Zamalek, Cairo 11511 Egypt ",30.0609422,31.219709,"European, International",4.0,138.0
110,145,The State,Cairo,+20 109 711 1151,"Royal Maxim Palace Kempinski Cairo, First Settlement, New Cairo First Settlement, New Cairo, Cairo 11511 Egypt","The State Cairo Royal Maxim Palace Kempinski Cairo, First Settlement, New Cairo First Settlement, New Cairo, Cairo 11511 Egypt ",30.0610113,31.4182826,"International, Arabic, Mediterranean, European, Middle Eastern, Egyptian",4.5,38.0
111,146,Estoril,Cairo,+20 2 574 3102,"12 Talaat Harb Street, Cairo 62914 Egypt","Estoril Cairo 12 Talaat Harb Street, Cairo 62914 Egypt ",30.0467384,31.2378377,"Middle Eastern, Egyptian",4.0,93.0
112,147,Kadoura Fish Restaurant,Cairo,+20 2 37608660,"66 Gameat el Dowal El Arabia St. Al Mohandessine, Cairo 11511 Egypt","Kadoura Fish Restaurant Cairo 66 Gameat el Dowal El Arabia St. Al Mohandessine, Cairo 11511 Egypt ",30.048004,31.1996708,"Seafood, Mediterranean, Soups, Egyptian",4.0,221.0
113,148,Egyptian Pancake House,Cairo,+20 109 714 7392,"Midan Hussein, Cairo 11511 Egypt","Egyptian Pancake House Cairo Midan Hussein, Cairo 11511 Egypt ",30.0798153,31.2223999,Egyptian,4.5,62.0
114,149,Live Sports Bar,Cairo,+20 2 22659600,"Cairo International Airport - Terminal 3 - Heliopolis Terminal 3, Cairo 11511 Egypt","Live Sports Bar Cairo Cairo International Airport - Terminal 3 - Heliopolis Terminal 3, Cairo 11511 Egypt ",30.1115606,31.3911099,Bar,4.5,57.0
115,150,Kababgy El Azhar Farahat,Cairo,+20 2 25926595,"126 El Azhar St., Cairo 11511 Egypt","Kababgy El Azhar Farahat Cairo 126 El Azhar St., Cairo 11511 Egypt ",30.0525143,31.1918378,"Barbecue, Middle Eastern, Egyptian",4.0,82.0
116,151,Crave,Cairo,+20 16788,"Ring Road Maadi District, Cairo 11511 Egypt","Crave Cairo Ring Road Maadi District, Cairo 11511 Egypt ",30.0911375,31.1970426,"International, European",4.0,92.0
117,152,Burger King - Tivoli Dome Heliopolis,Cairo,+20 2 24886943,"70 Omar Ibn el Khattab Street, just off Saab Emarat Square Almazah, Heliopolis, Cairo 11511 Egypt","Burger King - Tivoli Dome Heliopolis Cairo 70 Omar Ibn el Khattab Street, just off Saab Emarat Square Almazah, Heliopolis, Cairo 11511 Egypt ",30.091691,31.3410061,"Mexican, Fast Food",4.0,88.0
118,153,EVOO Restaurtant,Cairo,+20 2 22685103,"Le Meridien Cairo Airport Hotel Cairo International Airport, Terminal 3, Cairo 11511 Egypt","EVOO Restaurtant Cairo Le Meridien Cairo Airport Hotel Cairo International Airport, Terminal 3, Cairo 11511 Egypt ",30.1137427,31.3958472,"Mediterranean, European, Middle Eastern",4.5,41.0
119,154,Ahlein,Cairo,+20 2 24115588,"Ring Road- Mirage City, JW Mariott Hotel Cairo Heliopolis, Cairo 11511 Egypt","Ahlein Cairo Ring Road- Mirage City, JW Mariott Hotel Cairo Heliopolis, Cairo 11511 Egypt ",30.0911375,31.1970426,"Lebanese, Middle Eastern, Mediterranean, Barbecue",4.5,49.0
120,156,Abou el Sid,Cairo,3805050,"7 45 Street Maadi, Cairo 11511 Egypt","Abou el Sid Cairo 7 45 Street Maadi, Cairo 11511 Egypt ",30.0444196,31.2357116,"Middle Eastern, Egyptian, Mediterranean",4.0,118.0
121,157,Mercado,Cairo,+20 111 855 5588,"16 Plot 3B, El Hegaz St. Beside McDonald's, Cairo 11511 Egypt","Mercado Cairo 16 Plot 3B, El Hegaz St. Beside McDonald's, Cairo 11511 Egypt ",30.0958719,31.3186655,European,4.5,39.0
122,158,Egyptian Nights,Cairo,+20 2 27283000,"16 Saray El Gezira Street Zamalek, Cairo 11211 Egypt","Egyptian Nights Cairo 16 Saray El Gezira Street Zamalek, Cairo 11211 Egypt ",30.0568652,31.2243188,"Middle Eastern, Egyptian",4.5,43.0
123,159,China Red,Cairo,+(20)22659600,"Le Meridien Cairo Airport, Cairo 11511 Egypt","China Red Cairo Le Meridien Cairo Airport, Cairo 11511 Egypt ",30.1137427,31.3958472,"Chinese, Asian",4.0,45.0
124,160,Tajoury,Cairo,+20 2 23654335,"93 Abdel Aziz Al Seoud Street, Cairo 11511 Egypt","Tajoury Cairo 93 Abdel Aziz Al Seoud Street, Cairo 11511 Egypt ",30.0491441,31.2501319,"Middle Eastern, Egyptian, Mediterranean",4.5,32.0
125,161,U Bistro & Bar,Cairo,+20 100 720 4094,"157 26th of July St. Zamalek, Cairo Egypt","U Bistro & Bar Cairo 157 26th of July St. Zamalek, Cairo Egypt ",30.059066,31.224491,European,4.0,66.0
126,162,Zaza Cuisine,Cairo,+20 112 205 5111,"26th July St, Sunmall, Zamalek, Cairo 11511 Egypt","Zaza Cuisine Cairo 26th July St, Sunmall, Zamalek, Cairo 11511 Egypt ",30.0606098,31.221178,"Italian, Pizza, Mediterranean, Middle Eastern, Egyptian",4.5,25.0
127,163,Mori Sushi,Cairo,+20 16885,"Salah Salem St., Cairo 11511 Egypt","Mori Sushi Cairo Salah Salem St., Cairo 11511 Egypt ",30.0431446,31.2690996,"Japanese, Sushi, Asian",4.0,164.0
128,165,Ovio,Cairo,+20 102 223 1095,"18 11 Road At the Royal Maadi Hotel,, Cairo 11511 Egypt","Ovio Cairo 18 11 Road At the Royal Maadi Hotel,, Cairo 11511 Egypt ",29.9582676,31.2692085,"Cafe, European",4.0,64.0
129,166,The White Owl,Cairo,+20 121 169 1699,"17, Road 216. Degla, Maadi., Cairo 11728 Egypt","The White Owl Cairo 17, Road 216. Degla, Maadi., Cairo 11728 Egypt ",29.9628409,31.2742402,"Italian, International, European, Contemporary, Fusion",4.5,35.0
130,168,Le Chantilly,Cairo,+20 2 22907303,"11 Baghdad St. In Front Of Credit Agricole Egypt Bank, Cairo 11511 Egypt","Le Chantilly Cairo 11 Baghdad St. In Front Of Credit Agricole Egypt Bank, Cairo 11511 Egypt ",30.0899615,31.323265,European,4.0,67.0
131,169,Citadel Grill,Cairo,+20 2 25777444,"1115 Corniche El Nile Ramses Hilton, Cairo 12344 Egypt","Citadel Grill Cairo 1115 Corniche El Nile Ramses Hilton, Cairo 12344 Egypt ",30.0502819,31.2320504,"Mediterranean, Seafood, Egyptian",4.5,46.0
132,170,Paul,Cairo,+20 2 23146192,"Area A-City Center, 5th District Road 90, New Cairo, Cairo 11511 Egypt","Paul Cairo Area A-City Center, 5th District Road 90, New Cairo, Cairo 11511 Egypt ",30.0084868,31.4284756,"French, Cafe, European",4.0,189.0
133,171,The Platform,Cairo,+20 115 671 1114,"Located directly on the Nile 500 meters after you pass by HSBC building on the right hand side, Cairo 11511 Egypt","The Platform Cairo Located directly on the Nile 500 meters after you pass by HSBC building on the right hand side, Cairo 11511 Egypt ",30.0444196,31.2357116,"Cafe, Middle Eastern, Mediterranean, Egyptian",4.0,114.0
134,172,Little Swiss Restaurant,Cairo,+20 109 639 6556,"17 Street 18, Villa Maadi Sarayat, Cairo 11511 Egypt","Little Swiss Restaurant Cairo 17 Street 18, Villa Maadi Sarayat, Cairo 11511 Egypt ",29.9590561,31.268605,"European, Swiss, Central European",4.5,60.0
135,173,Le tarbouche,Cairo,+20 19982,"Saray El Gezirah St, Zamalek Le Pacha 1901, Cairo 11511 Egypt","Le tarbouche Cairo Saray El Gezirah St, Zamalek Le Pacha 1901, Cairo 11511 Egypt ",30.0498666,31.2264591,Egyptian,4.5,40.0
136,174,Kebdet El Prince Restaurant,Cairo,+20 19137,"79 Talaat Harb, Cairo 11511 Egypt","Kebdet El Prince Restaurant Cairo 79 Talaat Harb, Cairo 11511 Egypt ",30.0806262,31.2188924,"Egyptian, Mediterranean, Middle Eastern",5.0,19.0
137,175,Sea Gull,Cairo,+20 2 37494244,"106 Nile Street Next to the Judges’ Club – Dokki, Cairo 11511 Egypt","Sea Gull Cairo 106 Nile Street Next to the Judges’ Club – Dokki, Cairo 11511 Egypt ",30.0445838,31.2190729,"Mediterranean, Egyptian, Seafood",4.0,110.0
138,176,Nile Maxim,Cairo,+20 122 738 8888,"Saraya El Gezira St In Front of Cairo Marriott Hotel, Cairo 11511 Egypt","Nile Maxim Cairo Saraya El Gezira St In Front of Cairo Marriott Hotel, Cairo 11511 Egypt ",30.0571256,31.2263474,"Middle Eastern, Egyptian",3.5,304.0
139,177,Dragon house,Cairo,23589735,"32 Road 7, Maadi Beside Pearl Hotel, Cairo 11511 Egypt","Dragon house Cairo 32 Road 7, Maadi Beside Pearl Hotel, Cairo 11511 Egypt ",29.9566746,31.2597058,"Chinese, Asian, Thai",4.5,35.0
140,178,Torii The Gateway To Sushi And Teppanyaki,Cairo,+20 2 27283000,"Cairo Marriott Hotel 16 Saray El Gezira, Zamalek, Cairo 11211 Egypt","Torii The Gateway To Sushi And Teppanyaki Cairo Cairo Marriott Hotel 16 Saray El Gezira, Zamalek, Cairo 11211 Egypt ",30.0609422,31.219709,"Japanese, Sushi, Asian",4.0,69.0
141,179,Straight Kitchen,Cairo,+20 2 26140080,"S Teseen Street Dusit Thani LakeView Cairo Hotel, Cairo 11511 Egypt","Straight Kitchen Cairo S Teseen Street Dusit Thani LakeView Cairo Hotel, Cairo 11511 Egypt ",30.0260576,31.4552176,"International, Mediterranean, European, Egyptian",5.0,14.0
142,180,Bosco Cafe and Restaurant,Cairo,+20 102 840 0844,"El-Shaheed Mohammed Abd El-Hady Masaken Al Mohandesin, Nasr city, Cairo 11511 Egypt","Bosco Cafe and Restaurant Cairo El-Shaheed Mohammed Abd El-Hady Masaken Al Mohandesin, Nasr city, Cairo 11511 Egypt ",30.0818361,31.3426308,"Pizza, International, Arabic, Italian, American, Cafe, European, Soups",5.0,28.0
143,183,The Tap Maadi,Cairo,+20 101 600 0558,"257 Road, Building 17 Infront of Olympic Village, Cairo Egypt","The Tap Maadi Cairo 257 Road, Building 17 Infront of Olympic Village, Cairo Egypt ",29.9601561,31.2569138,"Bar, Pub, Gastropub",4.0,98.0
144,184,Cake cafe,Cairo,+20 102 350 5014,"14 El Gezira Street Zamalek, Cairo Egypt","Cake cafe Cairo 14 El Gezira Street Zamalek, Cairo Egypt ",30.0667216,31.2166586,"Cafe, Healthy",4.5,42.0
145,185,Fish Market,Cairo,+20 2 24190612,"48 El Thawra St Heliopolis, Cairo 11511 Egypt","Fish Market Cairo 48 El Thawra St Heliopolis, Cairo 11511 Egypt ",30.0858627,31.3369804,"Seafood, Egyptian",4.0,43.0
146,188,Porta D'oro,Cairo,+20 19281,"30 Soliman Abaza St., Mohandessin, Cairo 11511 Egypt","Porta D'oro Cairo 30 Soliman Abaza St., Mohandessin, Cairo 11511 Egypt ",30.0502702,31.2007891,"Italian, Pizza, European, Mediterranean",4.0,44.0
147,189,Italiano restaurant at Concorde El Salam Hotel Cairo,Cairo,+20 2 22931156,"65 Abdel Hamid Badawey Street Heliopolis, Cairo 11511 Egypt","Italiano restaurant at Concorde El Salam Hotel Cairo Cairo 65 Abdel Hamid Badawey Street Heliopolis, Cairo 11511 Egypt ",30.1186741,31.3497379,"Italian, Pizza, Mediterranean, European",4.5,27.0
148,190,Villa Caracas,Cairo,+20 101 711 8882,"Street 9, Maadi Qism, Cairo 11511 Egypt","Villa Caracas Cairo Street 9, Maadi Qism, Cairo 11511 Egypt ",29.9559515,31.2616033,"Lebanese, Mediterranean, Middle Eastern",4.0,34.0
149,191,Naomi,Cairo,+20 111 004 4479,"26th of July Corridor Beside Tivoli White, Cairo 11511 Egypt","Naomi Cairo 26th of July Corridor Beside Tivoli White, Cairo 11511 Egypt ",30.0549168,31.0724536,"Steakhouse, Sushi",4.5,19.0
150,192,Pomodoro,Cairo,+20 2 27931689,"197 El Tahrir St. Below Health Bureau - Abdin, Cairo 11511 Egypt","Pomodoro Cairo 197 El Tahrir St. Below Health Bureau - Abdin, Cairo 11511 Egypt ",30.0440214,31.2432749,"Italian, Seafood, Mediterranean, Egyptian",4.0,73.0
151,193,Studio Masr,Cairo,+20 2 22900110,"58 El Thawra Street Heliopolis, Cairo 11511 Egypt","Studio Masr Cairo 58 El Thawra Street Heliopolis, Cairo 11511 Egypt ",30.0854519,31.3378323,"Middle Eastern, Egyptian, International, Mediterranean, Barbecue",4.0,78.0
152,194,Gingko,Cairo,+20 2 24619494,"2005 B Nile City Towers, Cairo 11511 Egypt","Gingko Cairo 2005 B Nile City Towers, Cairo 11511 Egypt ",30.0444196,31.2357116,Asian,5.0,11.0
153,195,Mahraja Resturant,Cairo,+20 2 27370041,"Ismail Mohamed Street, Zamalek In front of Hotel Flamenco, Cairo 11511 Egypt","Mahraja Resturant Cairo Ismail Mohamed Street, Zamalek In front of Hotel Flamenco, Cairo 11511 Egypt ",30.0631801,31.2186294,"Indian, Asian",4.0,63.0
154,197,Fasahet Somaya,Cairo,+20 100 847 0614,"59 Al Falki Street, Cairo 11511 Egypt","Fasahet Somaya Cairo 59 Al Falki Street, Cairo 11511 Egypt ",30.0456905,31.2402581,"Egyptian, Middle Eastern",4.5,36.0
155,201,Bua Khao,Cairo,+20 2 23580126,"151 No. 9 Road Old Maadi, Cairo 11511 Egypt","Bua Khao Cairo 151 No. 9 Road Old Maadi, Cairo 11511 Egypt ",29.9592856,31.2552147,"Asian, Thai",4.0,77.0
156,203,La Bodega Aperitivo,Cairo,+20 106 348 4771,"157 26th of July Street Balmoral Hotel, Zamalek, Cairo 11511 Egypt","La Bodega Aperitivo Cairo 157 26th of July Street Balmoral Hotel, Zamalek, Cairo 11511 Egypt ",30.0590854,31.2243619,Italian,4.0,142.0
157,204,Casa Mia Italian Brasserie,Cairo,+(20)27373737,"3 El Thawra Council Street. Zamalek, Cairo 11511 Egypt","Casa Mia Italian Brasserie Cairo 3 El Thawra Council Street. Zamalek, Cairo 11511 Egypt ",30.1025071,31.2525992,"Italian, International, European",4.5,25.0
158,205,Upper Deck Lounge,Cairo,+20 2 27917027,"1089 Corniche El Nil Garden City, Cairo 11519 Egypt","Upper Deck Lounge Cairo 1089 Corniche El Nil Garden City, Cairo 11519 Egypt ",30.0362362,31.2294568,"International, Sushi",4.5,32.0
159,207,Beit Ward Lebanese Restaurant,Cairo,+20 100 171 8844,"Ring Road 1st Compound, Porto Cairo Mall, New Cairo, Cairo 11511 Egypt","Beit Ward Lebanese Restaurant Cairo Ring Road 1st Compound, Porto Cairo Mall, New Cairo, Cairo 11511 Egypt ",30.0911375,31.1970426,"Lebanese, Mediterranean, Middle Eastern",4.0,78.0
160,208,Le Petit Chef - Cairo,Cairo,+20 2 35671891,"136 Nile St Oula, El Omraniya, Cairo 11511 Egypt","Le Petit Chef - Cairo Cairo 136 Nile St Oula, El Omraniya, Cairo 11511 Egypt ",30.0240116,31.2182716,French,5.0,9.0
161,209,O.Liv.O  Pizzeria & Bar,Cairo,+20 2 27366766,"20 Taha Hussein St. Zamalek, Cairo 11511 Egypt","O.Liv.O  Pizzeria & Bar Cairo 20 Taha Hussein St. Zamalek, Cairo 11511 Egypt ",30.0673714,31.2195087,"Italian, Bar, Pizza, European",4.0,75.0
162,211,CaiRoma,Cairo,+(20)23923228,"19 Youssef El-Gendi St. Beside Mall Of Boustan, Cairo 11511 Egypt","CaiRoma Cairo 19 Youssef El-Gendi St. Beside Mall Of Boustan, Cairo 11511 Egypt ",30.0465034,31.2392519,"Italian, Egyptian, Pizza, European, Neapolitan, Campania, Romana, Lazio, Central-Italian, Southern-Italian, Mediterranean",4.0,63.0
163,212,Vapiano,Cairo,+20 106 648 1091,"Cairo Festival City, Cairo 11511 Egypt","Vapiano Cairo Cairo Festival City, Cairo 11511 Egypt ",30.0328642,31.4100122,"Italian, Pizza, European",4.0,38.0
164,214,Tutti Matti,Cairo,+20 112 250 0000,"9 49 Road Maadi, Cairo 11511 Egypt","Tutti Matti Cairo 9 49 Road Maadi, Cairo 11511 Egypt ",29.9658767,31.2544636,"Italian, European, Pizza",4.0,57.0
165,215,Santorini,Cairo,+20 2 38517330,"Americana Plaza Sheikh Zayed, Cairo 11511 Egypt","Santorini Cairo Americana Plaza Sheikh Zayed, Cairo 11511 Egypt ",30.0491629,30.9761599,"Mediterranean, Greek",4.5,39.0
166,216,Harry's Pub,Cairo,+20 128 205 0171,"16 Saray El Gezira Street Cairo Marriott Hotel & Omar Khayyam Casino, Cairo 11211 Egypt","Harry's Pub Cairo 16 Saray El Gezira Street Cairo Marriott Hotel & Omar Khayyam Casino, Cairo 11211 Egypt ",30.0578346,31.2252483,"Bar, Pub",4.0,36.0
167,217,Bel Gelato Cairo,Cairo,+20 101 028 9296,"128 El Merghany st., Cairo 11511 Egypt","Bel Gelato Cairo Cairo 128 El Merghany st., Cairo 11511 Egypt ",30.0888995,31.337426,Italian,4.5,27.0
168,219,El Borg Restaurant,Cairo,+20 128 404 0720,"Tayaran Street Nasr City, Cairo 11511 Egypt","El Borg Restaurant Cairo Tayaran Street Nasr City, Cairo 11511 Egypt ",30.0672172,31.3245531,"Seafood, Mediterranean, Egyptian",4.0,46.0
169,220,Tres Bon,Cairo,+20 2 24540116,"14 Ghernata St Korba Heliopolis, Cairo 11511 Egypt","Tres Bon Cairo 14 Ghernata St Korba Heliopolis, Cairo 11511 Egypt ",30.0950096,31.3207558,International,4.0,52.0
170,221,Restaurant El Menoufy El Kababgi,Cairo,+20 111 912 4500,"Road 90 North Behind Down Town Mall, Cairo 11511 Egypt","Restaurant El Menoufy El Kababgi Cairo Road 90 North Behind Down Town Mall, Cairo 11511 Egypt ",30.0185337,31.4196646,"Mediterranean, Barbecue, Middle Eastern, Egyptian",4.0,60.0
171,222,Le Peking Zamalek,Cairo,+20 2 27366167,"23b Ismail Mohamed St., Cairo 11511 Egypt","Le Peking Zamalek Cairo 23b Ismail Mohamed St., Cairo 11511 Egypt ",30.0635353,31.2195353,"Chinese, Asian",4.0,64.0
172,223,The Tap East,Cairo,+20 106 000 0869,"9 Mohamed Naguib Street, Cairo 11511 Egypt","The Tap East Cairo 9 Mohamed Naguib Street, Cairo 11511 Egypt ",30.0455834,31.4761462,"Bar, Pub",4.0,113.0
173,224,Il Mulino,Cairo,+20 2 25203511,"7 Street 261, Al Maadi Al Maadi, Cairo 11511 Egypt","Il Mulino Cairo 7 Street 261, Al Maadi Al Maadi, Cairo 11511 Egypt ",29.9698172,31.2750089,"Italian, Pizza, Mediterranean",4.0,39.0
174,225,Citron Restaurant,Cairo,+20 2 24063333,"Ring Road Renaissance Cairo Mirage City Hotel, Cairo 11511 Egypt","Citron Restaurant Cairo Ring Road Renaissance Cairo Mirage City Hotel, Cairo 11511 Egypt ",30.0746207,31.4395183,International,4.5,17.0
175,226,Akram Gad,Cairo,+20 2 25763583,"13 26th of July St., Cairo 11511 Egypt","Akram Gad Cairo 13 26th of July St., Cairo 11511 Egypt ",30.0528088,31.2428901,"Fast Food, Middle Eastern, Egyptian",3.5,139.0
176,228,Citadel View Alain Le Notre,Cairo,25109151,"Salah Salem, Cairo 11511 Egypt","Citadel View Alain Le Notre Cairo Salah Salem, Cairo 11511 Egypt ",30.0425087,31.2659163,"Middle Eastern, Egyptian",4.0,62.0
177,229,Sizzler,Cairo,+20 2 25160603,Cairo Egypt,Sizzler Cairo Cairo Egypt ,30.0286772,31.4101874,"American, Steakhouse",4.0,73.0
178,230,Asia Bar,Cairo,27353112,"9A Saraya EL Gezira St. Blue Nile Boat, Cairo 11511 Egypt","Asia Bar Cairo 9A Saraya EL Gezira St. Blue Nile Boat, Cairo 11511 Egypt ",30.0456559,31.228514,"Bar, Sushi, Asian, Japanese, Pub",4.0,44.0
179,231,Taboon Urban Lebanese Restaurant,Cairo,+20 2 27372552,"5 Abou El Feda St, Om Kalthoum Hotel, Zamalek, Cairo 11511 Egypt","Taboon Urban Lebanese Restaurant Cairo 5 Abou El Feda St, Om Kalthoum Hotel, Zamalek, Cairo 11511 Egypt ",30.0644891,31.2160129,"Lebanese, Middle Eastern",4.0,26.0
180,232,Beano's,Cairo,+20 2 23585336,"10 Rd Maadi, Cairo 11511 Egypt","Beano's Cairo 10 Rd Maadi, Cairo 11511 Egypt ",30.0444196,31.2357116,Cafe,4.0,34.0
181,235,Planet Africa,Cairo,+20 2 24802949,"City Stars Mall, Masaken Al Mohandesin Nasr City, Cairo 11511 Egypt","Planet Africa Cairo City Stars Mall, Masaken Al Mohandesin Nasr City, Cairo 11511 Egypt ",30.0731694,31.3460041,"Steakhouse, African",4.0,91.0
182,236,Harrry's Pub,Cairo,+20 2 27283000,"16 Saray El Gezira, Cairo 11511 Egypt","Harrry's Pub Cairo 16 Saray El Gezira, Cairo 11511 Egypt ",30.0578346,31.2252483,"Bar, Pub, British",3.5,78.0
183,237,Bullona,Cairo,+20 2 27917000,"1089 Corniche El Nil Four Seasons Hotel Cairo at Nile Plaza, Cairo 11519 Egypt","Bullona Cairo 1089 Corniche El Nil Four Seasons Hotel Cairo at Nile Plaza, Cairo 11519 Egypt ",30.0362362,31.2294568,"Italian, Mediterranean, Seafood",4.5,23.0
184,238,Om Hassan,Cairo,+20 19500,"105 Banks Center St. New Cairo City, Cairo 11511 Egypt","Om Hassan Cairo 105 Banks Center St. New Cairo City, Cairo 11511 Egypt ",30.0186228,31.4211707,"Egyptian, Middle Eastern",4.0,50.0
185,239,900 Degrees,Cairo,+20 111 166 6912,"Galleria 40, 26th Of July Corridor, Al Sheikh Zayed, Cairo 11511 Egypt","900 Degrees Cairo Galleria 40, 26th Of July Corridor, Al Sheikh Zayed, Cairo 11511 Egypt ",30.0549168,31.0724536,"Italian, Pizza, European",4.5,24.0
186,240,El Dahan Restaurant,Cairo,+20 2 25756949,"52 26th of July St. Downtown, Cairo 11511 Egypt","El Dahan Restaurant Cairo 52 26th of July St. Downtown, Cairo 11511 Egypt ",30.0533567,31.239234,"Barbecue, Middle Eastern, Egyptian",4.0,64.0
187,241,Mori Sushi,Cairo,+20 16885,"Festival City Mall, Cairo 11511 Egypt","Mori Sushi Cairo Festival City Mall, Cairo 11511 Egypt ",30.0280192,31.4094095,"Japanese, Sushi, Asian, Seafood",4.0,21.0
188,243,Nawab Indian Restaurant,Cairo,+20 2 27360433,"21 Bahgat Ali Street Zamalek, Cairo 11511 Egypt","Nawab Indian Restaurant Cairo 21 Bahgat Ali Street Zamalek, Cairo 11511 Egypt ",30.0700371,31.2206844,"Indian, Asian",4.0,53.0
